year,scenario,sev,flow_mm_yr,nitrate_kg_yr,avg_nitrate_mgL,sd_nitrate_mgL,q_05_nitrate,q_25_nitrate,q_50_nitrate,q_75_nitrate,q_95_nitrate,doc_kg_yr,avg_doc_mgL,sd_doc_mgL,q_05_doc,q_25_doc,q_50_doc,q_75_doc,q_95_doc,precip_mm
1988,PER_10,HIGH,1313.180473,22072.889,0.078546144,0.087065124,0.011332179,0.016621581,0.034215381,0.111959671,0.268307815,267916.51,0.63355404,0.998279167,0.094719312,0.130553547,0.159017713,0.574817672,3.188516261,1774.4
1988,PER_50,LOW,1314.854299,21963.314,0.079457687,0.089417278,0.011362041,0.016891752,0.033709916,0.107220754,0.28279631,308154.962,0.73808767,1.064401995,0.082412647,0.128365167,0.15897828,0.908714688,3.27556159,1774.4
1988,PER_95,LOW,1325.779907,23023.913,0.080455735,0.088623073,0.011359203,0.016823532,0.037387774,0.112230867,0.278149902,375362.109,0.926843526,1.232225413,0.088604485,0.128394872,0.171761373,1.421652808,3.636828704,1774.4
1988,PER_90,HIGH,1399.823411,27657.801,0.083473519,0.095289136,0.010956322,0.015370918,0.040778983,0.121064314,0.27921746,472003.92,1.050488261,1.158874375,0.116950392,0.134888239,0.334270221,1.785755103,3.286208173,1774.4
1988,PER_80,MOD,1363.625414,23752.091,0.075798925,0.080388535,0.011232349,0.016961642,0.040006039,0.102209698,0.261552704,407644,0.932529777,1.193685525,0.097736147,0.131059368,0.198715054,1.533961187,3.51144037,1774.4
1988,PER_35,LOW,1310.931857,21874.106,0.07988396,0.090641146,0.011362041,0.016911409,0.032511444,0.111124356,0.284302827,286051.943,0.679579126,1.037220004,0.080237251,0.128060626,0.150784796,0.700652357,3.286597236,1774.4
1988,PER_75,LOW,1320.030334,21992.961,0.07797014,0.087652005,0.011358484,0.016710949,0.033718335,0.113236734,0.27891397,345135.569,0.828838451,1.171819474,0.088807586,0.128365167,0.160651573,1.143505962,3.392095019,1774.4
1988,PER_70,HIGH,1378.280058,26540.158,0.080717083,0.086507801,0.011156901,0.015993368,0.04040043,0.124297091,0.253041751,426839.36,0.972847907,1.084619356,0.118195237,0.134631069,0.314158102,1.586885628,3.101080642,1774.4
1988,PER_60,MOD,1346.621065,22499.267,0.075252624,0.081270716,0.011346717,0.017167241,0.036505993,0.107404396,0.24990029,357180.16,0.836435373,1.104998717,0.102284137,0.131238168,0.176948083,1.306227007,3.245396598,1774.4
1988,PER_15,LOW,1306.747919,21414.84,0.079393285,0.091883179,0.011268968,0.015939547,0.029690391,0.113083958,0.28190431,265097.623,0.623901757,1.023497366,0.079427346,0.127445436,0.148199163,0.499256256,3.070777756,1774.4
1988,PER_55,LOW,1316.175564,21915.88,0.078899514,0.088815266,0.011362041,0.016869722,0.033723521,0.110967927,0.277546417,317407.961,0.760374034,1.077740797,0.082418371,0.128365167,0.160733706,1.022601946,3.40192195,1774.4
1988,PER_50,HIGH,1356.463929,24613.542,0.078360728,0.081318519,0.011301185,0.016626278,0.040606715,0.120034309,0.253460242,351174.46,0.809545308,1.013630481,0.110019,0.1345407,0.21659598,1.250600344,3.007445815,1774.4
1988,PER_95,HIGH,1406.272257,28494.97,0.084564963,0.097049104,0.010943816,0.015338023,0.039567609,0.118664307,0.280815854,485661.43,1.070892878,1.174163236,0.116647174,0.136436361,0.344476659,1.781676751,3.29481831,1774.4
1988,PER_85,MOD,1363.343032,23302.136,0.075753493,0.081189114,0.011346509,0.016589462,0.036125317,0.108085527,0.253705551,420485.66,0.981652226,1.232623451,0.105123915,0.131097926,0.191344303,1.752690617,3.553667938,1774.4
1988,PER_80,LOW,1323.258099,22604.784,0.079804719,0.088196183,0.01135319,0.017491523,0.037911429,0.112144017,0.279063612,353840.629,0.853372935,1.173902991,0.084427021,0.12836884,0.171650634,1.272811086,3.634439515,1774.4
1988,PER_35,HIGH,1338.562723,24019.381,0.078642947,0.081666967,0.011345638,0.016784121,0.039413459,0.117526863,0.259930065,318609.83,0.743369963,1.006689292,0.108425425,0.134637497,0.204462155,0.989139926,3.195891433,1774.4
1988,PER_75,HIGH,1382.144436,25926.44,0.079942694,0.089840034,0.011156187,0.016547493,0.040427832,0.114469363,0.260698298,416647.92,0.912920128,1.106273867,0.115714024,0.134653838,0.238547461,1.458426673,3.218097757,1774.4
1988,PER_65,MOD,1350.868497,22920.791,0.075372427,0.081267141,0.011240616,0.016950928,0.036657799,0.104665301,0.251758515,369397.69,0.858447429,1.121673101,0.102613685,0.131059368,0.179135888,1.397004764,3.340828287,1774.4
1988,PER_60,LOW,1317.245359,21885.432,0.078696365,0.088521134,0.011362041,0.016868103,0.033804087,0.110976856,0.279844132,324933.851,0.782721664,1.09812585,0.088703366,0.128413994,0.160911282,1.042454019,3.38715706,1774.4
1988,PER_15,HIGH,1317.499336,22481.71,0.078322132,0.085223933,0.01130163,0.016514006,0.035444146,0.116712881,0.265828675,280576.06,0.664464781,1.011919704,0.099230128,0.130957986,0.166296641,0.701086544,3.153422152,1774.4
1988,PER_55,HIGH,1362.477087,24405.782,0.077380562,0.082011995,0.011294767,0.016600606,0.039052025,0.114114883,0.252208641,365621.64,0.828447996,1.026772835,0.110641036,0.134611514,0.219217562,1.323435504,3.035785762,1774.4
1988,PER_5,MOD,1307.154783,21712.933,0.080223755,0.093428597,0.011299361,0.015932909,0.030027138,0.11432539,0.286205292,259174.025,0.601455938,1.007718923,0.082245067,0.127505265,0.146662638,0.481017838,3.099421715,1774.4
1988,PER_45,LOW,1312.835432,21972.284,0.080064529,0.090522152,0.011362041,0.016900881,0.033460478,0.109590754,0.285000557,295989.093,0.709586522,1.058063656,0.082413596,0.128390976,0.155572167,0.814191437,3.328817063,1774.4
1988,PER_90,MOD,1368.976477,24177.382,0.077212355,0.081139942,0.011338575,0.016967861,0.04046273,0.109434832,0.249511768,437025.35,1.021200075,1.250053873,0.105302929,0.131533149,0.214597835,1.824960196,3.530150909,1774.4
1988,PER_40,HIGH,1343.008157,24254.464,0.079167438,0.083123294,0.011301235,0.016820532,0.040026768,0.122057275,0.266014107,327449.07,0.770225379,1.011298111,0.108869508,0.134605483,0.212676788,1.087835578,3.038968475,1774.4
1988,PER_30,MOD,1323.304466,22604.04,0.079020744,0.087036217,0.011344011,0.016991922,0.035799596,0.111451538,0.273713775,300323.92,0.708712659,1.022753582,0.092130567,0.129212537,0.162956278,0.996777867,3.262242247,1774.4
1988,PER_25,LOW,1308.977319,21657.849,0.07929168,0.09083791,0.011234797,0.016203704,0.030784923,0.111452853,0.282227915,276733.913,0.655271053,1.032253005,0.080017142,0.128082763,0.150893691,0.650346594,3.188717588,1774.4
1988,PER_70,MOD,1354.392011,23759.492,0.078119988,0.082370539,0.011335053,0.017131013,0.040275649,0.112712684,0.265899477,394137.68,0.944010386,1.155401868,0.09772549,0.131059368,0.209004294,1.641779746,3.337279258,1774.4
1988,PER_20,HIGH,1323.64533,23009.371,0.078491374,0.083852167,0.011283605,0.016633031,0.037676343,0.118554358,0.270252668,295383.31,0.700890429,1.017749819,0.105057045,0.132919905,0.175978966,0.862635672,3.275395401,1774.4
1988,PER_100,MOD,1377.256213,24733.478,0.077643543,0.081244349,0.011299615,0.016780339,0.041414932,0.109690657,0.259521652,457564.22,1.055441326,1.285681058,0.10586049,0.131340137,0.226078504,1.895699027,3.587080776,1774.4
1988,PER_10,LOW,1305.696922,21495.792,0.079690852,0.092526095,0.011274372,0.015895351,0.029501565,0.113646184,0.283381849,262507.293,0.614291366,1.016953064,0.079524769,0.127309639,0.147425479,0.489602605,3.055948536,1774.4
1988,PER_50,MOD,1339.113703,22745.622,0.076855726,0.082861261,0.011346717,0.017150928,0.03637451,0.110156294,0.264862526,336758.24,0.786642369,1.052578087,0.096252022,0.130545518,0.171395238,1.263050746,3.069866543,1774.4
1988,PER_95,MOD,1373.037603,24461.508,0.077290247,0.08122506,0.011332492,0.016767267,0.04154193,0.10791122,0.256827202,445976.24,1.032121282,1.265632912,0.10569576,0.131204373,0.221659832,1.792081567,3.53958192,1774.4
1988,PER_90,LOW,1324.499579,22912.962,0.080498624,0.088495471,0.011359884,0.017172772,0.038869888,0.112441717,0.276955845,372084.139,0.923776249,1.223531107,0.08864004,0.128430517,0.171713722,1.42609127,3.576011081,1774.4
1988,PER_85,HIGH,1392.915904,27121.471,0.082845346,0.094593678,0.011041272,0.01598088,0.041617565,0.117276948,0.279921348,453492.16,1.011222528,1.140777913,0.116737446,0.134640977,0.317507149,1.748148907,3.346173557,1774.4
1988,PER_35,MOD,1327.266592,22712.413,0.07839537,0.086036947,0.011346786,0.017055556,0.035381884,0.112581678,0.272980986,307686.36,0.717048057,1.024861503,0.092539355,0.128965871,0.16254058,1.040805402,3.26523921,1774.4
1988,PER_75,MOD,1355.941355,22734.098,0.074614119,0.080511486,0.011240616,0.016667862,0.036354648,0.104561599,0.25070326,391638.29,0.895578689,1.189180084,0.104309457,0.131059368,0.180247621,1.50852383,3.479698973,1774.4
1988,PER_70,LOW,1319.977283,22799.028,0.081247339,0.089268452,0.011409472,0.017421573,0.03931781,0.113685531,0.281484752,345182.61,0.850379285,1.134404381,0.082479609,0.12836884,0.170776971,1.276649708,3.547435569,1774.4
1988,PER_65,HIGH,1376.057341,25717.342,0.079301676,0.085597672,0.011194192,0.016532627,0.041310927,0.113813787,0.258317938,392817.8,0.873012059,1.047043727,0.116401724,0.134653838,0.239167447,1.45612983,3.170497109,1774.4
1988,PER_15,MOD,1313.13327,21854.401,0.078528759,0.089246921,0.011284737,0.016433914,0.030983138,0.114305618,0.272700911,273965.669,0.645662678,1.015239662,0.08242985,0.128442252,0.153420215,0.664325332,3.061486034,1774.4
1988,PER_55,MOD,1342.907903,22515.619,0.075569653,0.082074951,0.011346717,0.017140876,0.036497882,0.108918129,0.258455919,349981.74,0.814776218,1.0833026,0.095837534,0.13074696,0.172263997,1.268447671,3.296412365,1774.4
1988,PER_40,LOW,1311.839156,21849.929,0.079840892,0.090524568,0.011362041,0.016900881,0.032916031,0.109459244,0.284751728,291069.003,0.699548541,1.051462969,0.081819884,0.128365167,0.154605176,0.784593738,3.336417569,1774.4
1988,PER_5,HIGH,1309.12227,21844.257,0.079822795,0.091246279,0.011328097,0.016357279,0.031300887,0.114222498,0.27976162,262341.232,0.606728009,1.005861439,0.087991934,0.128402671,0.149356094,0.488710903,3.215300926,1774.4
1988,PER_25,MOD,1320.413806,22141.118,0.078221938,0.08744323,0.01129816,0.016490795,0.032953825,0.10833176,0.275565323,292002.551,0.688020542,1.017347411,0.088116953,0.128481,0.158464451,0.937798348,3.150126648,1774.4
1988,PER_40,MOD,1330.247063,22860.657,0.0780201,0.085232551,0.011347456,0.01711515,0.035362036,0.111391653,0.272085269,314036.72,0.739266129,1.034948659,0.0936219,0.129914896,0.164278805,1.070506356,3.107013823,1774.4
1988,PER_20,LOW,1307.877448,21627.063,0.079557544,0.091583703,0.011243965,0.016198283,0.030398323,0.112673274,0.282895187,271011.373,0.640889111,1.029564687,0.079745476,0.12749449,0.14977278,0.56797138,3.146879215,1774.4
1988,PER_30,HIGH,1333.49279,23853.735,0.079021924,0.082224736,0.011328422,0.016856894,0.039489801,0.118122161,0.259764537,310092.44,0.732653154,1.006669737,0.107802164,0.134752209,0.200250676,0.967658798,3.187970392,1774.4
1988,PER_10,MOD,1310.022886,21684.347,0.07882793,0.090294872,0.011285833,0.016396998,0.030249764,0.112740946,0.276400953,265385.261,0.622558356,1.00299614,0.083139107,0.128438338,0.150977937,0.525248511,3.047587906,1774.4
1988,PER_20,MOD,1316.949609,22179.809,0.07852785,0.088358948,0.011291861,0.016589342,0.033054721,0.119287114,0.273509812,285998.07,0.675474824,1.020153698,0.087518698,0.128103378,0.156812918,0.821898965,3.254996015,1774.4
1988,UNBURN,UNBURN,1303.264506,21573.819,0.08078934,0.095357814,0.011297452,0.01562337,0.029737731,0.117208712,0.287095346,252380.484,0.589246754,1.012400338,0.066758539,0.12555176,0.139598755,0.473207665,3.092839155,1774.4
1988,PER_100,HIGH,1413.484286,28980.39,0.085413224,0.098716026,0.010880493,0.015271861,0.039643771,0.120360745,0.290140548,495438.95,1.093774767,1.187449215,0.11711126,0.136551926,0.351982584,1.915114998,3.313678406,1774.4
1988,PER_85,LOW,1322.347457,22395.162,0.078801941,0.088027474,0.011362041,0.016568204,0.036474026,0.110723324,0.276912629,361460.279,0.89141338,1.20401681,0.088686517,0.128390976,0.166274312,1.362339412,3.486464231,1774.4
1988,PER_45,MOD,1333.248003,22846.105,0.078340091,0.085683068,0.011347398,0.017286698,0.03624481,0.11450912,0.26977234,319049.33,0.753568814,1.04349545,0.095201917,0.130576884,0.167940856,1.093275058,3.134887323,1774.4
1988,PER_80,HIGH,1391.552866,26558.815,0.079782017,0.088668868,0.011118182,0.015822042,0.040327331,0.116004087,0.268267495,437466.7,0.957709685,1.122839202,0.117204684,0.134637188,0.268025984,1.508557916,3.201160221,1774.4
1988,PER_100,LOW,1326.991311,23080.463,0.080627084,0.088636997,0.011270225,0.016823983,0.037843202,0.112421705,0.277716885,380799.579,0.943055291,1.245663491,0.088549669,0.128394872,0.17177045,1.456811185,3.650309532,1774.4
1988,PER_65,LOW,1318.230356,22015.128,0.07846585,0.088430411,0.011362041,0.016708761,0.033774207,0.110366378,0.279875426,329044.141,0.794367132,1.113038499,0.08877272,0.128390976,0.160622325,1.103423853,3.375975439,1774.4
1988,PER_60,HIGH,1368.093823,24692.283,0.078028149,0.084379683,0.011232129,0.016600585,0.039236261,0.118005093,0.252076323,378182.1,0.850965693,1.042079083,0.115924232,0.134660612,0.219154065,1.397720512,3.032539504,1774.4
1988,PER_5,LOW,1304.522278,21560.179,0.080293995,0.094072776,0.011277668,0.015667043,0.029619673,0.114332196,0.284919426,257867.903,0.598184756,1.010606772,0.079222994,0.126873056,0.140860751,0.477620986,3.11503979,1774.4
1988,PER_45,HIGH,1347.147399,24583.889,0.079433902,0.083265148,0.011301151,0.016649704,0.04159473,0.122935435,0.266107525,334256.27,0.786823561,1.018764093,0.109472983,0.134648515,0.215533576,1.14119429,3.007990491,1774.4
1988,PER_30,LOW,1309.336981,21840.582,0.079996016,0.090709683,0.011362041,0.016926014,0.032084677,0.111867052,0.28573785,278574.793,0.669466418,1.036527808,0.080198931,0.128324019,0.150697465,0.670580029,3.27912601,1774.4
1988,PER_25,HIGH,1328.268715,23230.34,0.077916177,0.082225548,0.011290216,0.016760221,0.037408327,0.118794083,0.263604129,301794.56,0.71876696,1.012547234,0.106196099,0.133410928,0.181881388,0.952327072,3.321545105,1774.4
1989,PER_5,HIGH,1333.584272,23102.15,0.084439703,0.097637949,0.010829434,0.017998992,0.040457903,0.108949299,0.293073922,272991.267,0.562015296,0.938246388,0.091908246,0.129203439,0.143791846,0.310822925,3.050439353,1839.52
1989,PER_80,MOD,1380.375368,25276.639,0.084681635,0.088438125,0.010938367,0.019292107,0.050714478,0.116898335,0.278911811,426526.58,0.928983721,1.167961726,0.099868628,0.132901253,0.233569763,1.394270804,3.441011117,1839.52
1989,PER_30,HIGH,1353.589143,25515.738,0.085293192,0.087703214,0.010890278,0.018628774,0.049722459,0.12600525,0.273284101,325437.47,0.689008082,0.951109982,0.104919595,0.133776167,0.196629996,0.766329966,3.04571409,1839.52
1989,PER_60,MOD,1366.192754,24046.592,0.08278364,0.088342104,0.010953296,0.018671598,0.047735915,0.115395172,0.282271791,379497.63,0.803799542,1.069303635,0.099058708,0.132875118,0.201240999,1.031530756,3.236999001,1839.52
1989,PER_100,HIGH,1419.237619,32904.303,0.096191402,0.106998994,0.010585473,0.015373217,0.042657072,0.152346732,0.322748862,507891.29,1.148969257,1.248123748,0.12249368,0.136172561,0.336540894,2.067164423,3.556558913,1839.52
1989,PER_45,MOD,1354.485164,24317.768,0.085039526,0.091830794,0.010951441,0.018868152,0.047900566,0.113943371,0.295495447,342039.14,0.697081317,0.991704654,0.098769261,0.132860166,0.188285243,0.707969838,3.059025698,1839.52
1989,PER_10,HIGH,1336.228474,23613.482,0.084258672,0.094408938,0.010813539,0.018082106,0.044607442,0.114345447,0.291171659,282447.67,0.588330359,0.935784612,0.099423803,0.132013543,0.160036036,0.386963869,3.063238025,1839.52
1989,PER_80,LOW,1343.256286,23398.804,0.084856495,0.093490998,0.010963927,0.01918573,0.047959888,0.110517593,0.290438849,383758.934,0.84401921,1.24335815,0.06354044,0.127607348,0.151347758,1.101108709,3.599667482,1839.52
1989,PER_65,LOW,1339.312958,23155.696,0.08322391,0.093482587,0.010965138,0.018477908,0.042660335,0.107180241,0.291978008,360713.101,0.776620362,1.154961545,0.063532076,0.127551656,0.146768996,0.906195079,3.389906768,1839.52
1989,PER_25,MOD,1343.524466,23694.554,0.084260261,0.094664522,0.010900131,0.018151458,0.041589593,0.111937054,0.298365134,308058.571,0.629951485,0.962630719,0.097695053,0.130343544,0.158202704,0.550982353,3.145141595,1839.52
1989,PER_10,LOW,1330.419166,22582.306,0.084067268,0.098702721,0.010894884,0.017548654,0.038706491,0.105295101,0.295268013,274541.637,0.561229596,0.955368196,0.049568537,0.125559093,0.138404802,0.349975839,3.126075923,1839.52
1989,PER_60,LOW,1339.093652,22953.538,0.083458485,0.093880986,0.010966057,0.018659362,0.04251522,0.108301899,0.294593359,353146.362,0.758888253,1.138319899,0.063429961,0.127733374,0.147262846,0.864219144,3.378060753,1839.52
1989,PER_5,LOW,1329.965934,22618.384,0.084840897,0.100270284,0.010894884,0.017327015,0.038655969,0.105397192,0.294956616,269878.87,0.551799968,0.948409921,0.049579737,0.123988621,0.138275644,0.297619048,3.093539226,1839.52
1989,PER_10,MOD,1334.41471,22911.23,0.084197021,0.097897569,0.010888763,0.018036521,0.039064564,0.105733833,0.295755459,280051.579,0.57430622,0.940798066,0.09143815,0.129483806,0.144556566,0.384733341,3.084004946,1839.52
1989,PER_85,HIGH,1400.880674,30795.204,0.09355966,0.102445199,0.01074399,0.016523789,0.044369535,0.151062521,0.306129168,467465.61,1.058205556,1.202860292,0.120009017,0.134736496,0.290965938,1.906791349,3.503299404,1839.52
1989,PER_45,LOW,1335.918521,23175.858,0.084695993,0.09562517,0.010965283,0.018680206,0.042607439,0.106525714,0.296853408,315270.729,0.646557217,1.026850591,0.063376825,0.127062519,0.146642094,0.541424646,3.275233753,1839.52
1989,PER_30,LOW,1333.440156,23084.628,0.08495106,0.097225479,0.010950278,0.018754118,0.0418121,0.10778597,0.29625785,295176.75,0.610249267,0.988488475,0.063184465,0.126248832,0.145253639,0.499157403,3.17420288,1839.52
1989,PER_85,LOW,1341.884476,23377.486,0.084396932,0.092821011,0.010968204,0.018474242,0.04773216,0.111495605,0.284835069,395098.831,0.87478643,1.301086417,0.063646344,0.127654985,0.148132042,1.189335888,3.788328774,1839.52
1989,PER_65,HIGH,1388.084909,27808.408,0.087291204,0.090629001,0.010803198,0.017516951,0.045669384,0.13611513,0.269008348,404448.48,0.880503118,1.055378055,0.116156138,0.13443493,0.239583858,1.520499322,3.03914829,1839.52
1989,PER_25,LOW,1332.875809,22833.85,0.084101792,0.097919595,0.010899168,0.017939064,0.040293996,0.107175926,0.293045977,289287.258,0.594740759,0.981476372,0.049591086,0.125294811,0.138616988,0.469845465,3.164253733,1839.52
1989,PER_100,LOW,1345.834905,24091.2,0.085942423,0.093039785,0.010956182,0.018759168,0.051178265,0.11374712,0.288326075,410085.292,0.919461609,1.328758025,0.063814442,0.127523666,0.153517233,1.20469239,3.778896504,1839.52
1989,PER_55,MOD,1362.156274,23933.173,0.083203608,0.089569574,0.010950924,0.018669882,0.048054499,0.114371028,0.282531431,369102.98,0.783820276,1.055338002,0.098618181,0.132875118,0.196365965,1.007729445,3.12935173,1839.52
1989,PER_50,LOW,1337.23185,23133.982,0.08426123,0.094949483,0.010966831,0.018677435,0.042607439,0.107242618,0.296071149,332254.166,0.697135481,1.059004664,0.063397294,0.127548477,0.14651427,0.811899195,3.2815485,1839.52
1989,PER_95,LOW,1345.040809,24143.698,0.08599046,0.093654164,0.010962106,0.01848032,0.051052065,0.112561626,0.288876068,406187.362,0.906491706,1.314198839,0.063743496,0.127523666,0.153065367,1.20753135,3.764831796,1839.52
1989,PER_90,HIGH,1408.100223,31243.49,0.092946048,0.101371195,0.010686519,0.015939702,0.043282404,0.148124428,0.307863058,482585.56,1.098932778,1.203118761,0.121129299,0.135390543,0.330507275,1.949721117,3.440341034,1839.52
1989,PER_40,MOD,1352.066116,24143.904,0.084524285,0.091623869,0.010950972,0.018803228,0.046308222,0.11585024,0.292046558,332992.06,0.683056822,0.985025521,0.098811306,0.132875118,0.178214732,0.650529101,3.076725351,1839.52
1989,PER_35,LOW,1334.719649,23033.483,0.084779537,0.097001191,0.010950278,0.018753128,0.041844079,0.106852279,0.297113839,302569.866,0.618933343,0.998931815,0.06331373,0.126673839,0.145562028,0.5123606,3.185113788,1839.52
1989,PER_75,LOW,1340.358525,23051.144,0.08293029,0.092265304,0.010965138,0.01849807,0.043398765,0.106812169,0.288141579,380250.231,0.826755739,1.248678247,0.063488681,0.127551656,0.14677626,1.056416095,3.618429288,1839.52
1989,PER_70,HIGH,1391.443004,29135.177,0.089116211,0.091882002,0.010782839,0.016770913,0.045664265,0.138716734,0.278191492,437443.98,0.998837869,1.096438804,0.118505388,0.134778619,0.297900884,1.738853783,3.101957446,1839.52
1989,PER_20,MOD,1340.309651,23590.435,0.084779468,0.096398612,0.01089381,0.01809124,0.040798382,0.11233267,0.297296021,297469.501,0.612753167,0.957891866,0.09763757,0.129530011,0.153957023,0.510679759,3.179536005,1839.52
1989,PER_15,LOW,1331.096299,22596.14,0.08378378,0.09811726,0.010898524,0.01769841,0.038782238,0.105554898,0.295604556,278674.43,0.569932128,0.96655343,0.049495948,0.125480383,0.138532091,0.370085339,3.176933786,1839.52
