year,scenario,sev,flow_mm_yr,nitrate_kg_yr,avg_nitrate_mgL,sd_nitrate_mgL,q_05_nitrate,q_25_nitrate,q_50_nitrate,q_75_nitrate,q_95_nitrate,doc_kg_yr,avg_doc_mgL,sd_doc_mgL,q_05_doc,q_25_doc,q_50_doc,q_75_doc,q_95_doc,precip_mm
1989,PER_55,LOW,1338.014668,22984.251,0.08383002,0.09452362,0.010966831,0.018671722,0.042645312,0.108314552,0.294556261,346091.454,0.742123466,1.121353566,0.063391171,0.127548477,0.1465204,0.860511932,3.337873646,1839.52
1989,PER_50,HIGH,1372.30909,26387.992,0.085035992,0.085924348,0.010833642,0.018132672,0.045883905,0.129500812,0.2740243,370401.94,0.793991666,0.995222163,0.113584593,0.133845652,0.217013889,1.258082139,2.88168423,1839.52
1989,PER_95,HIGH,1413.211512,32419.231,0.095269844,0.105418185,0.010591873,0.015660262,0.042152492,0.153493979,0.318791329,496459.71,1.125080809,1.229544225,0.121877678,0.135312766,0.322129572,2.007620223,3.585881461,1839.52
1989,PER_85,MOD,1379.206573,25245.437,0.085441491,0.088866103,0.01089189,0.018678581,0.050173585,0.1225942,0.278200532,439630.23,0.971989089,1.224782934,0.099935388,0.132921271,0.238100969,1.587142475,3.570909058,1839.52
1989,PER_40,LOW,1335.282325,22941.968,0.084254862,0.095692293,0.010950278,0.018754745,0.042153451,0.106362693,0.295304747,310982.544,0.63733878,1.016314987,0.063331962,0.126918764,0.14616259,0.518795644,3.209109329,1839.52
1989,PER_35,HIGH,1357.856208,25595.205,0.084784387,0.086775163,0.010902925,0.018696581,0.049015575,0.126793493,0.269702939,334274.01,0.701377402,0.952997136,0.105889702,0.133582199,0.197443045,0.832479508,2.953084247,1839.52
1989,PER_75,HIGH,1392.249214,28913.014,0.089098738,0.096283179,0.010807481,0.016966521,0.044917513,0.1404005,0.292002105,425506.65,0.94169499,1.140909197,0.118101331,0.134491714,0.243112333,1.599451373,3.394139749,1839.52
1989,PER_65,MOD,1369.013237,24518.154,0.083347172,0.088404799,0.01094275,0.018593853,0.048393494,0.119033147,0.274616836,387560,0.827121831,1.087802414,0.099450416,0.132875118,0.205217933,1.101498745,3.221448073,1839.52
1989,PER_20,LOW,1331.950965,22788.323,0.084328207,0.098624641,0.010898524,0.017975059,0.039053873,0.106678095,0.292887285,283537.486,0.581388554,0.972969119,0.049423634,0.125255851,0.138585684,0.439235569,3.172504989,1839.52
1989,PER_15,HIGH,1339.491745,23869.654,0.084309711,0.092934479,0.010807894,0.018023829,0.046019625,0.122842761,0.290249374,293318.673,0.613818736,0.93848749,0.100651693,0.132594981,0.172222542,0.493463577,3.112935104,1839.52
1989,PER_55,HIGH,1376.800892,26431.401,0.084830378,0.086595746,0.010832682,0.018127908,0.045836399,0.126978726,0.27033963,382309.11,0.833747445,1.032731407,0.114146059,0.133857686,0.219076933,1.291216102,2.993095255,1839.52
1989,PER_5,MOD,1332.086308,22776.036,0.084739162,0.099529626,0.010890772,0.017981972,0.038855318,0.107761013,0.294648714,272312.183,0.556578132,0.939898759,0.08558724,0.127065605,0.139910388,0.300269722,3.068728893,1839.52
1989,UNBURN,UNBURN,1329.179357,22513.473,0.084856455,0.100259076,0.010895656,0.017249262,0.038618108,0.106026786,0.296929807,266884.492,0.546612536,0.950171905,0.049170759,0.123645173,0.137926969,0.26724407,3.04671997,1839.52
1989,PER_90,MOD,1384.496647,26001.087,0.08665758,0.0889463,0.010908735,0.01943393,0.05250496,0.12355996,0.279285155,452894.62,1.015544287,1.225351244,0.10034899,0.132892519,0.284567294,1.770262583,3.457006826,1839.52
1989,PER_40,HIGH,1361.728105,25985.108,0.085325751,0.087080302,0.010904122,0.018620123,0.0477657,0.130378011,0.282048329,346372.08,0.732427631,0.969391721,0.109714357,0.133492388,0.203180052,0.87080677,2.856006079,1839.52
1989,PER_30,MOD,1346.124807,24228.264,0.084891371,0.093410441,0.010948285,0.018722218,0.045062024,0.112824197,0.29871768,315821.64,0.650973083,0.964867997,0.098602991,0.132834062,0.168067396,0.600512703,3.119053889,1839.52
1989,PER_80,HIGH,1401.59582,30015.121,0.089534665,0.097118657,0.010782632,0.016479363,0.043186844,0.13511815,0.298645154,446408.08,1.001597656,1.160499107,0.120170732,0.13482906,0.275816221,1.656805961,3.313694622,1839.52
1989,PER_70,MOD,1373.097338,25682.675,0.087046889,0.090758942,0.01090363,0.019463312,0.053059475,0.12336904,0.278364739,416632.26,0.92919211,1.122028493,0.099626885,0.132903021,0.25333964,1.396939271,3.289031728,1839.52
1989,PER_20,HIGH,1344.41255,24453.393,0.084629596,0.090749365,0.010802919,0.018217509,0.046196059,0.124727866,0.293262497,309320.44,0.650579783,0.954458996,0.100781184,0.132875118,0.181726489,0.649669623,3.139274644,1839.52
1989,PER_100,MOD,1391.182343,26748.16,0.087686783,0.0894723,0.010905634,0.019288706,0.052850956,0.12573828,0.280070998,472654.67,1.056509273,1.268677635,0.100739873,0.132875118,0.298260286,1.887420494,3.627398446,1839.52
1989,PER_60,HIGH,1382.717973,26783.654,0.085151072,0.087958994,0.010833746,0.017525194,0.044998661,0.126650479,0.269045142,389588.66,0.851679003,1.0419535,0.115175904,0.134431071,0.225021127,1.372889857,2.967147217,1839.52
1989,PER_50,MOD,1359.182068,24052.368,0.083935389,0.089959953,0.010951109,0.018697663,0.047933493,0.11400565,0.288040528,356065.69,0.743755699,1.006809861,0.098602492,0.132875118,0.194518688,0.895740595,3.027748675,1839.52
1989,PER_95,MOD,1387.838869,26358.054,0.087208884,0.089409186,0.010897201,0.019393819,0.052828837,0.124658659,0.278581744,464318.79,1.033673645,1.247891258,0.100572756,0.132875118,0.279269243,1.789659993,3.61408756,1839.52
1989,PER_90,LOW,1343.880368,24006.909,0.086074498,0.093598029,0.010960068,0.018762987,0.05118604,0.113806571,0.289247819,399868.122,0.894952408,1.301095799,0.063683035,0.127379786,0.152403126,1.148904874,3.763215774,1839.52
