year,scenario,sev,flow_mm_yr,nitrate_kg_yr,avg_nitrate_mgL,sd_nitrate_mgL,q_05_nitrate,q_25_nitrate,q_50_nitrate,q_75_nitrate,q_95_nitrate,doc_kg_yr,avg_doc_mgL,sd_doc_mgL,q_05_doc,q_25_doc,q_50_doc,q_75_doc,q_95_doc,precip_mm
1988,PER_10,HIGH,243.8223776,5309.1073,0.044813045,0.093123555,0.003336239,0.004603296,0.007875003,0.025596943,0.254488037,29695.226,0.253041059,0.520568519,0.048918956,0.107060185,0.125638491,0.180689676,0.840877537,543.74
1988,PER_50,LOW,235.4055039,5588.7343,0.048103758,0.099917781,0.003362765,0.004306274,0.007787267,0.025283112,0.28931383,29583.576,0.250813532,0.676710622,0.040418722,0.086315732,0.116676019,0.155156387,0.678467072,543.74
1988,PER_95,LOW,226.9318091,5684.6793,0.051181446,0.10485962,0.003354894,0.004242203,0.007849255,0.029653576,0.338215704,34493.6489,0.28880579,0.856710087,0.02743728,0.079246592,0.114554762,0.148936406,1.033779126,543.74
1988,PER_90,HIGH,248.6432132,5771.5854,0.056631004,0.117414763,0.003303842,0.004672012,0.008334669,0.0326575,0.327806918,104904.742,0.670661103,1.554675819,0.057676041,0.112802812,0.130397865,0.289755599,3.890619933,543.74
1988,PER_80,MOD,238.7668962,5785.1457,0.051431478,0.104239145,0.003309345,0.004391121,0.007945868,0.030153183,0.300566031,59040.894,0.44294826,1.047841115,0.042949757,0.103562324,0.125626688,0.196312359,2.321051351,543.74
1988,PER_35,LOW,236.2596856,5296.3203,0.045562307,0.097151366,0.003296451,0.004159208,0.007584544,0.02280565,0.269496869,25355.136,0.224353465,0.570372848,0.030207395,0.084626293,0.116628615,0.154942048,0.577544585,543.74
1988,PER_75,LOW,230.3391006,5493.0169,0.048853041,0.100470179,0.003352849,0.004220581,0.007780022,0.027256456,0.297038204,30595.085,0.260268242,0.740435315,0.02805838,0.081504371,0.115483996,0.151048792,0.776955024,543.74
1988,PER_70,HIGH,249.8018229,5711.2574,0.052493243,0.106238221,0.003336239,0.004750617,0.008381779,0.032498696,0.304276024,73356.402,0.525613676,1.077205727,0.059016334,0.112439757,0.130397865,0.272358703,3.163056629,543.74
1988,PER_60,MOD,240.2800498,5526.868,0.048612916,0.100211518,0.003300257,0.004378385,0.007849255,0.025890791,0.275632891,49967.488,0.392689301,0.896076498,0.043337135,0.103343179,0.125552179,0.18517295,1.987660192,543.74
1988,PER_15,LOW,240.2660519,5342.6252,0.04483287,0.096093613,0.003336239,0.004306274,0.007652533,0.023237317,0.267110788,25049.378,0.218728281,0.532100467,0.041000112,0.086476407,0.11668685,0.158300885,0.51662758,543.74
1988,PER_55,LOW,233.3587027,5279.9069,0.045557279,0.096774021,0.003285475,0.004094426,0.007659166,0.022570648,0.267992253,31989.766,0.270316691,0.744506778,0.032771787,0.082316379,0.116618515,0.154193576,0.953707274,543.74
1988,PER_50,HIGH,245.1504482,5591.0834,0.051088127,0.103050486,0.003336239,0.004672012,0.008203295,0.030280085,0.299547234,61658.025,0.446001967,0.978752488,0.051150878,0.1109615,0.128978719,0.237193021,2.266448529,543.74
1988,PER_95,HIGH,250.8350393,5853.6506,0.057126561,0.118173797,0.003312572,0.004745587,0.008349578,0.034715661,0.323807817,101475.512,0.656102275,1.47538851,0.060008534,0.11285895,0.130397865,0.292926118,3.900995685,543.74
1988,PER_85,MOD,238.2481105,5863.78,0.05240202,0.106504268,0.003315282,0.004390681,0.007945868,0.029125901,0.315781214,60599.631,0.446158172,1.117816872,0.042885997,0.103094484,0.125626688,0.193413929,2.220720349,543.74
1988,PER_80,LOW,229.7142075,5487.9364,0.048721582,0.100643285,0.003335015,0.004185914,0.007742622,0.027288318,0.299697587,32650.66,0.276903308,0.788656758,0.027549703,0.079345703,0.115388678,0.150148633,0.996986734,543.74
1988,PER_35,HIGH,247.7484203,5375.8739,0.046722619,0.095053812,0.003336239,0.004702897,0.008237707,0.028032266,0.268084092,45161.803,0.353423157,0.688666738,0.055794428,0.11042571,0.12797135,0.203602325,1.730269315,543.74
1988,PER_75,HIGH,250.1483828,5814.7784,0.054315978,0.110070328,0.003319158,0.004704641,0.008334669,0.033611634,0.306789833,72479.14,0.511308432,1.06058951,0.057742122,0.112610386,0.130397865,0.259435608,2.801948226,543.74
1988,PER_65,MOD,238.8997896,5711.1867,0.050353728,0.102463469,0.003307397,0.004385017,0.007873756,0.029045613,0.287856557,51167.435,0.38592785,0.946811209,0.043297575,0.103447271,0.125552179,0.189773652,1.796624193,543.74
1988,PER_60,LOW,233.240602,5246.1985,0.045470041,0.096610999,0.003294592,0.004125576,0.007659166,0.023321789,0.263703976,32352.728,0.273066974,0.761753045,0.033090654,0.082189323,0.116618515,0.153614458,0.961482033,543.74
1988,PER_15,HIGH,243.7903726,5224.4492,0.045003889,0.093083765,0.003336239,0.004650886,0.008065584,0.025762554,0.244602702,36801.154,0.301079504,0.614724921,0.050050044,0.107745738,0.126584187,0.185088533,1.285216499,543.74
1988,PER_55,HIGH,249.2701454,5441.6839,0.049787521,0.101626973,0.003336239,0.004750617,0.008424827,0.029818454,0.268243081,70117.015,0.498177438,1.029468136,0.055701194,0.111787105,0.129821717,0.248035099,3.085184223,543.74
1988,PER_5,MOD,242.4205849,5406.1471,0.045377953,0.096301621,0.003305425,0.004434297,0.007815443,0.024299314,0.268189716,25241.032,0.223005381,0.509451291,0.046731842,0.104148554,0.121542888,0.172097261,0.54580485,543.74
