scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check,metric
grass_fire,313,0.00062341074601227,2.09815950920245e-09,0.00175857660736196,6.18400239263804e-08,2.13238967280164e-07,4.6267861591002e-06,2.31178805725971e-07,8.84287616459415e-13,53862.6884554601,2.06425510546929e-05,5.71860083054636e-05,0.000164651315940408,9.1961094326379e-05,6.9986898883255e-10,0.00251439589797164,mean
grass_nofire,313,0.00062341074601227,2.09815950920245e-09,0.00175857660736196,6.18400239263804e-08,2.13238967280164e-07,4.6267861591002e-06,2.31178805725971e-07,8.84287616459415e-13,53862.6884554601,2.06425510546929e-05,5.71860083054636e-05,0.000164651315940408,9.1961094326379e-05,6.9986898883255e-10,0.00251439589797164,mean
grass_fire,313,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58932406656454e-21,3.52009552131207e-06,min
grass_nofire,313,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58932406656454e-21,3.52009552131207e-06,min
grass_fire,313,0.009864,3e-09,0.1405,1.469e-07,4.482e-07,0.0003486,1.274e-05,4.319e-10,852249.6,0.00022896706897266,0.00062938078055659,0.00967001576044129,0.00703836294528419,2.38608238309909e-07,0.140462064005753,max
grass_nofire,313,0.009864,3e-09,0.1405,1.469e-07,4.482e-07,0.0003486,1.274e-05,4.319e-10,852249.6,0.00022896706897266,0.00062938078055659,0.00967001576044129,0.00703836294528419,2.38608238309909e-07,0.140462064005753,max
grass_fire,313,6.901e-05,3e-09,4.169e-05,5.876e-08,2.485e-07,8.063e-08,2.189e-07,1.067e-18,5962.464,4.65734125055355e-06,1.32336343864092e-05,5.86375836300133e-06,1.52964057805983e-05,5.1382283712935e-16,0.00012002724430086,median
grass_nofire,313,6.901e-05,3e-09,4.169e-05,5.876e-08,2.485e-07,8.063e-08,2.189e-07,1.067e-18,5962.464,4.65734125055355e-06,1.32336343864092e-05,5.86375836300133e-06,1.52964057805983e-05,5.1382283712935e-16,0.00012002724430086,median
grass_fire,313,0.00133507738705599,1.37698317753921e-09,0.0105180225989551,5.95753282184572e-08,1.76792679203379e-07,3.09415048152065e-05,5.99043543327127e-07,1.95311471877735e-11,115350.686241638,3.5076876758969e-05,9.67758796434042e-05,0.000948432989953399,0.000395951776396604,1.29023463512921e-08,0.0125052338165157,standard deviation
grass_nofire,313,0.00133507738705599,1.37698317753921e-09,0.0105180225989551,5.95753282184572e-08,1.76792679203379e-07,3.09415048152065e-05,5.99043543327127e-07,1.95311471877735e-11,115350.686241638,3.5076876758969e-05,9.67758796434042e-05,0.000948432989953399,0.000395951776396604,1.29023463512921e-08,0.0125052338165157,standard deviation
grass_fire,313,0.00319099999999999,3e-09,0.0036158,1.4194e-07,4.3668e-07,1.513e-07,4.518e-07,5.2986e-15,275702.399999999,0.000101581643350022,0.000281733023813894,0.00016801883634872,0.000355156563296513,5.87937296722963e-12,0.00716493544077851,95% Quantile
grass_nofire,313,0.00319099999999999,3e-09,0.0036158,1.4194e-07,4.3668e-07,1.513e-07,4.518e-07,5.2986e-15,275702.399999999,0.000101581643350022,0.000281733023813894,0.00016801883634872,0.000355156563296513,5.87937296722963e-12,0.00716493544077851,95% Quantile
grass_fire,313,0.0005993,3e-09,0.0002801,1.268e-07,3.82e-07,1.409e-07,4.174e-07,4.566e-17,51779.52,1.74929107143862e-05,4.80350393744609e-05,3.4474906768412e-05,6.28056946853588e-05,5.13513701083503e-14,0.000756930495240132,75% Quantile
grass_nofire,313,0.0005993,3e-09,0.0002801,1.268e-07,3.82e-07,1.409e-07,4.174e-07,4.566e-17,51779.52,1.74929107143862e-05,4.80350393744609e-05,3.4474906768412e-05,6.28056946853588e-05,5.13513701083503e-14,0.000756930495240132,75% Quantile
grass_fire,313,0,0,0,0,0,0,0,0,0,1.6269723470596e-06,4.81032894996874e-06,1.88664394885207e-06,5.02395552031718e-06,8.03370124122907e-18,3.46004812291261e-05,25% Quantile
grass_nofire,313,0,0,0,0,0,0,0,0,0,1.6269723470596e-06,4.81032894996874e-06,1.88664394885207e-06,5.02395552031718e-06,8.03370124122907e-18,3.46004812291261e-05,25% Quantile
grass_fire,313,0,0,0,0,0,0,0,0,0,0,1.3179941095638e-06,0,0,6.38707926884923e-20,8.98132777254189e-06,5% Quantile
grass_nofire,313,0,0,0,0,0,0,0,0,0,0,1.3179941095638e-06,0,0,6.38707926884923e-20,8.98132777254189e-06,5% Quantile
