dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg
2015-09-10,0.002899,0.002899,0,0.0005112,0.0005112,0,2.041,2.041,0,0.02285,0.02285,0,0.0912271792316635,0.0912271792316635,0
2015-09-11,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-12,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-13,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-14,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-15,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-16,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-17,0.06827,0.06827,0,0.02659,0.02659,0,4.507,4.507,0,0.05246,0.05246,0,0.00889374433757032,0.00889374433757032,0
2015-09-18,0.2517,0.2517,0,0.1849,0.1849,0,8.502,8.502,0,0.08518,0.08518,0,0.00391688370929531,0.00391688370929531,0
2015-09-19,0.1649,0.1649,0,0.09424,0.09424,0,6.616,6.616,0,0.09657,0.09657,0,0.00677809783707297,0.00677809783707297,0
2015-09-20,0.09051,0.09051,0,0.04504,0.04504,0,5.759,5.759,0,0.07305,0.07305,0,0.00934135577407039,0.00934135577407039,0
2015-09-21,0.04914,0.04914,0,0.01935,0.01935,0,4.558,4.558,0,0.08637,0.08637,0,0.0203429543707321,0.0203429543707321,0
2015-09-22,0.02874,0.02874,0,0.007333,0.007333,0,2.953,2.953,0,0.06836,0.06836,0,0.0275297043738241,0.0275297043738241,0
2015-09-23,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-24,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-25,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-26,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-27,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-28,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-29,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-09-30,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-10-01,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-10-02,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-10-03,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-10-04,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-10-05,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-10-06,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA
2015-10-07,0.02851,0.02851,0,0.0096,0.0096,0,3.898,3.898,0,0.1075,0.1075,0,0.0436412824609948,0.0436412824609948,0
2015-10-08,0.4451,0.4451,0,0.3981,0.3981,0,10.35,10.35,0,0.1581,0.1581,0,0.00411112359270077,0.00411112359270077,0
2015-10-09,0.2942,0.2942,0,0.2203,0.2203,0,8.666,8.666,0,0.1194,0.1194,0,0.004697295868268,0.004697295868268,0
2015-10-10,0.211,0.211,0,0.1303,0.1303,0,7.148,7.148,0,0.1225,0.1225,0,0.00671954537475865,0.00671954537475865,0
2015-10-11,0.7634,0.7634,0,0.8352,0.8352,0,12.66,12.66,0,0.1665,0.1665,0,0.00252434285215265,0.00252434285215265,0
2015-10-12,0.543,0.543,0,0.5401,0.5401,0,11.51,11.51,0,0.1215,0.1215,0,0.00258977900552486,0.00258977900552486,0
2015-10-13,0.3858,0.3858,0,0.3348,0.3348,0,10.04,10.04,0,0.1065,0.1065,0,0.00319502044813087,0.00319502044813087,0
2015-10-14,0.2729,0.2729,0,0.1898,0.1898,0,8.05,8.05,0,0.07883,0.07883,0,0.00334329153264661,0.00334329153264661,0
2015-10-15,0.1884,0.1884,0,0.122,0.122,0,7.493,7.493,0,0.08364,0.08364,0,0.00513829912715263,0.00513829912715263,0
2015-10-16,0.1232,0.1232,0,0.06393,0.06393,0,6.004,6.004,0,0.1068,0.1068,0,0.0100333694083694,0.0100333694083694,0
2015-10-17,0.07989,0.07989,0,0.03458,0.03458,0,5.009,5.009,0,0.08869,0.08869,0,0.0128489752112859,0.0128489752112859,0
2015-10-18,0.1565,0.1565,0,0.08309,0.08309,0,6.144,6.144,0,0.1461,0.1461,0,0.0108049343272985,0.0108049343272985,0
2015-10-19,0.9771,0.9771,0,1.189,1.189,0,14.08,14.08,0,0.227,0.227,0,0.00268889040509141,0.00268889040509141,0
2015-10-20,0.6959,0.6959,0,0.7453,0.7453,0,12.4,12.4,0,0.1683,0.1683,0,0.00279913301719596,0.00279913301719596,0
2015-10-21,0.512,0.512,0,0.4771,0.4771,0,10.78,10.78,0,0.1336,0.1336,0,0.0030201099537037,0.0030201099537037,0
2015-10-22,0.355,0.355,0,0.2825,0.2825,0,9.21,9.21,0,0.09809,0.09809,0,0.00319803077725613,0.00319803077725613,0
2015-10-23,0.2656,0.2656,0,0.1782,0.1782,0,7.763,7.763,0,0.07845,0.07845,0,0.00341862240629183,0.00341862240629183,0
2015-10-24,0.1974,0.1974,0,0.1315,0.1315,0,7.714,7.714,0,0.07147,0.07147,0,0.00419047149986866,0.00419047149986866,0
2015-10-25,0.1431,0.1431,0,0.08364,0.08364,0,6.764,6.764,0,0.07181,0.07181,0,0.00580806610244067,0.00580806610244067,0
2015-10-26,0.6287,0.6287,0,0.6536,0.6536,0,12.03,12.03,0,0.2905,0.2905,0,0.00534796964930574,0.00534796964930574,0
2015-10-27,0.8856,0.8856,0,1.038,1.038,0,13.57,13.57,0,0.5345,0.5345,0,0.00698548169895279,0.00698548169895279,0
2015-10-28,0.6511,0.6511,0,0.6481,0.6481,0,11.52,11.52,0,0.4025,0.4025,0,0.00715491447521858,0.00715491447521858,0
2015-10-29,0.9714,0.9714,0,1.172,1.172,0,13.96,13.96,0,1.42,1.42,0,0.0169190706044731,0.0169190706044731,0
2015-10-30,1.074,1.074,0,1.35,1.35,0,14.54,14.54,0,2.488,2.488,0,0.02681219394441,0.02681219394441,0
2015-10-31,12.79,12.79,0,43.28,43.28,0,39.18,39.18,0,31.43,31.43,0,0.0284419975096285,0.0284419975096285,0
2015-11-01,41.22,41.22,0,217.8,217.8,0,61.15,61.15,0,70.54,70.54,0,0.0198067730515571,0.0198067730515571,0
2015-11-02,10.09,10.09,0,31.36,31.36,0,35.98,35.98,0,66.33,66.33,0,0.0760860588040965,0.0760860588040965,0
2015-11-03,3.764,3.764,0,7.962,7.962,0,24.48,24.48,0,48.03,48.03,0,0.147689367103554,0.147689367103554,0
2015-11-04,2.749,2.749,0,5.146,5.146,0,21.66,21.66,0,35,35,0,0.147359982754672,0.147359982754672,0
2015-11-05,2.054,2.054,0,3.336,3.336,0,18.8,18.8,0,25.92,25.92,0,0.146056475170399,0.146056475170399,0
2015-11-06,1.708,1.708,0,2.627,2.627,0,17.8,17.8,0,19.44,19.44,0,0.131733021077283,0.131733021077283,0
2015-11-07,1.434,1.434,0,2.038,2.038,0,16.45,16.45,0,17.33,17.33,0,0.139873573015135,0.139873573015135,0
2015-11-08,1.662,1.662,0,2.485,2.485,0,17.31,17.31,0,18.88,18.88,0,0.131479253019566,0.131479253019566,0
2015-11-09,1.573,1.573,0,2.335,2.335,0,17.18,17.18,0,17.35,17.35,0,0.127660639024275,0.127660639024275,0
2015-11-10,1.233,1.233,0,1.678,1.678,0,15.75,15.75,0,13.3,13.3,0,0.124846054489201,0.124846054489201,0
2015-11-11,1.086,1.086,0,1.38,1.38,0,14.7,14.7,0,10.78,10.78,0,0.114888138599004,0.114888138599004,0
2015-11-12,0.87,0.87,0,1.005,1.005,0,13.37,13.37,0,8.589,8.589,0,0.11426404853129,0.11426404853129,0
2015-11-13,1.654,1.654,0,2.463,2.463,0,17.24,17.24,0,8.988,8.988,0,0.062894666129249,0.062894666129249,0
2015-11-14,26.04,26.04,0,116.1,116.1,0,51.6,51.6,0,31.05,31.05,0,0.0138008832565284,0.0138008832565284,0
2015-11-15,4.088,4.088,0,8.875,8.875,0,25.13,25.13,0,32.39,32.39,0,0.0917035859244763,0.0917035859244763,0
2015-11-16,2.286,2.286,0,3.975,3.975,0,20.13,20.13,0,25,25,0,0.126575613233531,0.126575613233531,0
2015-11-17,1.902,1.902,0,2.979,2.979,0,18.13,18.13,0,19.69,19.69,0,0.119817833080188,0.119817833080188,0
2015-11-18,69.64,69.64,0,236.9,236.9,0,39.37,39.37,0,56.66,56.66,0,0.0094168155806582,0.0094168155806582,0
2015-11-19,4.588,4.588,0,10.31,10.31,0,26.01,26.01,0,46.64,46.64,0,0.117657980561206,0.117657980561206,0
2015-11-20,3.427,3.427,0,6.995,6.995,0,23.63,23.63,0,35.52,35.52,0,0.119962390169568,0.119962390169568,0
2015-11-21,2.666,2.666,0,4.829,4.829,0,20.97,20.97,0,27.55,27.55,0,0.119604553916257,0.119604553916257,0
2015-11-22,2.133,2.133,0,3.595,3.595,0,19.5,19.5,0,21.77,21.77,0,0.118128266569429,0.118128266569429,0
2015-11-23,3.725,3.725,0,7.793,7.793,0,24.21,24.21,0,19.41,19.41,0,0.0603094705443699,0.0603094705443699,0
2015-11-24,1.868,1.868,0,2.998,2.998,0,18.57,18.57,0,16.52,16.52,0,0.102357443096201,0.102357443096201,0
2015-11-25,1.482,1.482,0,2.17,2.17,0,16.95,16.95,0,13.6,13.6,0,0.106212825511071,0.106212825511071,0
2015-11-26,1.298,1.298,0,1.756,1.756,0,15.66,15.66,0,11.45,11.45,0,0.102097956970838,0.102097956970838,0
2015-11-27,1.185,1.185,0,1.547,1.547,0,15.1,15.1,0,9.993,9.993,0,0.0976031411157993,0.0976031411157993,0
2015-11-28,1.107,1.107,0,1.431,1.431,0,14.95,14.95,0,8.811,8.811,0,0.0921221017765733,0.0921221017765733,0
2015-11-29,1.068,1.068,0,1.33,1.33,0,14.41,14.41,0,7.958,7.958,0,0.086242023859065,0.086242023859065,0
2015-11-30,1.047,1.047,0,1.278,1.278,0,14.13,14.13,0,7.261,7.261,0,0.0802668117018642,0.0802668117018642,0
2015-12-01,1.024,1.024,0,1.3,1.3,0,14.69,14.69,0,6.684,6.684,0,0.0755479600694444,0.0755479600694444,0
2015-12-02,1.021,1.021,0,1.291,1.291,0,14.64,14.64,0,6.228,6.228,0,0.0706007182500816,0.0706007182500816,0
2015-12-03,1.022,1.022,0,1.293,1.293,0,14.65,14.65,0,5.833,5.833,0,0.0660582916576067,0.0660582916576067,0
2015-12-04,1.382,1.382,0,1.89,1.89,0,15.83,15.83,0,5.536,5.536,0,0.0463632952779118,0.0463632952779118,0
2015-12-05,4.826,4.826,0,13.44,13.44,0,32.22,32.22,0,5.927,5.927,0,0.0142145746036131,0.0142145746036131,0
2015-12-06,1.225,1.225,0,1.65,1.65,0,15.58,15.58,0,4.96,4.96,0,0.0468631897203326,0.0468631897203326,0
2015-12-07,48.58,48.58,0,161.3,161.3,0,38.44,38.44,0,7.142,7.142,0,0.0017015651921992,0.0017015651921992,0
2015-12-08,73.42,73.42,0,273.6,273.6,0,43.13,43.13,0,29.23,29.23,0,0.00460787503657294,0.00460787503657294,0
2015-12-09,165.9,165.9,0,799.3,799.3,0,55.76,55.76,0,134.3,134.3,0,0.0093694885361552,0.0093694885361552,0
2015-12-10,35.68,35.68,0,184.5,184.5,0,59.84,59.84,0,181,181,0,0.0587137726291314,0.0587137726291314,0
2015-12-11,4.074,4.074,0,8.795,8.795,0,24.99,24.99,0,144.1,144.1,0,0.409382443317151,0.409382443317151,0
2015-12-12,3.261,3.261,0,6.529,6.529,0,23.17,23.17,0,108.8,108.8,0,0.386157393210444,0.386157393210444,0
2015-12-13,3.793,3.793,0,20.56,20.56,0,62.74,62.74,0,104.8,104.8,0,0.319789866322954,0.319789866322954,0
2015-12-14,7.249,7.249,0,19.69,19.69,0,31.43,31.43,0,110.2,110.2,0,0.175950194918328,0.175950194918328,0
2015-12-15,2.836,2.836,0,5.274,5.274,0,21.53,21.53,0,81.99,81.99,0,0.334611542078044,0.334611542078044,0
2015-12-16,2.513,2.513,0,4.441,4.441,0,20.45,20.45,0,62.61,62.61,0,0.288361630631826,0.288361630631826,0
2015-12-17,2.301,2.301,0,4.013,4.013,0,20.19,20.19,0,48.2,48.2,0,0.242446923237884,0.242446923237884,0
2015-12-18,2.168,2.168,0,3.707,3.707,0,19.79,19.79,0,37.85,37.85,0,0.202065822741561,0.202065822741561,0
2015-12-19,2.092,2.092,0,3.454,3.454,0,19.11,19.11,0,30.16,30.16,0,0.166861412081297,0.166861412081297,0
2015-12-20,2.057,2.057,0,3.341,3.341,0,18.79,18.79,0,24.47,24.47,0,0.137684780064459,0.137684780064459,0
2015-12-21,2.053,2.053,0,3.326,3.326,0,18.75,18.75,0,20.28,20.28,0,0.114331330843752,0.114331330843752,0
2015-12-22,2.065,2.065,0,3.367,3.367,0,18.87,18.87,0,17.12,17.12,0,0.0959555196843332,0.0959555196843332,0
2015-12-23,2.098,2.098,0,3.474,3.474,0,19.17,19.17,0,14.84,14.84,0,0.081868093069237,0.081868093069237,0
2015-12-24,2.713,2.713,0,20.67,20.67,0,88.21,88.21,0,13.08,13.08,0,0.0558012859892698,0.0558012859892698,0
2015-12-25,2.206,2.206,0,15.96,15.96,0,83.72,83.72,0,11.63,11.63,0,0.0610183506262382,0.0610183506262382,0
2015-12-26,2.213,2.213,0,16.07,16.07,0,84.01,84.01,0,10.51,10.51,0,0.0549676992853676,0.0549676992853676,0
2015-12-27,2.25,2.25,0,16.6,16.6,0,85.38,85.38,0,9.629,9.629,0,0.0495318930041152,0.0495318930041152,0
2015-12-28,2.288,2.288,0,17.17,17.17,0,86.86,86.86,0,8.902,8.902,0,0.0450316465941466,0.0450316465941466,0
2015-12-29,2.325,2.325,0,10.14,10.14,0,50.48,50.48,0,8.294,8.294,0,0.0412883313420948,0.0412883313420948,0
2015-12-30,2.36,2.36,0,4.068,4.068,0,19.95,19.95,0,7.775,7.775,0,0.0381306889516635,0.0381306889516635,0
2015-12-31,2.39,2.39,0,4.175,4.175,0,20.22,20.22,0,7.323,7.323,0,0.0354631566713157,0.0354631566713157,0
2016-01-01,2.419,2.419,0,4.276,4.276,0,20.46,20.46,0,6.931,6.931,0,0.0331624255508092,0.0331624255508092,0
2016-01-02,2.445,2.445,0,4.367,4.367,0,20.67,20.67,0,6.578,6.578,0,0.0311387563432553,0.0311387563432553,0
2016-01-03,2.465,2.465,0,4.44,4.44,0,20.85,20.85,0,6.249,6.249,0,0.0293413342348434,0.0293413342348434,0
2016-01-04,2.484,2.484,0,4.346,4.346,0,20.25,20.25,0,5.957,5.957,0,0.0277563443072702,0.0277563443072702,0
2016-01-05,2.5,2.5,0,4.402,4.402,0,20.38,20.38,0,5.684,5.684,0,0.0263148148148148,0.0263148148148148,0
2016-01-06,2.513,2.513,0,4.448,4.448,0,20.48,20.48,0,5.43,5.43,0,0.0250088429057788,0.0250088429057788,0
2016-01-07,5.279,5.279,0,54.73,54.73,0,120,120,0,7.267,7.267,0,0.015932713827675,0.015932713827675,0
2016-01-08,7.657,7.657,0,57.02,57.02,0,86.18,86.18,0,6.442,6.442,0,0.00973751928760418,0.00973751928760418,0
2016-01-09,4.646,4.646,0,47.13,47.13,0,117.4,117.4,0,5.196,5.196,0,0.0129442292055292,0.0129442292055292,0
2016-01-10,3.213,3.213,0,25.37,25.37,0,91.38,91.38,0,4.62,4.62,0,0.016642459452917,0.016642459452917,0
2016-01-11,2.644,2.644,0,19.64,19.64,0,85.97,85.97,0,7.282,7.282,0,0.0318768560542388,0.0318768560542388,0
2016-01-12,2.728,2.728,0,18.5,18.5,0,78.5,78.5,0,7.728,7.728,0,0.0327875529488433,0.0327875529488433,0
2016-01-13,2.68,2.68,0,4.86,4.86,0,20.99,20.99,0,7.78,7.78,0,0.0335993642896628,0.0335993642896628,0
2016-01-14,8.048,8.048,0,97.71,97.71,0,140.5,140.5,0,13.79,13.79,0,0.0198318192695678,0.0198318192695678,0
2016-01-15,3.785,3.785,0,11.68,11.68,0,35.73,35.73,0,12,12,0,0.036694554528108,0.036694554528108,0
2016-01-16,4.141,4.141,0,37.45,37.45,0,104.7,104.7,0,16.9,16.9,0,0.0472354145983704,0.0472354145983704,0
2016-01-17,3.44,3.44,0,29.07,29.07,0,97.82,97.82,0,16.34,16.34,0,0.0549768518518519,0.0549768518518519,0
2016-01-18,2.785,2.785,0,20.55,20.55,0,85.43,85.43,0,14.61,14.61,0,0.0607171354478356,0.0607171354478356,0
2016-01-19,2.76,2.76,0,5.129,5.129,0,21.51,21.51,0,14.41,14.41,0,0.0604284084809447,0.0604284084809447,0
2016-01-20,2.702,2.702,0,6.397,6.397,0,27.4,27.4,0,14.46,14.46,0,0.0619397154371248,0.0619397154371248,0
2016-01-21,15.88,15.88,0,58.33,58.33,0,42.52,42.52,0,40.81,40.81,0,0.0297442042168113,0.0297442042168113,0
2016-01-22,20.02,20.02,0,218.9,218.9,0,126.5,126.5,0,59.31,59.31,0,0.034288628038628,0.034288628038628,0
2016-01-23,35.44,35.44,0,182.6,182.6,0,59.63,59.63,0,100.4,100.4,0,0.032788855446869,0.032788855446869,0
2016-01-24,12.29,12.29,0,41.81,41.81,0,39.36,39.36,0,99.76,99.76,0,0.0939487086761293,0.0939487086761293,0
2016-01-25,6.482,6.482,0,18.12,18.12,0,32.35,32.35,0,83.87,83.87,0,0.149755876672723,0.149755876672723,0
2016-01-26,4.872,4.872,0,11.31,11.31,0,26.88,26.88,0,62.56,62.56,0,0.148619473332117,0.148619473332117,0
2016-01-27,9.06,9.06,0,27.03,27.03,0,34.53,34.53,0,50.15,50.15,0,0.064066204725697,0.064066204725697,0
2016-01-28,12.38,12.38,0,41.76,41.76,0,39.02,39.02,0,43.95,43.95,0,0.0410888978639383,0.0410888978639383,0
2016-01-29,41.1,41.1,0,218,218,0,61.38,61.38,0,65.71,65.71,0,0.0185044381364333,0.0185044381364333,0
2016-01-30,6.684,6.684,0,18.19,18.19,0,31.49,31.49,0,55.91,55.91,0,0.0968142551588093,0.0968142551588093,0
2016-01-31,5.598,5.598,0,13.6,13.6,0,28.12,28.12,0,42.55,42.55,0,0.0879737141571725,0.0879737141571725,0
2016-02-01,5.179,5.179,0,12.21,12.21,0,27.28,27.28,0,33.71,33.71,0,0.0753354000843864,0.0753354000843864,0
2016-02-02,4.904,4.904,0,11.5,11.5,0,27.14,27.14,0,27.34,27.34,0,0.0645259349888224,0.0645259349888224,0
2016-02-03,4.714,4.714,0,10.89,10.89,0,26.74,26.74,0,22.56,22.56,0,0.0553905623909867,0.0553905623909867,0
2016-02-04,4.601,4.601,0,10.38,10.38,0,26.1,26.1,0,19.07,19.07,0,0.0479716567251886,0.0479716567251886,0
2016-02-05,4.907,4.907,0,11.51,11.51,0,27.14,27.14,0,16.4,16.4,0,0.0386824566567791,0.0386824566567791,0
2016-02-06,9.785,9.785,0,29.98,29.98,0,35.46,35.46,0,18.15,18.15,0,0.0214685175722478,0.0214685175722478,0
2016-02-07,5.693,5.693,0,14.08,14.08,0,28.63,28.63,0,18.57,18.57,0,0.0377534789312411,0.0377534789312411,0
2016-02-08,16.34,16.34,0,61.11,61.11,0,43.28,43.28,0,19.47,19.47,0,0.0137911396708826,0.0137911396708826,0
2016-02-09,31.89,31.89,0,153.7,153.7,0,55.76,55.76,0,24.9,24.9,0,0.00903714156301174,0.00903714156301174,0
2016-02-10,29.3,29.3,0,136.6,136.6,0,53.95,53.95,0,28.6,28.6,0,0.0112975603589938,0.0112975603589938,0
2016-02-11,24.7,24.7,0,108.5,108.5,0,50.83,50.83,0,29.24,29.24,0,0.0137014544909282,0.0137014544909282,0
2016-02-12,30.02,30.02,0,142,142,0,54.75,54.75,0,33.86,33.86,0,0.0130545685592321,0.0130545685592321,0
2016-02-13,16.47,16.47,0,62.06,62.06,0,43.61,43.61,0,31.76,31.76,0,0.0223189187973645,0.0223189187973645,0
2016-02-14,12.2,12.2,0,40.52,40.52,0,38.43,38.43,0,33.32,33.32,0,0.0316105039465695,0.0316105039465695,0
2016-02-15,54,54,0,165.8,165.8,0,35.53,35.53,0,41.8,41.8,0,0.00895919067215364,0.00895919067215364,0
2016-02-16,42.62,42.62,0,118.8,118.8,0,32.26,32.26,0,44.72,44.72,0,0.0121443592818534,0.0121443592818534,0
2016-02-17,29.68,29.68,0,138.9,138.9,0,54.18,54.18,0,40.18,40.18,0,0.0156686757512229,0.0156686757512229,0
2016-02-18,31.83,31.83,0,153,153,0,55.65,55.65,0,35.72,35.72,0,0.0129885619203872,0.0129885619203872,0
2016-02-19,16.29,16.29,0,60.71,60.71,0,43.14,43.14,0,31.03,31.03,0,0.0220468703817384,0.0220468703817384,0
2016-02-20,12.6,12.6,0,42.65,42.65,0,39.17,39.17,0,27.04,27.04,0,0.024838330393886,0.024838330393886,0
2016-02-21,10.35,10.35,0,32.48,32.48,0,36.32,36.32,0,22.69,22.69,0,0.0253735015208445,0.0253735015208445,0
2016-02-22,9.454,9.454,0,28.46,28.46,0,34.84,34.84,0,19.4,19.4,0,0.0237504799066043,0.0237504799066043,0
2016-02-23,8.836,8.836,0,26.19,26.19,0,34.3,34.3,0,16.95,16.95,0,0.0222024168804386,0.0222024168804386,0
2016-02-24,8.438,8.438,0,24.3,24.3,0,33.33,33.33,0,15.14,15.14,0,0.0207669449492156,0.0207669449492156,0
2016-02-25,15.25,15.25,0,55.27,55.27,0,41.95,41.95,0,14.68,14.68,0,0.0111414693381907,0.0111414693381907,0
2016-02-26,18.88,18.88,0,74.25,74.25,0,45.51,45.51,0,14.45,14.45,0,0.0088583352950408,0.0088583352950408,0
2016-02-27,22.68,22.68,0,96.16,96.16,0,49.08,49.08,0,14.31,14.31,0,0.00730268959435626,0.00730268959435626,0
2016-02-28,18.96,18.96,0,74.9,74.9,0,45.71,45.71,0,13.72,13.72,0,0.00837533208313799,0.00837533208313799,0
2016-02-29,15.11,15.11,0,54.96,54.96,0,42.1,42.1,0,12.94,12.94,0,0.00991188077554722,0.00991188077554722,0
2016-03-01,13.09,13.09,0,52.06,52.06,0,46.04,46.04,0,12.71,12.71,0,0.0112380810910223,0.0112380810910223,0
2016-03-02,13.2,13.2,0,45.46,45.46,0,39.85,39.85,0,13.07,13.07,0,0.0114600869809203,0.0114600869809203,0
2016-03-03,13.84,13.84,0,48.6,48.6,0,40.64,40.64,0,12.39,12.39,0,0.0103614723827874,0.0103614723827874,0
2016-03-04,16.59,16.59,0,62.22,62.22,0,43.41,43.41,0,11.59,11.59,0,0.00808580581787333,0.00808580581787333,0
2016-03-05,16.1,16.1,0,60.07,60.07,0,43.18,43.18,0,10.88,10.88,0,0.00782148608235565,0.00782148608235565,0
2016-03-06,60.78,60.78,0,418.7,418.7,0,79.73,79.73,0,24.78,24.78,0,0.0047187488574458,0.0047187488574458,0
2016-03-07,17.81,17.81,0,69.07,69.07,0,44.88,44.88,0,19.86,19.86,0,0.0129062948406014,0.0129062948406014,0
2016-03-08,12.58,12.58,0,42.47,42.47,0,39.06,39.06,0,16.74,16.74,0,0.0154014308426073,0.0154014308426073,0
2016-03-09,11.59,11.59,0,37.66,37.66,0,37.6,37.6,0,14.55,14.55,0,0.014530006710766,0.014530006710766,0
2016-03-10,13.38,13.38,0,84.89,84.89,0,73.42,73.42,0,31.16,31.16,0,0.026954271162044,0.026954271162044,0
2016-03-11,24.26,24.26,0,105.6,105.6,0,50.38,50.38,0,22.82,22.82,0,0.0108870721504687,0.0108870721504687,0
2016-03-12,12.18,12.18,0,40.36,40.36,0,38.36,38.36,0,19.37,19.37,0,0.0184063887368485,0.0184063887368485,0
2016-03-13,14.51,14.51,0,51.97,51.97,0,41.46,41.46,0,16.56,16.56,0,0.0132092809556628,0.0132092809556628,0
2016-03-14,13.48,13.48,0,90.66,90.66,0,77.86,77.86,0,29.76,29.76,0,0.025552258489944,0.025552258489944,0
2016-03-15,11.7,11.7,0,38.35,38.35,0,37.93,37.93,0,20.63,20.63,0,0.0204079613801836,0.0204079613801836,0
2016-03-16,12.03,12.03,0,39.93,39.93,0,38.43,38.43,0,17.1,17.1,0,0.0164519257412025,0.0164519257412025,0
2016-03-17,11.7,11.7,0,38.39,38.39,0,37.97,37.97,0,14.74,14.74,0,0.0145813548591326,0.0145813548591326,0
2016-03-18,10.87,10.87,0,34.68,34.68,0,36.92,36.92,0,12.96,12.96,0,0.0137994480220791,0.0137994480220791,0
2016-03-19,10.56,10.56,0,33.22,33.22,0,36.42,36.42,0,11.67,11.67,0,0.0127906670875421,0.0127906670875421,0
2016-03-20,22.67,22.67,0,96.08,96.08,0,49.05,49.05,0,10.63,10.63,0,0.00542710222352922,0.00542710222352922,0
2016-03-21,16.82,16.82,0,63.18,63.18,0,43.47,43.47,0,9.982,9.982,0,0.00686875192671863,0.00686875192671863,0
2016-03-22,13.92,13.92,0,49.17,49.17,0,40.89,40.89,0,9.358,9.358,0,0.00778090410813112,0.00778090410813112,0
2016-03-23,12.02,12.02,0,39.88,39.88,0,38.42,38.42,0,8.868,8.868,0,0.00853900905897578,0.00853900905897578,0
2016-03-24,13.27,13.27,0,45.93,45.93,0,40.07,40.07,0,8.399,8.399,0,0.00732559518825532,0.00732559518825532,0
2016-03-25,11.73,11.73,0,38.57,38.57,0,38.08,38.08,0,8.017,8.017,0,0.00791043067790723,0.00791043067790723,0
2016-03-26,11.14,11.14,0,35.91,35.91,0,37.3,37.3,0,7.65,7.65,0,0.00794808497905446,0.00794808497905446,0
2016-03-27,12.73,12.73,0,42.91,42.91,0,39.01,39.01,0,7.352,7.352,0,0.00668441418637805,0.00668441418637805,0
2016-03-28,11.12,11.12,0,35.76,35.76,0,37.22,37.22,0,7.054,7.054,0,0.00734204303224088,0.00734204303224088,0
2016-03-29,10.62,10.62,0,33.67,33.67,0,36.69,36.69,0,6.749,6.749,0,0.00735531317569924,0.00735531317569924,0
2016-03-30,11.89,11.89,0,39.07,39.07,0,38.04,38.04,0,6.529,6.529,0,0.00635551973335825,0.00635551973335825,0
2016-03-31,14.52,14.52,0,52.11,52.11,0,41.54,41.54,0,6.307,6.307,0,0.00502738878685848,0.00502738878685848,0
2016-04-01,15.58,15.58,0,57,57,0,42.34,42.34,0,6.101,6.101,0,0.00453231231873722,0.00453231231873722,0
2016-04-02,15.25,15.25,0,55.28,55.28,0,41.96,41.96,0,5.896,5.896,0,0.00447480267152398,0.00447480267152398,0
2016-04-03,13.17,13.17,0,45.26,45.26,0,39.79,39.79,0,5.75,5.75,0,0.00505322140667623,0.00505322140667623,0
2016-04-04,13.77,13.77,0,48.15,48.15,0,40.48,40.48,0,5.626,5.626,0,0.00472881196374297,0.00472881196374297,0
2016-04-05,10.98,10.98,0,35.38,35.38,0,37.31,37.31,0,5.533,5.533,0,0.00583236355663496,0.00583236355663496,0
2016-04-06,10.5,10.5,0,32.87,32.87,0,36.24,36.24,0,5.338,5.338,0,0.00588403880070547,0.00588403880070547,0
2016-04-07,13.15,13.15,0,45.14,45.14,0,39.73,39.73,0,5.149,5.149,0,0.00453193212223631,0.00453193212223631,0
2016-04-08,13.73,13.73,0,47.91,47.91,0,40.37,40.37,0,5.116,5.116,0,0.004312670281352,0.004312670281352,0
2016-04-09,14.41,14.41,0,51.38,51.38,0,41.26,41.26,0,5.435,5.435,0,0.00436537769553037,0.00436537769553037,0
