dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg
2020-01-01,25.68,22.3,0.151569506726457,113.9,93.88,0.213250958670644,51.34,48.74,0.0533442757488716,130.2,17.38,6.49136939010357,0.0586816372447213,0.00902051154293307,5.50535581773011
2020-01-02,27.88,25.48,0.0941915227629513,128.2,113.3,0.131509267431597,53.23,51.46,0.0343956471045471,286.4,38.58,6.42353551062727,0.118895796801105,0.0175246380603523,5.78449371631215
2020-01-03,2.842,2.849,-0.0024570024570025,5.304,5.331,-0.00506471581316829,21.6,21.65,-0.00230946882217077,61.87,31.42,0.969127943984723,0.251966207939114,0.127643877643878,0.973978012812264
2020-01-04,17.78,17.13,0.0379451255107999,69,65.54,0.052792187976808,44.9,44.29,0.0137728606909009,160.5,33.07,3.85334139703659,0.104479127609049,0.0223441114786707,3.67591328072199
2020-01-05,2.888,3.116,-0.0731707317073171,5.481,5.974,-0.0825242718446602,21.96,22.19,-0.0103650292924741,42.53,25.95,0.638921001926782,0.170445072842926,0.0963887105976323,0.768309502078896
2020-01-06,2.619,2.87,-0.0874564459930313,4.832,5.41,-0.106839186691312,21.35,21.82,-0.0215398716773602,23.01,19.78,0.163296258847321,0.101687454923423,0.0797683572073816,0.274784369183587
2020-01-07,6.875,5.919,0.161513769217773,18.46,14.9,0.238926174496644,31.08,29.14,0.0665751544269045,135.1,26.38,4.1213040181956,0.227441077441077,0.0515837259797388,3.40916341581087
2020-01-08,11.49,9.293,0.236414505541806,37.59,27.98,0.343459614010007,37.87,34.85,0.0866571018651362,157.8,28.68,4.5020920502092,0.158954646552558,0.0357198369142843,3.45003841798036
2020-01-09,2.871,3.551,-0.191495353421571,5.412,7.292,-0.257816785518376,21.82,23.77,-0.0820361800588977,29.62,21.44,0.381529850746269,0.11940929086523,0.0698812019566737,0.70874695228144
2020-01-10,2.696,3.227,-0.164549116826774,4.938,6.403,-0.22879900046853,21.2,22.97,-0.0770570309098824,20.82,16.27,0.279655808236017,0.0893813880646225,0.0583545662179068,0.531694841683096
2020-01-11,2.608,2.986,-0.126590756865372,4.79,5.662,-0.15400918403391,21.26,21.95,-0.0314350797266514,18.32,12.43,0.47385358004827,0.0813025448761645,0.0481800873210786,0.687471928690236
2020-01-12,6.184,5.015,0.233100697906281,18.91,15.05,0.256478405315615,35.39,34.73,0.0190037431615319,82.52,19.82,3.16347124117053,0.154445762062192,0.0457424024223625,2.37642436521189
2020-01-13,2.846,3.102,-0.0825274016763378,5.312,6.105,-0.12989352989353,21.6,22.78,-0.0517998244073749,20.85,15.23,0.369008535784636,0.0847924962910908,0.0568256441483392,0.492151959945164
2020-01-14,2.692,2.929,-0.0809149880505291,4.921,5.626,-0.1253110558123,21.16,22.24,-0.0485611510791366,17.26,11.81,0.4614733276884,0.0742082163887513,0.0466677414867924,0.590139441604502
2020-01-15,2.647,2.822,-0.062012756909993,4.759,5.226,-0.0893608878683505,20.81,21.43,-0.0289314045730285,15.66,9.302,0.683508922812298,0.0684737438609747,0.0381509698926425,0.794810041623084
2020-01-16,2.63,2.757,-0.0460645629307219,4.696,5.161,-0.0900988180585158,20.67,21.67,-0.0461467466543609,14.44,7.473,0.932289575806236,0.0635473876918744,0.0313721637851126,1.02559785570259
2020-01-17,2.621,2.713,-0.0339107998525618,4.833,4.998,-0.0330132052821129,21.34,21.32,0.000938086303939942,13.42,6.116,1.19424460431655,0.0592613788912911,0.026091793968683,1.27126501774544
2020-01-18,2.618,2.685,-0.024953445065177,4.824,4.897,-0.0149070859710027,21.33,21.11,0.0104216011369019,12.57,5.106,1.46180963572268,0.0555714710126475,0.0220101386302504,1.52481240332902
2020-01-19,2.619,2.668,-0.0183658170914542,4.826,4.836,-0.00206782464846995,21.33,20.98,0.0166825548141086,11.84,4.345,1.72497123130035,0.0523241836720264,0.0188490824032428,1.77595389274889
2020-01-20,6.012,5.472,0.0986842105263156,64.5,58.8,0.0969387755102041,124.2,124.4,-0.00160771704180067,12.01,3.853,2.11705164806644,0.0231211958798452,0.00814965413147065,1.83707694913831
2020-01-21,5.793,5.543,0.0451019303626195,19.36,22.13,-0.125169453230908,38.68,46.21,-0.162951742047176,11.35,3.313,2.42589797766375,0.0226766339963302,0.00691771737459993,2.27805152601246
2020-01-22,2.664,2.661,0.00112739571589632,4.822,4.812,0.00207813798836238,20.95,20.93,0.000955566172957457,11.25,3.059,2.6776724419745,0.048877002002002,0.0133051832366,2.67353091895426
2020-01-23,2.87,2.886,-0.00554400554400555,5.406,5.468,-0.0113386978785663,21.8,21.93,-0.00592795257637934,10.56,2.948,2.58208955223881,0.0425861401471158,0.0118227201560535,2.60205938946383
2020-01-24,37.3,35.23,0.058756741413568,192.3,177.1,0.085827216261999,59.66,58.2,0.0250859106529209,48.28,8.171,4.90870150532371,0.0149811339489624,0.00268440985691908,4.58079233331246
2020-01-25,28.35,26.36,0.0754931714719272,130.2,117.8,0.105263157894737,53.14,51.73,0.0272569108834333,113.8,19.35,4.88113695090439,0.0464595989287347,0.00849614314618108,4.46831640302786
2020-01-26,18.72,17.48,0.0709382151029747,73.82,66.67,0.107244637768111,45.64,44.13,0.0342170858826195,138,24.41,4.65342072920934,0.0853216999050332,0.0161626514958895,4.27894200569333
2020-01-27,25.8,23.49,0.0983397190293743,116,102,0.137254901960784,52.02,50.27,0.0348120151183609,176.9,33.19,4.32991865019584,0.0793586706861901,0.0163534916355265,3.85270500360855
2020-01-28,5.572,5.628,-0.00995024875621891,13.8,13.76,0.00290697674418611,28.67,28.3,0.0130742049469965,80.25,29.56,1.71481732070365,0.1666940855069,0.0607906236015689,1.74210191689164
2020-01-29,6.563,6.549,0.00213773095129017,17.16,17.09,0.00409596255119955,30.26,30.2,0.00198675496688749,93.12,25.43,2.66181675186787,0.164220292210541,0.044942541411468,2.65400547127575
2020-01-30,4.205,4.623,-0.0904174778282501,9.131,10.47,-0.127889207258835,25.13,26.22,-0.0415713196033562,51.19,21.32,1.40103189493433,0.14089818117761,0.0533764350549988,1.63970759816442
2020-01-31,5.715,6.159,-0.0720896249391135,14.2,15.77,-0.0995561192136969,28.76,29.64,-0.029689608636977,40.91,17.15,1.38542274052478,0.08285133339814,0.0322285063111496,1.57074692194088
2020-02-01,26.27,23.44,0.120733788395904,118.1,100.7,0.17279046673287,52.05,49.73,0.046651920369998,90.73,18.31,3.95521572910978,0.0399739528260655,0.00904101093414233,3.42140299544474
2020-02-02,12.05,10.5,0.147619047619048,40.15,32.93,0.219252960825994,38.56,36.28,0.0628445424476296,67.1,16.6,3.04216867469879,0.0644498232672506,0.0182980599647266,2.52222166674999
2020-02-03,4.324,5.197,-0.167981527804503,9.657,12.3,-0.214878048780488,25.85,27.4,-0.0565693430656933,26.8,13.05,1.0536398467433,0.071735704251893,0.0290632416137515,1.46826232273934
2020-02-04,4.089,4.768,-0.142407718120805,8.874,10.87,-0.183624655013799,25.12,26.38,-0.0477634571645185,23.19,10.47,1.21489971346705,0.0656401999945654,0.0254153849739001,1.58269548393516
2020-02-05,3.959,4.473,-0.114911692376481,8.551,10.06,-0.15,25,26.03,-0.0395697272378026,21.67,8.574,1.52740844413343,0.0633519033051743,0.022185582631592,1.85554381677414
2020-02-06,9.258,9.362,-0.0111087374492631,27.76,28.39,-0.0221909122930609,34.71,35.1,-0.0111111111111111,28.6,7.364,2.88375882672461,0.0357548626613219,0.00910398221336055,2.92738713931689
2020-02-07,10.74,10.63,0.0103480714957666,33.91,33.71,0.00593295757935318,36.52,36.71,-0.00517570144374824,39.22,6.539,4.99785899984707,0.0422658459204083,0.00711974321452214,4.93642841418756
2020-02-08,8.361,7.755,0.0781431334622825,23.87,21.71,0.0994933210502073,33.05,32.4,0.0200617283950617,36.55,6.169,4.9247852164046,0.0505959104661413,0.0092070229481577,4.49536052544166
2020-02-09,3.865,4.241,-0.0886583352982786,8.155,9.297,-0.122835323222545,24.42,25.37,-0.0374458021284982,22.49,5.346,3.2068836513281,0.0673482343922189,0.0145897194058005,3.61614322517011
2020-02-10,3.815,4.135,-0.0773881499395405,7.946,9.075,-0.124407713498623,24.1,25.4,-0.0511811023622046,19.86,4.736,3.19341216216216,0.0602519295179846,0.0132563034618657,3.54515315610501
2020-02-11,4.458,4.484,-0.00579839429081173,10,10.12,-0.0118577075098813,25.97,26.12,-0.00574272588055138,24.73,4.322,4.72188801480796,0.0642052157586029,0.0111559206396405,4.75525927734387
2020-02-12,5.064,4.867,0.040476679679474,11.96,11.33,0.0556045895851722,27.34,26.94,0.0148478099480326,27.49,4.674,4.88147197261446,0.0628300348136446,0.01111510627126,4.65267063402735
2020-02-13,5.539,5.242,0.0566577642121327,13.65,12.52,0.0902555910543132,28.52,27.63,0.0322113644589215,27.84,4.342,5.41179180101336,0.058173356602676,0.00958691904418726,5.06799289057809
2020-02-14,3.864,4.12,-0.0621359223300971,8.152,9.012,-0.095428317798491,24.42,25.32,-0.0355450236966824,19.32,3.875,3.9858064516129,0.0578703703703704,0.0108858099604459,4.31612903225806
2020-02-15,3.85,4.072,-0.0545186640471513,8.091,8.801,-0.0806726508351325,24.32,25.01,-0.0275889644142344,17.91,3.549,4.04649196956889,0.0538419913419913,0.0100875218292949,4.33748449352845
2020-02-16,3.808,4.001,-0.0482379405148714,8.147,8.502,-0.0417548812044225,24.76,24.59,0.00691337942252955,16.89,3.244,4.20653514180025,0.0513356384220355,0.00938422801706981,4.47041678107741
2020-02-17,3.818,3.98,-0.0407035175879397,7.957,8.649,-0.0800092496242339,24.13,25.15,-0.0405566600397614,16.11,3.023,4.32914323519682,0.0488366509516326,0.00879106179043365,4.5552619371617
2020-02-18,3.833,3.979,-0.0366926363407891,8.018,8.64,-0.0719907407407407,24.21,25.14,-0.0369928400954654,15.52,2.846,4.45326774420239,0.0468639785102086,0.00827841538447218,4.66098417797582
2020-02-19,3.8,3.955,-0.0391908975979773,8.112,8.537,-0.049783296239897,24.71,24.98,-0.010808646917534,14.81,2.682,4.52199850857569,0.0451084307992203,0.00784871470712179,4.74723792142549
2020-02-20,3.792,3.94,-0.0375634517766498,8.076,8.471,-0.0466296777239995,24.65,24.89,-0.00964242667738055,14.22,2.544,4.58962264150943,0.0434027777777778,0.007473209249859,4.80778301886792
2020-02-21,3.784,3.926,-0.0361691288843608,8.04,8.413,-0.0443361464400334,24.59,24.8,-0.0084677419354839,13.67,2.42,4.64876033057851,0.0418122601988881,0.0071342993528424,4.86073812311079
2020-02-22,8.17,8.189,-0.0023201856148492,23.21,23.32,-0.00471698113207545,32.88,32.96,-0.00242718446601937,13.41,2.275,4.89450549450549,0.0189973480212158,0.00321541317847338,4.90821364681829
2020-02-23,13.05,12.31,0.0601137286758733,44.46,41.31,0.0762527233115468,39.43,38.83,0.0154519701261911,23.57,2.968,6.94137466307278,0.0209042855115652,0.0027905647320757,6.49105916493684
2020-02-24,3.785,3.953,-0.0424993675689349,8.054,8.535,-0.0563561804335091,24.63,24.99,-0.0144057623049219,13.48,2.671,4.04679895170348,0.0412202162532414,0.00782047858635261,4.27080482327183
2020-02-25,3.774,3.946,-0.0435884439939179,8.001,8.499,-0.058595128838687,24.54,24.93,-0.0156438026474128,12.87,2.465,4.2210953346856,0.039469616675499,0.00723012990182276,4.45904668539198
2020-02-26,4.581,4.415,0.0375990939977351,10.29,9.812,0.0487158581328985,26.01,25.72,0.0112752721617419,26.9,3.707,6.25654167790666,0.0679638927292278,0.00971802776729164,5.99358906526041
2020-02-27,14.31,13.3,0.0759398496240601,50.65,46.15,0.0975081256771398,40.96,40.17,0.0196664177246701,38.34,4.246,8.02967498822421,0.0310097833682739,0.00369500139236981,7.39236040135444
2020-02-28,22.32,21.23,0.0513424399434762,94.19,87.89,0.0716805097280691,48.83,47.92,0.0189899833055091,28.52,4.098,5.95949243533431,0.0147890946502058,0.00223412885329984,5.61962474920016
2020-02-29,29.06,26.48,0.0974320241691842,135.6,118.9,0.140454163162321,54.01,51.98,0.0390534821085033,38.51,5.409,6.11961545572195,0.015337838698988,0.0023642056898288,5.48752296171771
2020-03-01,4.756,5.167,-0.0795432552738532,11.1,12.17,-0.0879211175020543,27,27.25,-0.00917431192660551,21.93,4.893,3.48191293684856,0.0533682599757032,0.010960314388319,3.86922711200517
2020-03-02,4.503,4.906,-0.082144313086017,10.2,11.51,-0.113814074717637,26.23,27.16,-0.0342415316642121,21.86,4.439,3.92453255237666,0.0561868219540882,0.0104723430115807,4.36525798400174
2020-03-03,12.24,9.664,0.266556291390729,40.82,29.26,0.395078605604921,38.6,35.05,0.101283880171184,45.37,6.351,6.14375688867895,0.0429016128056161,0.00760626494665195,4.64029955655175
2020-03-04,13.26,12.74,0.0408163265306122,45.89,42.97,0.0679543867814755,40.06,39.05,0.0258642765685021,26.1,5.426,3.81017323995577,0.0227815485168426,0.00492942903657189,3.62153899525162
2020-03-05,4.357,5.197,-0.161631710602271,9.813,12.31,-0.202843216896832,26.07,27.41,-0.0488872674206494,17.78,4.499,2.95198933096244,0.0472313603481838,0.0100195803846949,3.71390602547893
2020-03-06,12.19,12.19,0,40.49,40.47,0.000494193229552832,38.44,38.43,0.000260213374967422,20.9,3.984,4.24598393574297,0.0198439826208489,0.00378269984504603,4.24598393574297
2020-03-07,5.987,5.543,0.0801010283240123,15.24,13.68,0.114035087719298,29.47,28.55,0.0322241681260945,21.64,3.603,5.00610602275881,0.0418344685089298,0.00752325255076473,4.56068910709071
2020-03-08,4.388,4.917,-0.107585926377873,9.691,11.56,-0.161678200692042,25.56,27.22,-0.0609845701689934,16.72,3.093,4.4057549304882,0.0441017590060434,0.00728057984769394,5.05745145697595
2020-03-09,4.132,4.624,-0.106401384083045,9.067,10.49,-0.135653002859867,25.4,26.26,-0.0327494287890329,15.33,2.711,4.65473994835854,0.0429405991179951,0.00678575147379213,5.32805361113502
2020-03-10,4.01,4.414,-0.0915269596737653,8.538,9.806,-0.129308586579645,24.64,25.71,-0.0416180474523532,14.5,2.418,4.99669148056245,0.04185139004341,0.00634030609676283,5.60084693147198
2020-03-11,4.639,4.511,0.0283750831301264,10.56,10.24,0.03125,26.35,26.29,0.00228223659186011,17.18,2.286,6.51531058617673,0.0428632447925399,0.00586529224857755,6.3079469830229
2020-03-12,3.873,4.227,-0.0837473385379702,8.196,9.238,-0.112794977267807,24.49,25.3,-0.0320158102766799,13.7,2.081,5.58337337818357,0.0409410830918706,0.00569804782307739,6.18510696348618
2020-03-13,5.454,4.698,0.160919540229885,13.23,10.82,0.222735674676525,28.08,26.65,0.0536585365853658,19.28,2.244,7.59180035650624,0.0409145852856891,0.00552835722056667,6.40085773283211
2020-03-14,3.944,4.382,-0.0999543587403012,8.487,9.657,-0.121155638397018,24.9,25.51,-0.0239121912975305,13.48,2.034,5.62733529990167,0.0395584479002329,0.00537235661037578,6.36333247570211
2020-03-15,3.823,4.207,-0.0912764440218683,7.979,9.142,-0.12721505141107,24.15,25.15,-0.0397614314115308,12.6,1.858,5.78148546824542,0.0381463074374401,0.00511163052760391,6.4626495853802
2020-03-16,3.741,4.07,-0.0808353808353809,7.865,8.797,-0.105945208593839,24.33,25.02,-0.0275779376498801,11.99,1.714,5.9953325554259,0.0370952013226806,0.00487419237419237,6.61053287906534
2020-03-17,13.47,13.75,-0.0203636363636363,46.69,48.05,-0.0283038501560874,40.13,40.43,-0.00742023250061828,11.29,1.595,6.07836990595611,0.00970091286535236,0.00134259259259259,6.22550751350384
2020-03-18,13.91,14.13,-0.0155697098372258,49.17,50.05,-0.0175824175824175,40.9,40.99,-0.0021956574774336,11.26,1.63,5.9079754601227,0.00936909231301755,0.00133515504180755,6.01723172189318
2020-03-19,15.94,15.96,-0.00125313283208028,58.89,59.02,-0.00220264317180621,42.77,42.81,-0.000934361130576948,12.2,1.639,6.44356314826114,0.0088584506714996,0.00118859068968718,6.45290262523511
2020-03-20,16.58,16.66,-0.00480192076830743,62.17,62.77,-0.00955870638840212,43.4,43.61,-0.00481540930979135,13.54,1.652,7.19612590799032,0.00945192780235,0.00114768129474012,7.23567295700353
2020-03-21,16.81,15.42,0.090142671854734,63.16,56.55,0.116887709991158,43.48,42.44,0.0245051837888784,18.16,1.894,8.58817317845829,0.012503580320356,0.00142161454580391,7.79533791860953
2020-03-22,17.5,16.05,0.0903426791277258,66.79,59.7,0.118760469011725,44.18,43.06,0.0260102183000464,19.87,2.318,7.57204486626402,0.0131415343915344,0.0016715703242183,6.86178972020215
2020-03-23,11.82,11.58,0.0207253886010363,39.19,37.63,0.0414562848790857,38.39,37.61,0.0207391651156608,16.43,2.296,6.15592334494774,0.0160881588017798,0.00229482504957462,6.01062540900971
2020-03-24,5.095,5.638,-0.0963107484923732,12.11,13.83,-0.124367317425886,27.52,28.39,-0.030644593166608,13.24,2.072,5.38996138996139,0.0300766910187911,0.00425354407262885,6.07097199540772
2020-03-25,4.545,5.132,-0.114380358534684,10.4,12.29,-0.153783563873067,26.49,27.73,-0.0447169130905158,11.58,1.853,5.24932541824069,0.0294890600171128,0.00417902557662885,6.05644401461193
2020-03-26,4.546,4.861,-0.0648014811767125,10.41,11.31,-0.0795755968169762,26.5,26.92,-0.0156017830609213,12.24,1.69,6.24260355029586,0.0311629271154128,0.00402390149870092,6.74445575406691
2020-03-27,4.159,4.6,-0.0958695652173913,9.188,10.38,-0.114836223506744,25.57,26.12,-0.0210566615620215,10.74,1.564,5.86700767263427,0.0298883278565895,0.00393518518518519,6.5951515494392
2020-03-28,4.521,4.529,-0.00176639434753809,10.29,10.33,-0.00387221684414336,26.34,26.39,-0.00189465706707089,11.98,1.479,7.1000676132522,0.0306696322511408,0.00377965457177204,7.11440084503853
2020-03-29,5.244,5.528,-0.0513748191027496,12.54,13.61,-0.0786186627479794,27.67,28.49,-0.0287820287820287,10.38,1.412,6.35127478753541,0.022909780489872,0.00295633006378303,6.74939874628065
2020-03-30,4.791,5.041,-0.0495933346558223,10.99,11.87,-0.0741364785172704,26.54,27.25,-0.0260550458715597,9.918,1.362,6.28193832599119,0.0239598552842135,0.00312713526857546,6.6619184097937
2020-03-31,4.008,4.307,-0.0694218713721849,8.539,9.593,-0.109871781507349,24.66,25.78,-0.04344453064391,9.277,1.284,6.22507788161994,0.0267895921120722,0.00345045533111472,6.76407446011406
2020-04-01,3.957,4.185,-0.0544802867383512,8.556,9.057,-0.0553163299105665,25.03,25.05,-0.000798403193612757,9.023,1.222,6.38379705400982,0.0263919308492217,0.00337957431744768,6.80924707380112
2020-04-02,3.902,4.116,-0.0519922254616131,8.319,9.004,-0.0760772989782318,24.68,25.32,-0.0252764612954187,8.56,1.168,6.32876712328767,0.0253905879226228,0.00328438253608322,6.73070360826552
2020-04-03,3.768,4.019,-0.0624533466036328,7.986,8.586,-0.0698812019566737,24.53,24.73,-0.00808734330772338,8.152,1.115,6.31121076233184,0.025040300385311,0.00321102079935123,6.79823674464216
2020-04-04,3.818,4.003,-0.0462153384961279,7.966,8.518,-0.0648039445879315,24.15,24.63,-0.0194884287454324,8.104,1.073,6.55265610438024,0.0245668664998157,0.00310241855645303,6.91861770189474
2020-04-05,4.083,4.098,-0.00366032210834546,8.858,8.92,-0.00695067264573984,25.11,25.19,-0.00317586343787224,8.977,1.058,7.48487712665406,0.0254470886512278,0.00298813332610307,7.51604860764839
2020-04-06,14.96,10.61,0.409990574929312,54.75,34.41,0.591107236268527,42.35,37.55,0.127829560585886,29.54,3.054,8.67256057629339,0.0228541542879778,0.00333150068069955,5.86001789535246
2020-04-07,31.44,27.81,0.130528586839267,150.6,127.6,0.18025078369906,55.45,53.11,0.044059499152702,43.88,5.396,7.13194959229059,0.0161536377344265,0.00224572828851865,6.19305083211199
2020-04-08,19.74,20.36,-0.0304518664047152,79.42,82.66,-0.0391967094120493,46.56,46.98,-0.00893997445721572,14.86,4.271,2.47927885741044,0.00871280348230703,0.00242794058793568,2.58855711939597
2020-04-09,14.21,15.04,-0.0551861702127658,50.61,54.49,-0.0712057258212516,41.22,41.93,-0.0169329835440019,11.77,3.601,2.26853651763399,0.00958668908176297,0.00277115962371946,2.45945033252747
2020-04-10,17.59,17.92,-0.0184151785714287,67.58,69.26,-0.0242564250649727,44.45,44.74,-0.00648189539561911,14.75,3.105,3.75040257648953,0.00970537763459878,0.00200544084821429,3.83952326155158
2020-04-11,14.8,13.73,0.0779315367807721,53.44,47.9,0.115657620041754,41.8,40.38,0.035165923724616,49.59,4.384,10.3115875912409,0.0387809684684685,0.00369561112459874,9.49379038025253
2020-04-12,7.177,7.723,-0.0706979153178817,19.34,21.55,-0.102552204176334,31.19,32.29,-0.0340662743883555,26.12,3.492,6.47995418098511,0.0421227274369256,0.00523328585610082,7.04900183081344
2020-04-13,10.61,10.58,0.00283553875236289,33.6,33.41,0.00568692008380739,36.66,36.56,0.00273522975929963,48.72,3.403,13.3167793123714,0.0531469263797256,0.00372273857032836,13.2762983152582
2020-04-14,8.761,9.475,-0.0753562005277045,25.78,28.62,-0.0992313067784766,34.05,34.97,-0.0263082642264799,10.77,3.016,2.5709549071618,0.014228144935256,0.00368415909313007,2.86197896876591
2020-04-15,11.37,10.31,0.102812803103783,36.84,32.24,0.142679900744417,37.5,36.2,0.0359116022099447,99.93,5.038,18.8352520841604,0.101723590344962,0.00565569206451845,16.9860553199378
2020-04-16,12.14,12.07,0.00579950289975147,40.16,40.31,-0.00372116100223284,38.3,38.65,-0.00905562742561453,92.72,6.572,13.1083384053561,0.0883977057782659,0.00630197305839394,13.0269888428869
2020-04-17,7.943,8.35,-0.0487425149700599,22.37,23.84,-0.0616610738255033,32.6,33.04,-0.0133171912832929,53.25,5.276,9.09287338893101,0.0775927791066907,0.00731315147482812,9.61003308543043
2020-04-18,8.14,8.506,-0.0430284505055255,23.06,24.73,-0.0675293166194906,32.79,33.65,-0.02555720653789,49.06,4.361,10.2497133684935,0.0697572572572573,0.00593399212756137,10.7555358614749
2020-04-19,5.772,6.322,-0.0869977855109142,14.51,16.3,-0.109815950920245,29.1,29.84,-0.024798927613941,7.898,3.589,1.20061298411814,0.0158371512538179,0.00657060295030874,1.41030410353341
2020-04-20,6.216,6.679,-0.0693217547537057,16.1,17.45,-0.0773638968481374,29.98,30.24,-0.00859788359788353,7.137,3.041,1.34692535350214,0.0132889586014586,0.00526976482396455,1.52173655663462
2020-04-21,6.709,7.107,-0.0560011256507669,17.61,19.37,-0.090862157976252,30.38,31.54,-0.0367786937222575,6.595,2.629,1.50855838721947,0.0113774062481023,0.00428144656546232,1.65737434162599
2020-04-22,5.393,5.749,-0.0619238128370151,12.95,14.38,-0.0994436717663422,27.8,28.96,-0.0400552486187845,6.209,2.359,1.63204747774481,0.0133253153951281,0.00474921564458875,1.805792870305
2020-04-23,4.948,5.271,-0.0612786947448301,11.73,12.68,-0.0749211356466876,27.44,27.84,-0.014367816091954,5.806,2.102,1.76213130352046,0.0135810578161023,0.00461557649472656,1.94244019823289
2020-04-24,4.915,5.214,-0.0573456079785194,11.57,12.4,-0.0669354838709677,27.25,27.53,-0.0101707228478024,5.48,1.929,1.84085018144116,0.0129045627519687,0.00428200784213442,2.01367097579538
2020-04-25,5.066,5.345,-0.0521983161833489,12,13.04,-0.0797546012269938,27.41,28.23,-0.0290471130003542,5.192,1.789,1.90217998882057,0.0118619408986563,0.00387390430655164,2.06201185160798
2020-04-26,4.931,5.197,-0.0511833750240523,11.65,12.33,-0.0551500405515004,27.35,27.45,-0.00364298724954455,4.903,1.665,1.94474474474474,0.0115083522987599,0.00370806875761657,2.10359733085346
2020-04-27,5.422,5.397,0.00463220307578274,13.1,12.98,0.00924499229583969,27.97,27.85,0.00430879712746849,71.73,1.603,43.7473487211479,0.153118467969999,0.00343769515299995,43.5410256451559
2020-04-28,5.359,5.343,0.00299457233763803,13.1,13.02,0.00614439324116744,28.3,28.21,0.0031903580290677,60.85,1.56,38.0064102564103,0.131420490279419,0.00337929170045958,37.8899514834857
2020-04-29,5.911,6.211,-0.0483014007406216,14.88,16.07,-0.074051026757934,29.13,29.95,-0.0273789649415693,4.481,1.488,2.0114247311828,0.00877405277041549,0.00277285819066531,2.16426306976423
2020-04-30,5.977,6.263,-0.0456650167651285,15.22,16,-0.04875,29.47,29.57,-0.00338180588434229,4.19,1.454,1.88170563961486,0.00811366410747371,0.00268700362505248,2.01959551964328
2020-05-01,4.733,5.004,-0.0541566746602718,11.01,11.71,-0.0597779675491034,26.92,27.08,-0.00590841949778422,3.994,1.37,1.91532846715328,0.00976692411828689,0.00316876128726648,2.08225304239067
2020-05-02,4.946,5.202,-0.0492118415993849,11.72,12.35,-0.0510121457489878,27.42,27.47,-0.00182016745540579,3.863,1.332,1.90015015015015,0.00903975902712255,0.00296360374215045,2.0502590135627
2020-05-03,4.712,4.957,-0.0494250554771031,10.91,11.49,-0.0504786771105309,26.8,26.82,-0.000745712155108112,3.688,1.276,1.89028213166144,0.00905882537885933,0.0029793259064996,2.04056208120666
2020-05-04,4.587,4.825,-0.0493264248704664,10.34,11.15,-0.072645739910314,26.08,26.75,-0.0250467289719627,3.545,1.227,1.88916055419723,0.00894486431057174,0.00294329303396661,2.0390668572055
2020-05-05,4.656,4.89,-0.0478527607361963,10.65,11.46,-0.0706806282722513,26.48,27.11,-0.0232386573220214,3.396,1.183,1.87066779374472,0.00844191485299733,0.00280002650912671,2.0149410462654
2020-05-06,5.88,5.339,0.101329837048136,14.72,13,0.132307692307692,28.98,28.19,0.0280241220290883,128.8,1.322,96.428139183056,0.25352733686067,0.00286587861508259,87.4640876017576
2020-05-07,4.58,4.912,-0.0675895765472312,10.31,11.56,-0.108131487889273,26.05,27.24,-0.0436857562408222,3.552,1.221,1.90909090909091,0.00897622513343037,0.00287702452044879,2.11996824136562
2020-05-08,5.56,5.286,0.051835035944003,13.78,12.75,0.0807843137254902,28.69,27.92,0.0275787965616046,108.1,1.279,83.5191555903049,0.225028310684786,0.00280046173680302,79.3540029586964
2020-05-09,5.063,5.424,-0.0665560471976402,11.99,13.12,-0.0861280487804877,27.41,28,-0.0210714285714286,3.141,1.207,1.6023198011599,0.00718036078741194,0.00257557289959576,1.78786936628309
2020-05-10,5.007,5.333,-0.0611288205512845,11.73,12.99,-0.0969976905311778,27.12,28.2,-0.0382978723404255,2.85,1.218,1.33990147783251,0.0065879990235892,0.00264339437881534,1.49224976658295
2020-05-11,4.57,4.862,-0.0600575894693541,10.27,11.34,-0.0943562610229277,26.01,26.98,-0.0359525574499629,2.852,1.281,1.2263856362217,0.00722303266066942,0.00304944238767768,1.36864047337197
2020-05-12,4.481,4.749,-0.056432933249105,10.12,11.08,-0.0866425992779784,26.15,27.01,-0.0318400592373196,2.823,1.302,1.16820276497696,0.0072915891790027,0.00317318265833743,1.29787880626547
2020-05-13,4.374,4.629,-0.0550874918988982,9.651,10.53,-0.0834757834757834,25.54,26.33,-0.0300037979491075,2.69,1.252,1.14856230031949,0.00711802909448086,0.00313042573790035,1.27382141933675
2020-05-14,4.313,4.556,-0.0533362598770852,9.631,10.47,-0.0801337153772684,25.85,26.59,-0.0278300112824369,2.592,1.217,1.12982744453574,0.0069557152793879,0.00309166991838195,1.24982467825292
2020-05-15,4.233,4.464,-0.0517473118279572,9.281,10.05,-0.0765174129353234,25.38,26.06,-0.0260936300844206,2.473,1.173,1.10826939471441,0.00676179664190531,0.00304130575467941,1.22332024049259
2020-05-16,4.766,4.55,0.0474725274725275,10.89,10.44,0.0431034482758622,26.43,26.55,-0.00451977401129947,115.6,1.245,91.8514056224899,0.280730793739606,0.00316697191697192,87.6432848473203
