scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check,metric
HRU_SLP_1_fire,313,0.00108093467096115,2.17791411042945e-09,0.000872193069529652,5.90489018404908e-08,2.26496431492843e-07,3.59165121799591e-05,2.11372914110429e-07,6.11801954402327e-14,93392.7555710429,1.38989885737215e-05,3.86458698565963e-05,0.000468097375230163,5.82753075771408e-05,4.26382387386988e-11,0.00120145531666461,mean
HRU_SLP_1_nofire,313,0.00108093467096115,2.17791411042945e-09,0.000872193069529652,5.90489018404908e-08,2.26496431492843e-07,3.59165121799591e-05,2.11372914110429e-07,6.11801954402327e-14,93392.7555710429,1.38989885737215e-05,3.86458698565963e-05,0.000468097375230163,5.82753075771408e-05,4.26382387386988e-11,0.00120145531666461,mean
HRU_SLP_1_fire,313,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66897447962179e-22,2.10055790818041e-06,min
HRU_SLP_1_nofire,313,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66897447962179e-22,2.10055790818041e-06,min
HRU_SLP_1_fire,313,0.01653,3e-09,0.05969,1.489e-07,4.486e-07,0.002064,7.369e-06,2.929e-11,1428192,0.0001324750946822,0.00036593120493347,0.0148202271975295,0.00363087917632405,1.44318701417467e-08,0.0596909441674785,max
HRU_SLP_1_nofire,313,0.01653,3e-09,0.05969,1.489e-07,4.486e-07,0.002064,7.369e-06,2.929e-11,1428192,0.0001324750946822,0.00036593120493347,0.0148202271975295,0.00363087917632405,1.44318701417467e-08,0.0596909441674785,max
HRU_SLP_1_fire,313,0.0001692,3e-09,2.709e-05,3.75e-08,2.816e-07,1.025e-07,1.632e-07,3.015e-19,14618.88,2.96297955067213e-06,8.68159228737874e-06,6.16217662386004e-06,9.37676473423963e-06,8.58191287878788e-17,6.92367342417193e-05,median
HRU_SLP_1_nofire,313,0.0001692,3e-09,2.709e-05,3.75e-08,2.816e-07,1.025e-07,1.632e-07,3.015e-19,14618.88,2.96297955067213e-06,8.68159228737874e-06,6.16217662386004e-06,9.37676473423963e-06,8.58191287878788e-17,6.92367342417193e-05,median
HRU_SLP_1_fire,313,0.0022371379962526,1.33944069590772e-09,0.00485263900726024,6.10180081823016e-08,1.83039711851131e-07,0.000169060685408777,3.79810153200686e-07,1.32453092975348e-12,193288.722876225,2.79669038125271e-05,7.6944409649865e-05,0.00201764718287205,0.000213628589620136,7.66026244538816e-10,0.00566274177187274,standard deviation
HRU_SLP_1_nofire,313,0.0022371379962526,1.33944069590772e-09,0.00485263900726024,6.10180081823016e-08,1.83039711851131e-07,0.000169060685408777,3.79810153200686e-07,1.32453092975348e-12,193288.722876225,2.79669038125271e-05,7.6944409649865e-05,0.00201764718287205,0.000213628589620136,7.66026244538816e-10,0.00566274177187274,standard deviation
HRU_SLP_1_fire,313,0.00538239999999999,3e-09,0.0028046,1.4376e-07,4.4112e-07,0.00018034,4.529e-07,2.36159999999998e-15,465039.359999999,8.4450066649103e-05,0.000235338740019679,0.00156054213131425,0.000299295689590282,8.65186492666652e-12,0.00371296397959646,95% Quantile
HRU_SLP_1_nofire,313,0.00538239999999999,3e-09,0.0028046,1.4376e-07,4.4112e-07,0.00018034,4.529e-07,2.36159999999998e-15,465039.359999999,8.4450066649103e-05,0.000235338740019679,0.00156054213131425,0.000299295689590282,8.65186492666652e-12,0.00371296397959646,95% Quantile
HRU_SLP_1_fire,313,0.001079,3e-09,0.0001584,1.275e-07,4.071e-07,1.453e-07,4.166e-07,2.469e-17,93225.6,1.00125246491319e-05,2.63025339788768e-05,5.32477461426036e-05,3.63682113325654e-05,1.12110171805301e-14,0.000350504964004815,75% Quantile
HRU_SLP_1_nofire,313,0.001079,3e-09,0.0001584,1.275e-07,4.071e-07,1.453e-07,4.166e-07,2.469e-17,93225.6,1.00125246491319e-05,2.63025339788768e-05,5.32477461426036e-05,3.63682113325654e-05,1.12110171805301e-14,0.000350504964004815,75% Quantile
HRU_SLP_1_fire,313,0,0,0,0,0,0,0,0,0,0,2.92499499913417e-06,1.69548855236143e-06,3.01138210633252e-06,1.0193807992401e-18,2.04069169217921e-05,25% Quantile
HRU_SLP_1_nofire,313,0,0,0,0,0,0,0,0,0,0,2.92499499913417e-06,1.69548855236143e-06,3.01138210633252e-06,1.0193807992401e-18,2.04069169217921e-05,25% Quantile
HRU_SLP_1_fire,313,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9314002517215e-21,5.34163383148155e-06,5% Quantile
HRU_SLP_1_nofire,313,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9314002517215e-21,5.34163383148155e-06,5% Quantile
