MEAN
scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check
PER_10_HIGH,343,4.05276215132924,12.2549142384458,20.5180449897751,1030.43720381472,292.280642148832,20.9604543558282,14.4451751267894,1.60883862164706,350158649.874847,1.73507979553486,0.407558295972185,0.0942848062102611,0.0461087027398706,0.00210750981335989,21.2575911061098
base_unburned,343,3.87721617177914,11.4502526392638,20.3168302658487,101.899000166605,35.7053491089507,4.96091627811861,3.84960237832311,0.17381683575523,334991477.241718,0.0920210428871165,0.0326012013193901,0.0205566006967823,0.00521589473094637,0.000130974631072327,21.0929710370414

MEDIAN
scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check
PER_10_HIGH,343,2.507,4.424,20.85,0.004206,0.001799,5.634,0.04572,5.157e-08,216604800,0.000114586016852185,4.61524159200683e-05,0.0239452429069295,0.00242593039611609,7.35938735797100e-09,21.0606638766092
base_unburned,343,2.347,4.08,20.13,0,4.225e-05,1.789,0.03711,2.416e-11,202780800,5.58159085884502e-06,4.20925837193207e-06,0.00837758228985048,0.00124958836058912,8.95570789686041e-12,20.7084933395226

SD
scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check
PER_10_HIGH,0,6.50405185977157,26.9424720295112,13.3159527906711,7725.93062011959,2124.78454646952,45.2823114868981,54.8676465709576,13.2089413585399,561950080.684264,6.79742611506985,1.34938387096431,0.265893024702139,0.223569264413918,0.00768305713252983,12.960694741077
base_unburned,0,5.92469239337779,23.9741816166412,13.215855464154,402.274920394543,138.377888818445,7.2231477476793,11.9136010000924,0.750794410310308,511893422.787841,0.210299829012639,0.0760801463014069,0.0258018774094749,0.0075595567011447,0.000324101898216987,12.8418141737792

MAX
scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check
PER_10_HIGH,343,86.98,325.5,118.2,164800,44700,489.5,1004,282.3,7515072000,79.9834387232761,14.4446790788254,2.7970525159072,2.74473343579035,0.0826230755092544,118.188246792756
base_unburned,343,73.34,257.3,124.4,6569,2174,38.58,150.6,12.56,6336576000,1.91251421377518,0.708362099306909,0.200688389043026,0.0330918435869621,0.00210214631592723,124.370532813515

MIN
scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check
PER_10_HIGH,343,0,0,0,0,0,0,0,0,0,0,0,0.00091994132017333,0,5.50564378228917e-18,1.2263789044436
base_unburned,343,0,0,0,0,0,0,0,0,0,0,0,0.0008871336996337,0,5.54767054158782e-18,1.37061403508772

95% Quantile
scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check
PER_10_HIGH,343,15.786,59.024,43.748,4861.99999999998,1217.4,93.4419999999999,77.9359999999998,6.7498,1363910400,7.1735374684664,1.83246888573587,0.374358623128228,0.134080108073458,0.00895755176803509,44.228233470887
base_unburned,343,14.932,55.7259999999999,42.96,627.099999999998,208.94,21.392,25.0399999999999,1.2304,1290124800,0.504823970489284,0.180235947048312,0.0688063509874497,0.0220196493186912,0.000951888333771815,43.2367130820214

75% Quantile
scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check
PER_10_HIGH,343,4.574,10.36,26.47,215.9,68.35,20.92,6.93,0.2371,395193600,0.645249089169523,0.198066805364215,0.0659904840454425,0.0206627748206616,0.000712396002964627,26.8544606201391
base_unburned,343,4.556,10.47,26.44,11.5,4.051,6.351,0.7388,0.005775,393638400,0.0437177171705092,0.0152625242644435,0.0321893560362333,0.00752595269671106,2.79108077323145e-05,26.7013225371649

25% Quantile
scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check
PER_10_HIGH,343,0.4313,0.3783,10.1,0,0,0.1096,0.0184,1.69e-14,37264320,0,0,0.00624332016458486,0.000128962727917822,1.00036245175187e-15,12.2197259201296
base_unburned,343,0.4501,0.4083,9.981,0,0,0.08974,0.009041,1.59e-14,38888640,0,0,0.00277200890719238,7.50409785118358e-05,9.4243129146602e-16,11.4391145471362

5% Quantile
scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check
PER_10_HIGH,343,0.00930260000000001,0.002231,2.7112,0,0,0.034194,0,3.2048e-15,803744.640000001,0,0,0.00132786872685317,0,3.36269201626819e-17,4.06313974974672
base_unburned,343,0.0069798,0.0015214,2.6748,0,0,0.030802,0,2.7588e-15,603054.72,0,0,0.00118266178601496,0,2.59441242837026e-17,4.25421632221633

