dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg,doc_kgday_fire,doc_kgday_nofire,doc_kgday_%chg,doc_mgL_fire,doc_mgL_nofire,doc_mgL_%chg
2014-01-01,4.053,4.053,0,20.66,20.66,0,58.99,58.99,0,21.88,21.88,0,0.0624822947793587,0.0624822947793587,0,16.61,16.61,0,0.0474328572342389,0.0474328572342389,0
2014-01-02,4.056,4.056,0,20.63,20.63,0,58.88,58.88,0,21.21,21.21,0,0.0605241891299584,0.0605241891299584,0,15.09,15.09,0,0.0430603495507342,0.0430603495507342,0
2014-01-03,5.372,5.372,0,32.15,32.15,0,69.28,69.28,0,21.74,21.74,0,0.0468392349907614,0.0468392349907614,0,101.2,101.2,0,0.218037285237583,0.218037285237583,0
2014-01-04,4.046,4.046,0,20.58,20.58,0,58.86,58.86,0,20.09,20.09,0,0.0574698833781879,0.0574698833781879,0,17.2,17.2,0,0.0492026876109921,0.0492026876109921,0
2014-01-05,4.044,4.044,0,20.52,20.52,0,58.73,58.73,0,19.52,19.52,0,0.0558669450855405,0.0558669450855405,0,15.41,15.41,0,0.0441039766274682,0.0441039766274682,0
2014-01-06,4.032,4.032,0,20.42,20.42,0,58.62,58.62,0,18.93,18.93,0,0.0543395888447972,0.0543395888447972,0,13.95,13.95,0,0.0400442294973545,0.0400442294973545,0
2014-01-07,4.052,4.052,0,20.63,20.63,0,58.91,58.91,0,18.79,18.79,0,0.0536714836751856,0.0536714836751856,0,16.01,16.01,0,0.0457307319659245,0.0457307319659245,0
2014-01-08,4.035,4.035,0,20.4,20.4,0,58.52,58.52,0,18.06,18.06,0,0.0518036623984579,0.0518036623984579,0,11.88,11.88,0,0.0340768277571252,0.0340768277571252,0
2014-01-09,4.025,4.025,0,20.33,20.33,0,58.46,58.46,0,17.59,17.59,0,0.0505808603634691,0.0505808603634691,0,10.77,10.77,0,0.0309696342305038,0.0309696342305038,0
2014-01-10,4.026,4.026,0,20.84,20.84,0,59.92,59.92,0,18.3,18.3,0,0.0526094276094276,0.0526094276094276,0,13.19,13.19,0,0.0379190355283252,0.0379190355283252,0
2014-01-11,4.015,4.015,0,21.46,21.46,0,61.85,61.85,0,16.77,16.77,0,0.0483430192334302,0.0483430192334302,0,8.944,8.944,0,0.0257829435911628,0.0257829435911628,0
2014-01-12,4.086,4.086,0,21.49,21.49,0,60.87,60.87,0,28.57,28.57,0,0.0809278747665923,0.0809278747665923,0,16.32,16.32,0,0.0462283134823517,0.0462283134823517,0
2014-01-13,4.253,4.253,0,22.61,22.61,0,61.55,61.55,0,46.07,46.07,0,0.125374463341781,0.125374463341781,0,9.346,9.346,0,0.0254341162229711,0.0254341162229711,0
2014-01-14,4.25,4.25,0,22.59,22.59,0,61.53,61.53,0,44.56,44.56,0,0.121350762527233,0.121350762527233,0,10.3,10.3,0,0.0280501089324619,0.0280501089324619,0
2014-01-15,6.392,6.392,0,41.85,41.85,0,75.78,75.78,0,42.36,42.36,0,0.0767017800027813,0.0767017800027813,0,134.5,134.5,0,0.243540826496083,0.243540826496083,0
2014-01-16,12.26,12.26,0,107.6,107.6,0,101.6,101.6,0,40.18,40.18,0,0.0379319980665821,0.0379319980665821,0,398,398,0,0.375732584133889,0.375732584133889,0
2014-01-17,25.51,25.51,0,302,302,0,137.1,137.1,0,38.21,38.21,0,0.0173361572077762,0.0173361572077762,0,942.7,942.7,0,0.427709903160707,0.427709903160707,0
2014-01-18,22.39,22.39,0,251.7,251.7,0,130.1,130.1,0,36.88,36.88,0,0.0190643971349644,0.0190643971349644,0,879,879,0,0.454381916530197,0.454381916530197,0
2014-01-19,4.65,4.65,0,26.08,26.08,0,64.92,64.92,0,35.42,35.42,0,0.0881620868180008,0.0881620868180008,0,184.6,184.6,0,0.459478295499801,0.459478295499801,0
2014-01-20,4.596,4.596,0,25.35,25.35,0,63.85,63.85,0,33.92,33.92,0,0.0854204944718435,0.0854204944718435,0,165.7,165.7,0,0.417281130129259,0.417281130129259,0
2014-01-21,4.539,4.539,0,24.74,24.74,0,63.09,63.09,0,32.33,32.33,0,0.0824388223870489,0.0824388223870489,0,149.6,149.6,0,0.381467609932029,0.381467609932029,0
2014-01-22,4.494,4.494,0,24.23,24.23,0,62.4,62.4,0,30.91,30.91,0,0.0796071717021873,0.0796071717021873,0,134.7,134.7,0,0.34691316817485,0.34691316817485,0
2014-01-23,4.459,4.459,0,23.81,23.81,0,61.8,61.8,0,29.63,29.63,0,0.0769095794605999,0.0769095794605999,0,122,122,0,0.316671235038582,0.316671235038582,0
2014-01-24,4.377,4.377,0,24.36,24.36,0,64.43,64.43,0,28.17,28.17,0,0.0744897570634377,0.0744897570634377,0,109.6,109.6,0,0.289814603271309,0.289814603271309,0
2014-01-25,4.353,4.353,0,24.02,24.02,0,63.87,63.87,0,27.13,27.13,0,0.0721352238983758,0.0721352238983758,0,98.87,98.87,0,0.262882771353941,0.262882771353941,0
2014-01-26,4.33,4.33,0,23.72,23.72,0,63.39,63.39,0,26.13,26.13,0,0.069845393892738,0.069845393892738,0,89.31,89.31,0,0.238725301513985,0.238725301513985,0
2014-01-27,4.302,4.302,0,23.39,23.39,0,62.94,62.94,0,25.16,25.16,0,0.0676903076949567,0.0676903076949567,0,80.67,80.67,0,0.217034066842296,0.217034066842296,0
2014-01-28,4.274,4.274,0,23.08,23.08,0,62.52,62.52,0,24.25,24.25,0,0.065669465675315,0.065669465675315,0,73.23,73.23,0,0.198308246243436,0.198308246243436,0
2014-01-29,4.265,4.265,0,22.92,22.92,0,62.18,62.18,0,23.48,23.48,0,0.0637184664148322,0.0637184664148322,0,66.37,66.37,0,0.180110503234771,0.180110503234771,0
2014-01-30,4.248,4.248,0,23.39,23.39,0,63.74,63.74,0,23.15,23.15,0,0.06307434435377,0.06307434435377,0,61.43,61.43,0,0.167371791518449,0.167371791518449,0
2014-01-31,4.318,4.318,0,27.19,27.19,0,72.89,72.89,0,37.14,37.14,0,0.0995509752457414,0.0995509752457414,0,85.16,85.16,0,0.228264971780488,0.228264971780488,0
2014-02-01,4.221,4.221,0,22.52,22.52,0,61.76,61.76,0,31.89,31.89,0,0.0874430756271552,0.0874430756271552,0,49.19,49.19,0,0.134880052997798,0.134880052997798,0
2014-02-02,4.209,4.209,0,22.35,22.35,0,61.46,61.46,0,30.33,30.33,0,0.0834026292864497,0.0834026292864497,0,44.36,44.36,0,0.12198287620003,0.12198287620003,0
2014-02-03,4.197,4.197,0,22.22,22.22,0,61.26,61.26,0,28.94,28.94,0,0.079807887468121,0.079807887468121,0,40.17,40.17,0,0.11077687766394,0.11077687766394,0
2014-02-04,4.185,4.185,0,22.06,22.06,0,61,61,0,27.63,27.63,0,0.0764137793707686,0.0764137793707686,0,36.35,36.35,0,0.100529890703128,0.100529890703128,0
2014-02-05,4.17,4.17,0,21.91,21.91,0,60.81,60.81,0,26.41,26.41,0,0.0733024691358025,0.0733024691358025,0,32.89,32.89,0,0.0912880806465938,0.0912880806465938,0
