dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg,doc_kgday_fire,doc_kgday_nofire,doc_kgday_%chg,doc_mgL_fire,doc_mgL_nofire,doc_mgL_%chg
2014-01-01,1.195,1.195,0,5.215,5.215,0,50.49,50.49,0,12.33,12.33,0,0.11942119944212,0.11942119944212,0,48.19,48.19,0,0.466740275840694,0.466740275840694,0
2014-01-02,1.191,1.191,0,5.173,5.173,0,50.28,50.28,0,11.26,11.26,0,0.109424075628945,0.109424075628945,0,34.6,34.6,0,0.336240942874024,0.336240942874024,0
2014-01-03,4.488,4.488,0,40.75,40.75,0,105.1,105.1,0,17.56,17.56,0,0.045285370040272,0.045285370040272,0,46.11,46.11,0,0.118912779758368,0.118912779758368,0
2014-01-04,1.199,1.199,0,5.241,5.241,0,50.61,50.61,0,11.37,11.37,0,0.109755815031044,0.109755815031044,0,27.52,27.52,0,0.265653476662651,0.265653476662651,0
2014-01-05,1.183,1.183,0,6.388,6.388,0,62.48,62.48,0,10.29,10.29,0,0.100673898750822,0.100673898750822,0,19.9,19.9,0,0.194694906233368,0.194694906233368,0
2014-01-06,1.163,1.163,0,6.177,6.177,0,61.44,61.44,0,9.306,9.306,0,0.0926124964173115,0.0926124964173115,0,14.28,14.28,0,0.14211330849336,0.14211330849336,0
2014-01-07,1.717,1.717,0,10.76,10.76,0,72.52,72.52,0,10.61,10.61,0,0.0715206324554024,0.0715206324554024,0,14.9,14.9,0,0.100438965465174,0.100438965465174,0
2014-01-08,1.186,1.186,0,6.417,6.417,0,62.62,62.62,0,9.087,9.087,0,0.0886792673786772,0.0886792673786772,0,13.42,13.42,0,0.130964649303604,0.130964649303604,0
2014-01-09,1.144,1.144,0,5.967,5.967,0,60.4,60.4,0,8.284,8.284,0,0.0838108650608651,0.0838108650608651,0,9.727,9.727,0,0.0984099812224812,0.0984099812224812,0
2014-01-10,2.476,2.476,0,15.96,15.96,0,74.61,74.61,0,158,158,0,0.738571770478071,0.738571770478071,0,831,831,0,3.88451355232454,3.88451355232454,0
2014-01-11,1.134,1.134,0,5.867,5.867,0,59.89,59.89,0,8.56,8.56,0,0.0873669083545627,0.0873669083545627,0,27.66,27.66,0,0.282309425827944,0.282309425827944,0
2014-01-12,1.386,1.386,0,7.007,7.007,0,58.53,58.53,0,56.07,56.07,0,0.468223905723906,0.468223905723906,0,66.71,66.71,0,0.557075383464272,0.557075383464272,0
2014-01-13,2.111,2.111,0,13.55,13.55,0,74.27,74.27,0,155.8,155.8,0,0.854211625173255,0.854211625173255,0,21.2,21.2,0,0.116234187764268,0.116234187764268,0
2014-01-14,2.407,2.407,0,15.08,15.08,0,72.53,72.53,0,115.7,115.7,0,0.556344150548554,0.556344150548554,0,16.32,16.32,0,0.0784748188154919,0.0784748188154919,0
2014-01-15,5.97,5.97,0,58.95,58.95,0,114.3,114.3,0,88.53,88.53,0,0.171633631118556,0.171633631118556,0,46.49,46.49,0,0.0901304361312737,0.0901304361312737,0
2014-01-16,10.76,10.76,0,140.1,140.1,0,150.7,150.7,0,70.89,70.89,0,0.0762533560512185,0.0762533560512185,0,195.7,195.7,0,0.210506161365827,0.210506161365827,0
2014-01-17,19.89,19.89,0,325.7,325.7,0,189.5,189.5,0,59.58,59.58,0,0.0346698508463214,0.0346698508463214,0,453.7,453.7,0,0.264009924957637,0.264009924957637,0
2014-01-18,12,12,0,153.7,153.7,0,148.2,148.2,0,94.66,94.66,0,0.0913001543209876,0.0913001543209876,0,4564,4564,0,4.40200617283951,4.40200617283951,0
2014-01-19,2.774,2.774,0,20.04,20.04,0,83.62,83.62,0,71.33,71.33,0,0.297613087131833,0.297613087131833,0,3151,3151,0,13.1470466501108,13.1470466501108,0
2014-01-20,2.349,2.349,0,14.36,14.36,0,70.76,70.76,0,56.26,56.26,0,0.277206218564243,0.277206218564243,0,2277,2277,0,11.2193131829147,11.2193131829147,0
2014-01-21,2.037,2.037,0,12.61,12.61,0,71.64,71.64,0,44.43,44.43,0,0.252447771777669,0.252447771777669,0,1639,1639,0,9.31266932126039,9.31266932126039,0
2014-01-22,1.823,1.823,0,10.1,10.1,0,64.12,64.12,0,35.99,35.99,0,0.228497490908352,0.228497490908352,0,1182,1182,0,7.50441884561468,7.50441884561468,0
2014-01-23,1.679,1.679,0,10.28,10.28,0,70.87,70.87,0,29.95,29.95,0,0.206458319546467,0.206458319546467,0,865.1,865.1,0,5.96350892285973,5.96350892285973,0
2014-01-24,1.547,1.547,0,8.74,8.74,0,65.38,65.38,0,24.37,24.37,0,0.182327204386028,0.182327204386028,0,626.3,626.3,0,4.68574181809476,4.68574181809476,0
