dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg,doc_kgday_fire,doc_kgday_nofire,doc_kgday_%chg,doc_mgL_fire,doc_mgL_nofire,doc_mgL_%chg
2014-01-01,2.708,2.708,0,19.1,19.1,0,81.62,81.62,0,19.53,19.53,0,0.0834718119153127,0.0834718119153127,0,93.01,93.01,0,0.397527558947426,0.397527558947426,0
2014-01-02,2.684,2.684,0,18.76,18.76,0,80.88,80.88,0,17.6,17.6,0,0.0758955676988464,0.0758955676988464,0,68.06,68.06,0,0.293491610089971,0.293491610089971,0
2014-01-03,8.585,8.585,0,95.67,95.67,0,129,129,0,26.45,26.45,0,0.0356592031752195,0.0356592031752195,0,77.42,77.42,0,0.104375633641796,0.104375633641796,0
2014-01-04,2.726,2.726,0,19.35,19.35,0,82.14,82.14,0,17.52,17.52,0,0.074386565582457,0.074386565582457,0,46.96,46.96,0,0.199383168935627,0.199383168935627,0
2014-01-05,2.687,2.687,0,18.79,18.79,0,80.95,80.95,0,15.76,15.76,0,0.0678851534824739,0.0678851534824739,0,34.91,34.91,0,0.150372506857434,0.150372506857434,0
2014-01-06,2.649,2.649,0,18.27,18.27,0,79.82,79.82,0,14.26,14.26,0,0.0623051326146834,0.0623051326146834,0,26.04,26.04,0,0.113774589992031,0.113774589992031,0
2014-01-07,3.632,3.632,0,30.04,30.04,0,95.72,95.72,0,15.87,15.87,0,0.050572840186001,0.050572840186001,0,23.77,23.77,0,0.0757477259748736,0.0757477259748736,0
2014-01-08,2.689,2.689,0,18.83,18.83,0,81.03,81.03,0,13.72,13.72,0,0.0590540335798796,0.0590540335798796,0,20.09,20.09,0,0.0864719777419666,0.0864719777419666,0
2014-01-09,2.612,2.612,0,17.76,17.76,0,78.71,78.71,0,12.53,12.53,0,0.0555218790766264,0.0555218790766264,0,15.24,15.24,0,0.0675302024842607,0.0675302024842607,0
2014-01-10,4.688,4.688,0,40.01,40.01,0,98.77,98.77,0,198,198,0,0.488836746302617,0.488836746302617,0,848,848,0,2.0936038427506,2.0936038427506,0
2014-01-11,2.573,2.573,0,17.24,17.24,0,77.54,77.54,0,12.19,12.19,0,0.0548340314663673,0.0548340314663673,0,30.99,30.99,0,0.139401692792676,0.139401692792676,0
2014-01-12,2.995,2.995,0,23.36,23.36,0,90.26,90.26,0,142.2,142.2,0,0.549526989426822,0.549526989426822,0,75.16,75.16,0,0.290453224509986,0.290453224509986,0
2014-01-13,4.369,4.369,0,38.62,38.62,0,102.3,102.3,0,340.6,340.6,0,0.902295635072014,0.902295635072014,0,28.43,28.43,0,0.075314929257479,0.075314929257479,0
2014-01-14,4.886,4.886,0,43.45,43.45,0,102.9,102.9,0,249.7,249.7,0,0.591495353314838,0.591495353314838,0,21.83,21.83,0,0.0517114279650096,0.0517114279650096,0
2014-01-15,11.27,11.27,0,144.1,144.1,0,148,148,0,186.8,186.8,0,0.191840021032568,0.191840021032568,0,60.26,60.26,0,0.061885865457294,0.061885865457294,0
2014-01-16,19.91,19.91,0,326.4,326.4,0,189.7,189.7,0,143.3,143.3,0,0.0833031047119445,0.0833031047119445,0,493.2,493.2,0,0.286706847480328,0.286706847480328,0
2014-01-17,36.89,36.89,0,767,767,0,240.6,240.6,0,114.9,114.9,0,0.0360493659829523,0.0360493659829523,0,1022,1022,0,0.320647972450629,0.320647972450629,0
2014-01-18,23.23,23.23,0,406.9,406.9,0,202.7,202.7,0,179.1,179.1,0,0.0892344669249534,0.0892344669249534,0,4130,4130,0,2.05772388833086,2.05772388833086,0
2014-01-19,6.084,6.084,0,61.23,61.23,0,116.5,116.5,0,136.5,136.5,0,0.259674738841406,0.259674738841406,0,2853,2853,0,5.42748739864124,5.42748739864124,0
2014-01-20,5.185,5.185,0,48.93,48.93,0,109.2,109.2,0,106.5,106.5,0,0.237731704703739,0.237731704703739,0,2061,2061,0,4.60061073609772,4.60061073609772,0
2014-01-21,4.544,4.544,0,41.77,41.77,0,106.4,106.4,0,83.78,83.78,0,0.213396990740741,0.213396990740741,0,1490,1490,0,3.79519594418362,3.79519594418362,0
2014-01-22,4.099,4.099,0,33.99,33.99,0,95.98,95.98,0,67.39,67.39,0,0.190284667443731,0.190284667443731,0,1080,1080,0,3.04952427421322,3.04952427421322,0
2014-01-23,3.792,3.792,0,29.1,29.1,0,88.8,88.8,0,55.49,55.49,0,0.169368504844507,0.169368504844507,0,791.5,791.5,0,2.41584378418503,2.41584378418503,0
2014-01-24,3.548,3.548,0,28.67,28.67,0,93.53,93.53,0,45.5,45.5,0,0.148427387364817,0.148427387364817,0,579.5,579.5,0,1.89041035116289,1.89041035116289,0
2014-01-25,3.408,3.408,0,26.45,26.45,0,89.83,89.83,0,39.13,39.13,0,0.132891290645105,0.132891290645105,0,429.3,429.3,0,1.45796654929577,1.45796654929577,0
2014-01-26,3.309,3.309,0,24.93,24.93,0,87.21,87.21,0,34.14,34.14,0,0.119413384372587,0.119413384372587,0,321.3,321.3,0,1.12382895134482,1.12382895134482,0
2014-01-27,3.235,3.235,0,23.84,23.84,0,85.27,85.27,0,30.1,30.1,0,0.107690766500658,0.107690766500658,0,242.8,242.8,0,0.868681664663117,0.868681664663117,0
2014-01-28,3.183,3.183,0,23.07,23.07,0,83.9,83.9,0,26.89,26.89,0,0.0977778359572265,0.0977778359572265,0,186.4,186.4,0,0.67779057725649,0.67779057725649,0
2014-01-29,3.16,3.16,0,22.74,22.74,0,83.27,83.27,0,24.67,24.67,0,0.090358356774496,0.090358356774496,0,146.2,146.2,0,0.535484060009376,0.535484060009376,0
2014-01-30,3.136,3.136,0,22.4,22.4,0,82.65,82.65,0,22.82,22.82,0,0.0842220568783069,0.0842220568783069,0,116.2,116.2,0,0.42886078042328,0.42886078042328,0
2014-01-31,19.92,19.92,0,326.6,326.6,0,189.8,189.8,0,251.6,251.6,0,0.146186598244831,0.146186598244831,0,5341,5341,0,3.10326955972036,3.10326955972036,0
2014-02-01,3.211,3.211,0,23.48,23.48,0,84.64,84.64,0,55.93,55.93,0,0.20160011303736,0.20160011303736,0,133.8,133.8,0,0.482283123983529,0.482283123983529,0
2014-02-02,3.121,3.121,0,22.19,22.19,0,82.27,82.27,0,44.62,44.62,0,0.165471062218899,0.165471062218899,0,65.55,65.55,0,0.243088931610239,0.243088931610239,0
2014-02-03,3.098,3.098,0,21.86,21.86,0,81.67,81.67,0,37.27,37.27,0,0.13924007125266,0.13924007125266,0,50.26,50.26,0,0.187770485139756,0.187770485139756,0
2014-02-04,3.079,3.079,0,21.59,21.59,0,81.16,81.16,0,31.24,31.24,0,0.117432307266669,0.117432307266669,0,40.93,40.93,0,0.153857373124992,0.153857373124992,0
