dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg,doc_kgday_fire,doc_kgday_nofire,doc_kgday_%chg,doc_mgL_fire,doc_mgL_nofire,doc_mgL_%chg
2014-01-01,1.204,1.204,0,5.292,5.292,0,50.86,50.86,0,11.24,11.24,0,0.108050326073582,0.108050326073582,0,37.47,37.47,0,0.360199796973053,0.360199796973053,0
2014-01-02,1.197,1.197,0,5.23,5.23,0,50.55,50.55,0,10.19,10.19,0,0.0985295027692688,0.0985295027692688,0,26.96,26.96,0,0.260682570624091,0.260682570624091,0
2014-01-03,4.509,4.509,0,41.14,41.14,0,105.6,105.6,0,15.23,15.23,0,0.0390936234526831,0.0390936234526831,0,292.2,292.2,0,0.750043123629284,0.750043123629284,0
2014-01-04,1.214,1.214,0,5.376,5.376,0,51.26,51.26,0,9.997,9.997,0,0.095309735188236,0.095309735188236,0,22.1,22.1,0,0.210697724083227,0.210697724083227,0
2014-01-05,1.194,1.194,0,5.198,5.198,0,50.4,50.4,0,9.042,9.042,0,0.0876488926112042,0.0876488926112042,0,16.01,16.01,0,0.155193405298095,0.155193405298095,0
2014-01-06,1.17,1.17,0,6.251,6.251,0,61.81,61.81,0,8.164,8.164,0,0.080761316872428,0.080761316872428,0,11.52,11.52,0,0.113960113960114,0.113960113960114,0
2014-01-07,1.715,1.715,0,10.74,10.74,0,72.43,72.43,0,8.994,8.994,0,0.0606980887593132,0.0606980887593132,0,47.46,47.46,0,0.320294784580499,0.320294784580499,0
2014-01-08,1.181,1.181,0,6.364,6.364,0,62.36,62.36,0,7.593,7.593,0,0.0744131621036786,0.0744131621036786,0,9.837,9.837,0,0.0964048828676263,0.0964048828676263,0
2014-01-09,1.139,1.139,0,5.92,5.92,0,60.16,60.16,0,6.975,6.975,0,0.0708772314896108,0.0708772314896108,0,6.781,6.781,0,0.0689058791012259,0.0689058791012259,0
2014-01-10,2.47,2.47,0,15.89,15.89,0,74.45,74.45,0,156.8,156.8,0,0.734742840005998,0.734742840005998,0,831.3,831.3,0,3.89535537561853,3.89535537561853,0
2014-01-11,1.131,1.131,0,5.836,5.836,0,59.73,59.73,0,7.464,7.464,0,0.0763827487965419,0.0763827487965419,0,26.14,26.14,0,0.267503356583816,0.267503356583816,0
2014-01-12,1.672,1.672,0,10.2,10.2,0,70.63,70.63,0,72.7,72.7,0,0.503250708842814,0.503250708842814,0,67.75,67.75,0,0.468985357965621,0.468985357965621,0
2014-01-13,2.245,2.245,0,15.32,15.32,0,78.98,78.98,0,169.8,169.8,0,0.875402128186093,0.875402128186093,0,21.86,21.86,0,0.11269900189722,0.11269900189722,0
2014-01-14,2.528,2.528,0,16.63,16.63,0,76.17,76.17,0,125.7,125.7,0,0.575498857243319,0.575498857243319,0,55.13,55.13,0,0.252404550515706,0.252404550515706,0
2014-01-15,6.078,6.078,0,61.11,61.11,0,116.4,116.4,0,95.06,95.06,0,0.181018670859079,0.181018670859079,0,385.9,385.9,0,0.734852778082459,0.734852778082459,0
2014-01-16,10.86,10.86,0,133.8,133.8,0,142.6,142.6,0,74.61,74.61,0,0.0795158072437078,0.0795158072437078,0,942.9,942.9,0,1.00489819930428,1.00489819930428,0
2014-01-17,17.96,17.96,0,278.2,278.2,0,179.3,179.3,0,67.06,67.06,0,0.043215891281036,0.043215891281036,0,1535,1535,0,0.98920956033985,0.98920956033985,0
2014-01-18,11.89,11.89,0,160.5,160.5,0,156.2,156.2,0,87.8,87.8,0,0.0854670903030869,0.0854670903030869,0,2999,2999,0,2.91931439429337,2.91931439429337,0
2014-01-19,2.787,2.787,0,20.22,20.22,0,83.98,83.98,0,65.73,65.73,0,0.272968743770681,0.272968743770681,0,1605,1605,0,6.66537096838496,6.66537096838496,0
2014-01-20,2.36,2.36,0,14.5,14.5,0,71.12,71.12,0,51.56,51.56,0,0.252864092906466,0.252864092906466,0,1167,1167,0,5.72328154425612,5.72328154425612,0
2014-01-21,2.048,2.048,0,12.75,12.75,0,72.04,72.04,0,40.45,40.45,0,0.228599265769676,0.228599265769676,0,846.2,846.2,0,4.78221752025463,4.78221752025463,0
2014-01-22,1.857,1.857,0,10.48,10.48,0,65.31,65.31,0,32.52,32.52,0,0.20268653144259,0.20268653144259,0,615.7,615.7,0,3.83745686990167,3.83745686990167,0
2014-01-23,1.706,1.706,0,10.61,10.61,0,72.02,72.02,0,26.85,26.85,0,0.18215937215058,0.18215937215058,0,455.3,455.3,0,3.0889073422778,3.0889073422778,0
2014-01-24,1.57,1.57,0,8.999,8.999,0,66.34,66.34,0,21.65,21.65,0,0.159604269874971,0.159604269874971,0,333.6,333.6,0,2.45930644019816,2.45930644019816,0
2014-01-25,1.506,1.506,0,8.276,8.276,0,63.61,63.61,0,18.74,18.74,0,0.144022674733166,0.144022674733166,0,249.6,249.6,0,1.91825291426885,1.91825291426885,0
2014-01-26,1.46,1.46,0,7.78,7.78,0,61.67,61.67,0,16.43,16.43,0,0.130247970573313,0.130247970573313,0,188.8,188.8,0,1.49670218163369,1.49670218163369,0
2014-01-27,1.425,1.425,0,7.405,7.405,0,60.16,60.16,0,14.48,14.48,0,0.117608836907083,0.117608836907083,0,144.2,144.2,0,1.17121507472385,1.17121507472385,0
2014-01-28,1.399,1.399,0,7.147,7.147,0,59.11,59.11,0,12.93,12.93,0,0.106971249305059,0.106971249305059,0,112.2,112.2,0,0.928242395361766,0.928242395361766,0
2014-01-29,1.397,1.397,0,7.121,7.121,0,58.99,58.99,0,12,12,0,0.0994193907579734,0.0994193907579734,0,89.78,89.78,0,0.743822741854238,0.743822741854238,0
2014-01-30,1.388,1.388,0,7.03,7.03,0,58.61,58.61,0,11.23,11.23,0,0.093643265022948,0.093643265022948,0,72.88,72.88,0,0.607722275589711,0.607722275589711,0
2014-01-31,10.39,10.39,0,130.8,130.8,0,145.7,145.7,0,207.1,207.1,0,0.230701707482266,0.230701707482266,0,5221,5221,0,5.81600007129362,5.81600007129362,0
2014-02-01,1.547,1.547,0,8.735,8.735,0,65.36,65.36,0,46.74,46.74,0,0.349691158514688,0.349691158514688,0,120.9,120.9,0,0.90452847805789,0.90452847805789,0
2014-02-02,1.448,1.448,0,7.649,7.649,0,61.15,61.15,0,35.7,35.7,0,0.285355279312462,0.285355279312462,0,53.14,53.14,0,0.424755729486392,0.424755729486392,0
2014-02-03,1.421,1.421,0,7.375,7.375,0,60.06,60.06,0,28.61,28.61,0,0.233029035368937,0.233029035368937,0,39.44,39.44,0,0.321239606953893,0.321239606953893,0
