dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg,doc_kgday_fire,doc_kgday_nofire,doc_kgday_%chg,doc_mgL_fire,doc_mgL_nofire,doc_mgL_%chg
2014-01-01,1.017,1.017,0,4.717,4.717,0,53.7,53.7,0,17.05,17.05,0,0.194039294948833,0.194039294948833,0,85.44,85.44,0,0.972358789467934,0.972358789467934,0
2014-01-02,1.016,1.016,0,4.705,4.705,0,53.62,53.62,0,14.68,14.68,0,0.167231700204141,0.167231700204141,0,63.94,63.94,0,0.728392023913677,0.728392023913677,0
2014-01-03,8.958,8.958,0,104.1,104.1,0,134.6,134.6,0,117.2,117.2,0,0.151426823116932,0.151426823116932,0,171.9,171.9,0,0.222101287489767,0.222101287489767,0
2014-01-04,1.072,1.072,0,5.246,5.246,0,56.63,56.63,0,17.25,17.25,0,0.186243262852405,0.186243262852405,0,111,111,0,1.19843490878939,1.19843490878939,0
2014-01-05,1.054,1.054,0,5.064,5.064,0,55.63,55.63,0,14.34,14.34,0,0.15746890153911,0.15746890153911,0,81.95,81.95,0,0.89990073090168,0.89990073090168,0
2014-01-06,1.037,1.037,0,4.91,4.91,0,54.79,54.79,0,12.15,12.15,0,0.135607521697203,0.135607521697203,0,60.18,60.18,0,0.671675774134791,0.671675774134791,0
2014-01-07,2.429,2.429,0,15.36,15.36,0,73.19,73.19,0,36.02,36.02,0,0.17163365506305,0.17163365506305,0,66.93,66.93,0,0.318918393486117,0.318918393486117,0
2014-01-08,1.162,1.162,0,6.155,6.155,0,61.32,61.32,0,14.49,14.49,0,0.144327309236948,0.144327309236948,0,49.75,49.75,0,0.495533722190349,0.495533722190349,0
2014-01-09,1.054,1.054,0,5.066,5.066,0,55.65,55.65,0,11.39,11.39,0,0.125074671445639,0.125074671445639,0,37.05,37.05,0,0.406849567784103,0.406849567784103,0
2014-01-10,7.971,7.971,0,88.84,88.84,0,129,129,0,1616,1616,0,2.34646891277176,2.34646891277176,0,837.9,837.9,0,1.21664993936353,1.21664993936353,0
2014-01-11,1.079,1.079,0,5.315,5.315,0,57,57,0,18.6,18.6,0,0.199516012769025,0.199516012769025,0,50.22,50.22,0,0.538693234476367,0.538693234476367,0
2014-01-12,19.69,19.69,0,319.2,319.2,0,187.6,187.6,0,1876,1876,0,1.10274062788029,1.10274062788029,0,1917,1917,0,1.12684103605891,1.12684103605891,0
2014-01-13,7.863,7.863,0,86.45,86.45,0,127.3,127.3,0,332.4,332.4,0,0.489281727358797,0.489281727358797,0,471.7,471.7,0,0.69432668710934,0.69432668710934,0
2014-01-14,3.035,3.035,0,20.98,20.98,0,79.99,79.99,0,33.83,33.83,0,0.129011837207883,0.129011837207883,0,92.87,92.87,0,0.354162853133199,0.354162853133199,0
2014-01-15,11.76,11.76,0,156.8,156.8,0,154.4,154.4,0,36.41,36.41,0,0.0358343568909045,0.0358343568909045,0,197.5,197.5,0,0.194377519526329,0.194377519526329,0
2014-01-16,23.79,23.79,0,409.3,409.3,0,199.2,199.2,0,37.59,37.59,0,0.0182879127551259,0.0182879127551259,0,357.7,357.7,0,0.17402464465306,0.17402464465306,0
2014-01-17,45.78,45.78,0,1048,1048,0,264.9,264.9,0,39.7,39.7,0,0.010036931864149,0.010036931864149,0,548.6,548.6,0,0.138696746112648,0.138696746112648,0
2014-01-18,39.31,39.31,0,844.1,844.1,0,248.5,248.5,0,715.9,715.9,0,0.210782997446696,0.210782997446696,0,5240,5240,0,1.54281730216607,1.54281730216607,0
2014-01-19,3.057,3.057,0,21.29,21.29,0,80.6,80.6,0,513.2,513.2,0,1.94302087498031,1.94302087498031,0,3429,3429,0,12.9824991822048,12.9824991822048,0
2014-01-20,2.537,2.537,0,16.75,16.75,0,76.44,76.44,0,374.9,374.9,0,1.710335187375,1.710335187375,0,2472,2472,0,11.2775368983489,11.2775368983489,0
2014-01-21,2.172,2.172,0,14.34,14.34,0,76.41,76.41,0,273.7,273.7,0,1.45848253870814,1.45848253870814,0,1776,1776,0,9.46388377327604,9.46388377327604,0
2014-01-22,1.921,1.921,0,11.21,11.21,0,67.56,67.56,0,202.2,202.2,0,1.2182601654231,1.2182601654231,0,1276,1276,0,7.68793259683421,7.68793259683421,0
2014-01-23,1.748,1.748,0,9.283,9.283,0,61.47,61.47,0,151.5,151.5,0,1.00313056191203,1.00313056191203,0,931,931,0,6.16445249597423,6.16445249597423,0
2014-01-24,1.596,1.596,0,9.298,9.298,0,67.43,67.43,0,112.5,112.5,0,0.815841687552214,0.815841687552214,0,670.1,670.1,0,4.85951568736656,4.85951568736656,0
2014-01-25,1.519,1.519,0,8.42,8.42,0,64.16,64.16,0,86.88,86.88,0,0.661985224197206,0.661985224197206,0,492.9,492.9,0,3.75566893424036,3.75566893424036,0
2014-01-26,1.466,1.466,0,7.842,7.842,0,61.91,61.91,0,68.04,68.04,0,0.537175989085948,0.537175989085948,0,365.9,365.9,0,2.88878151685109,2.88878151685109,0
2014-01-27,1.425,1.425,0,7.409,7.409,0,60.18,60.18,0,54,54,0,0.43859649122807,0.43859649122807,0,273.3,273.3,0,2.21978557504873,2.21978557504873,0
2014-01-28,1.395,1.395,0,7.102,7.102,0,58.92,58.92,0,43.61,43.61,0,0.36182463825833,0.36182463825833,0,207.7,207.7,0,1.72325102880658,1.72325102880658,0
2014-01-29,1.559,1.559,0,8.865,8.865,0,65.82,65.82,0,39.56,39.56,0,0.293694913643599,0.293694913643599,0,194.7,194.7,0,1.44546005274036,1.44546005274036,0
2014-01-30,1.532,1.532,0,8.559,8.559,0,64.67,64.67,0,127.6,127.6,0,0.964002514263611,0.964002514263611,0,276.2,276.2,0,2.08665747993424,2.08665747993424,0
2014-01-31,40.43,40.43,0,866.2,866.2,0,248,248,0,2110,2110,0,0.604038988283361,0.604038988283361,0,10330,10330,0,2.9572145729702,2.9572145729702,0
2014-02-01,1.632,1.632,0,9.717,9.717,0,68.93,68.93,0,41.87,41.87,0,0.29694024600581,0.29694024600581,0,303.8,303.8,0,2.15453658315178,2.15453658315178,0
2014-02-02,1.387,1.387,0,7.017,7.017,0,58.57,58.57,0,20.83,20.83,0,0.173819728163636,0.173819728163636,0,89.78,89.78,0,0.749185559026943,0.749185559026943,0
2014-02-03,1.37,1.37,0,6.856,6.856,0,57.91,57.91,0,17.92,17.92,0,0.151392268180589,0.151392268180589,0,59.18,59.18,0,0.499966207082995,0.499966207082995,0
2014-02-04,1.37,1.37,0,6.853,6.853,0,57.88,57.88,0,16.1,16.1,0,0.136016490943498,0.136016490943498,0,46.1,46.1,0,0.389463368477967,0.389463368477967,0
2014-02-05,1.371,1.371,0,6.863,6.863,0,57.92,57.92,0,14.67,14.67,0,0.12384512521274,0.12384512521274,0,37.49,37.49,0,0.316493097765891,0.316493097765891,0
2014-02-06,1.372,1.372,0,6.866,6.866,0,57.94,57.94,0,13.44,13.44,0,0.113378684807256,0.113378684807256,0,30.91,30.91,0,0.260754103228593,0.260754103228593,0
2014-02-07,1.381,1.381,0,6.961,6.961,0,58.32,58.32,0,12.58,12.58,0,0.105432188162094,0.105432188162094,0,26.21,26.21,0,0.219664360232789,0.219664360232789,0
2014-02-08,1.382,1.382,0,6.964,6.964,0,58.33,58.33,0,11.7,11.7,0,0.0979860106126387,0.0979860106126387,0,22.15,22.15,0,0.185503430347859,0.185503430347859,0
2014-02-09,1.381,1.381,0,6.955,6.955,0,58.3,58.3,0,10.89,10.89,0,0.0912684045377746,0.0912684045377746,0,18.89,18.89,0,0.158315900984257,0.158315900984257,0
2014-02-10,1.371,1.371,0,6.863,6.863,0,57.92,57.92,0,10.06,10.06,0,0.0849271956128265,0.0849271956128265,0,15.93,15.93,0,0.134482129832239,0.134482129832239,0
2014-02-11,1.375,1.375,0,6.9,6.9,0,58.07,58.07,0,9.559,9.559,0,0.080462962962963,0.080462962962963,0,13.97,13.97,0,0.117592592592593,0.117592592592593,0
2014-02-12,81.54,81.54,0,2332,2332,0,331.1,331.1,0,2048,2048,0,0.290700315228154,0.290700315228154,0,22400,22400,0,3.17953469780794,3.17953469780794,0
2014-02-13,33.22,33.22,0,663.8,663.8,0,231.3,231.3,0,1235,1235,0,0.430282404620153,0.430282404620153,0,12300,12300,0,4.28540370593351,4.28540370593351,0
