dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg,doc_kgday_fire,doc_kgday_nofire,doc_kgday_%chg,doc_mgL_fire,doc_mgL_nofire,doc_mgL_%chg
2014-01-01,1.193,1.193,0,5.19,5.19,0,50.37,50.37,0,12.08,12.08,0,0.117195988947875,0.117195988947875,0,48.35,48.35,0,0.469075005432927,0.469075005432927,0
2014-01-02,1.188,1.188,0,6.438,6.438,0,62.72,62.72,0,11.03,11.03,0,0.107459627135553,0.107459627135553,0,34.71,34.71,0,0.338161709689487,0.338161709689487,0
2014-01-03,4.485,4.485,0,40.7,40.7,0,105,105,0,17.32,17.32,0,0.0446963128122548,0.0446963128122548,0,46.28,46.28,0,0.119431025228127,0.119431025228127,0
2014-01-04,1.196,1.196,0,5.218,5.218,0,50.5,50.5,0,11.15,11.15,0,0.107902111978199,0.107902111978199,0,27.58,27.58,0,0.266900470704819,0.266900470704819,0
2014-01-05,1.181,1.181,0,6.36,6.36,0,62.34,62.34,0,10.08,10.08,0,0.0987863392605137,0.0987863392605137,0,19.93,19.93,0,0.195318625145043,0.195318625145043,0
2014-01-06,1.161,1.161,0,6.149,6.149,0,61.31,61.31,0,9.107,9.107,0,0.0907881934475388,0.0907881934475388,0,14.3,14.3,0,0.142557501515297,0.142557501515297,0
2014-01-07,1.715,1.715,0,10.73,10.73,0,72.41,72.41,0,10.41,10.41,0,0.0702542921930677,0.0702542921930677,0,14.96,14.96,0,0.100961019328366,0.100961019328366,0
2014-01-08,1.184,1.184,0,6.39,6.39,0,62.49,62.49,0,8.897,8.897,0,0.0869717373623624,0.0869717373623624,0,13.48,13.48,0,0.131772397397397,0.131772397397397,0
2014-01-09,1.141,1.141,0,5.942,5.942,0,60.27,60.27,0,8.106,8.106,0,0.082225630538514,0.082225630538514,0,9.768,9.768,0,0.0990846236245009,0.0990846236245009,0
2014-01-10,2.473,2.473,0,15.93,15.93,0,74.54,74.54,0,157.8,157.8,0,0.738531697892798,0.738531697892798,0,831.1,831.1,0,3.88969387907924,3.88969387907924,0
2014-01-11,1.131,1.131,0,5.843,5.843,0,59.77,59.77,0,8.399,8.399,0,0.0859510593705996,0.0859510593705996,0,27.67,27.67,0,0.283160592068638,0.283160592068638,0
2014-01-12,1.373,1.373,0,6.879,6.879,0,57.99,57.99,0,53.9,53.9,0,0.454364597663942,0.454364597663942,0,66.76,66.76,0,0.562771438590812,0.562771438590812,0
2014-01-13,2.093,2.093,0,13.31,13.31,0,73.62,73.62,0,152.6,152.6,0,0.843862256905735,0.843862256905735,0,21.2,21.2,0,0.117233812885987,0.117233812885987,0
2014-01-14,2.393,2.393,0,14.91,14.91,0,72.11,72.11,0,113.4,113.4,0,0.548474717927288,0.548474717927288,0,16.36,16.36,0,0.079127393168346,0.079127393168346,0
2014-01-15,5.96,5.96,0,58.75,58.75,0,114.1,114.1,0,86.84,86.84,0,0.168639696743724,0.168639696743724,0,46.62,46.62,0,0.0905341163310962,0.0905341163310962,0
2014-01-16,10.75,10.75,0,139.9,139.9,0,150.6,150.6,0,69.62,69.62,0,0.0749569336778639,0.0749569336778639,0,196.1,196.1,0,0.211132644272179,0.211132644272179,0
2014-01-17,19.89,19.89,0,325.5,325.5,0,189.4,189.4,0,58.59,58.59,0,0.0340937657114128,0.0340937657114128,0,457,457,0,0.265930208740666,0.265930208740666,0
2014-01-18,11.99,11.99,0,163.2,163.2,0,157.5,157.5,0,93.65,93.65,0,0.0904013375343651,0.0904013375343651,0,4649,4649,0,4.48772897167393,4.48772897167393,0
2014-01-19,2.77,2.77,0,19.98,19.98,0,83.49,83.49,0,70.41,70.41,0,0.294198756518251,0.294198756518251,0,3209,3209,0,13.4083767883407,13.4083767883407,0
2014-01-20,2.345,2.345,0,14.32,14.32,0,70.66,70.66,0,55.43,55.43,0,0.27358248440338,0.27358248440338,0,2319,2319,0,11.4457474532101,11.4457474532101,0
2014-01-21,2.034,2.034,0,12.57,12.57,0,71.53,71.53,0,43.67,43.67,0,0.248495484176409,0.248495484176409,0,1668,1668,0,9.4914235769693,9.4914235769693,0
2014-01-22,1.82,1.82,0,10.07,10.07,0,64.03,64.03,0,35.3,35.3,0,0.224486161986162,0.224486161986162,0,1203,1203,0,7.65033577533578,7.65033577533578,0
2014-01-23,1.676,1.676,0,10.25,10.25,0,70.77,70.77,0,29.3,29.3,0,0.202339123132679,0.202339123132679,0,879.8,879.8,0,6.07569831167683,6.07569831167683,0
2014-01-24,1.545,1.545,0,8.716,8.716,0,65.29,65.29,0,23.78,23.78,0,0.178143353709697,0.178143353709697,0,636.6,636.6,0,4.76896799712334,4.76896799712334,0
2014-01-25,1.484,1.484,0,8.04,8.04,0,62.7,62.7,0,20.72,20.72,0,0.161600279524808,0.161600279524808,0,469.7,469.7,0,3.6633036338225,3.6633036338225,0
2014-01-26,1.441,1.441,0,7.573,7.573,0,60.84,60.84,0,18.27,18.27,0,0.146744159148739,0.146744159148739,0,349.7,349.7,0,2.80878119618578,2.80878119618578,0
2014-01-27,1.406,1.406,0,7.218,7.218,0,59.4,59.4,0,16.21,16.21,0,0.133439360413045,0.133439360413045,0,262.3,262.3,0,2.15923160002107,2.15923160002107,0
2014-01-28,1.382,1.382,0,6.972,6.972,0,58.38,58.38,0,14.55,14.55,0,0.121854397813153,0.121854397813153,0,200.3,200.3,0,1.67748700219757,1.67748700219757,0
2014-01-29,1.379,1.379,0,6.94,6.94,0,58.23,58.23,0,13.57,13.57,0,0.113894260467865,0.113894260467865,0,155.9,155.9,0,1.30848306609728,1.30848306609728,0
2014-01-30,1.371,1.371,0,6.856,6.856,0,57.88,57.88,0,12.73,12.73,0,0.107467514925575,0.107467514925575,0,122.7,122.7,0,1.03584164032742,1.03584164032742,0
2014-01-31,10.35,10.35,0,129.8,129.8,0,145.1,145.1,0,198.7,198.7,0,0.222199856861693,0.222199856861693,0,5217,5217,0,5.83400429414922,5.83400429414922,0
2014-02-01,1.521,1.521,0,8.444,8.444,0,64.26,64.26,0,41.14,41.14,0,0.313055494679426,0.313055494679426,0,144.4,144.4,0,1.09881413300217,1.09881413300217,0
2014-02-02,1.423,1.423,0,7.395,7.395,0,60.13,60.13,0,32,32,0,0.260274329142917,0.260274329142917,0,71.88,71.88,0,0.584641211837276,0.584641211837276,0
2014-02-03,1.398,1.398,0,7.136,7.136,0,59.08,59.08,0,26.25,26.25,0,0.217324352249245,0.217324352249245,0,54.47,54.47,0,0.450958379695862,0.450958379695862,0
2014-02-04,1.381,1.381,0,6.96,6.96,0,58.33,58.33,0,21.61,21.61,0,0.181112049776061,0.181112049776061,0,43.71,43.71,0,0.36633075870947,0.36633075870947,0
2014-02-05,1.367,1.367,0,6.818,6.818,0,57.73,57.73,0,18.16,18.16,0,0.153756536346149,0.153756536346149,0,35.81,35.81,0,0.303195020184779,0.303195020184779,0
2014-02-06,1.355,1.355,0,6.698,6.698,0,57.22,57.22,0,15.48,15.48,0,0.132226322263223,0.132226322263223,0,29.73,29.73,0,0.253946289462895,0.253946289462895,0
2014-02-07,1.356,1.356,0,6.703,6.703,0,57.23,57.23,0,13.7,13.7,0,0.116935704140719,0.116935704140719,0,25.13,25.13,0,0.214495930296078,0.214495930296078,0
2014-02-08,1.344,1.344,0,6.593,6.593,0,56.76,56.76,0,11.97,11.97,0,0.103081597222222,0.103081597222222,0,21.31,21.31,0,0.183514522707231,0.183514522707231,0
2014-02-09,1.332,1.332,0,6.475,6.475,0,56.25,56.25,0,10.44,10.44,0,0.0907157157157157,0.0907157157157157,0,18.21,18.21,0,0.158231147814481,0.158231147814481,0
2014-02-10,1.313,1.313,0,6.289,6.289,0,55.44,55.44,0,8.999,8.999,0,0.0793260415785168,0.0793260415785168,0,15.58,15.58,0,0.137337451693887,0.137337451693887,0
2014-02-11,1.314,1.314,0,6.296,6.296,0,55.47,55.47,0,8.581,8.581,0,0.0755838125035233,0.0755838125035233,0,13.52,13.52,0,0.119087885450138,0.119087885450138,0
2014-02-12,36.98,36.98,0,770.5,770.5,0,241.2,241.2,0,193.9,193.9,0,0.0606872083007832,0.0606872083007832,0,22920,22920,0,7.17354726278469,7.17354726278469,0
2014-02-13,15.17,15.17,0,219.6,219.6,0,167.6,167.6,0,105.5,105.5,0,0.0804920774432969,0.0804920774432969,0,11250,11250,0,8.58327840035157,8.58327840035157,0
2014-02-14,7.673,7.673,0,82.31,82.31,0,124.2,124.2,0,45.63,45.63,0,0.0688290108171511,0.0688290108171511,0,4803,4803,0,7.24492086247593,7.24492086247593,0
2014-02-15,1.963,1.963,0,11.72,11.72,0,69.07,69.07,0,10.54,10.54,0,0.0621450538669082,0.0621450538669082,0,476.4,476.4,0,2.80890926586291,2.80890926586291,0
2014-02-16,5.866,5.866,0,56.91,56.91,0,112.3,112.3,0,21.51,21.51,0,0.0424409023752699,0.0424409023752699,0,3327,3327,0,6.56442967003826,6.56442967003826,0
2014-02-17,18.55,18.55,0,297,297,0,185.3,185.3,0,929.4,929.4,0,0.579889188379754,0.579889188379754,0,7895,7895,0,4.92600079864231,4.92600079864231,0
2014-02-18,4.407,4.407,0,39.32,39.32,0,103.3,103.3,0,1191,1191,0,3.12791518543731,3.12791518543731,0,479.2,479.2,0,1.25851969509787,1.25851969509787,0
2014-02-19,3.525,3.525,0,28.31,28.31,0,92.95,92.95,0,978.9,978.9,0,3.21414499605989,3.21414499605989,0,217.7,217.7,0,0.714801681113738,0.714801681113738,0
2014-02-20,2.798,2.798,0,20.4,20.4,0,84.36,84.36,0,728.3,728.3,0,3.01265123236174,3.01265123236174,0,114.3,114.3,0,0.472807958065285,0.472807958065285,0
2014-02-21,2.369,2.369,0,14.63,14.63,0,71.47,71.47,0,523.9,523.9,0,2.55958522896049,2.55958522896049,0,80.04,80.04,0,0.391046386192017,0.391046386192017,0
2014-02-22,2.108,2.108,0,13.53,13.53,0,74.28,74.28,0,387.8,387.8,0,2.12923431021154,2.12923431021154,0,57.66,57.66,0,0.316584967320261,0.316584967320261,0
2014-02-23,1.932,1.932,0,11.35,11.35,0,67.97,67.97,0,296.1,296.1,0,1.77385265700483,1.77385265700483,0,44.01,44.01,0,0.2636516563147,0.2636516563147,0
2014-02-24,1.871,1.871,0,10.65,10.65,0,65.85,65.85,0,220.7,220.7,0,1.36525822990281,1.36525822990281,0,58.21,58.21,0,0.360089177900509,0.360089177900509,0
2014-02-25,1.648,1.648,0,9.914,9.914,0,69.61,69.61,0,166.6,166.6,0,1.17004899316793,1.17004899316793,0,24.73,24.73,0,0.173681342143114,0.173681342143114,0
2014-02-26,1.548,1.548,0,8.756,8.756,0,65.44,65.44,0,124.1,124.1,0,0.92786989185568,0.92786989185568,0,18.51,18.51,0,0.138395420614413,0.138395420614413,0
