dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg,doc_kgday_fire,doc_kgday_nofire,doc_kgday_%chg,doc_mgL_fire,doc_mgL_nofire,doc_mgL_%chg
2014-01-01,0.8661,0.8661,0,3.423,3.423,0,45.75,45.75,0,23.37,23.37,0,0.312303557454233,0.312303557454233,0,137.3,137.3,0,1.83480010434173,1.83480010434173,0
2014-01-02,0.853,0.853,0,3.319,3.319,0,45.03,45.03,0,18.42,18.42,0,0.24993487039208,0.24993487039208,0,88.61,88.61,0,1.20231969953541,1.20231969953541,0
2014-01-03,8.951,8.951,0,104,104,0,134.5,134.5,0,152.5,152.5,0,0.197189844296313,0.197189844296313,0,500.8,500.8,0,0.647558518187498,0.647558518187498,0
2014-01-04,1.002,1.002,0,4.579,4.579,0,52.9,52.9,0,35.04,35.04,0,0.404746063428698,0.404746063428698,0,270.1,270.1,0,3.11991757226288,3.11991757226288,0
2014-01-05,0.9298,0.9298,0,3.944,3.944,0,49.09,49.09,0,23.43,23.43,0,0.291654716665472,0.291654716665472,0,162.8,162.8,0,2.02652103598544,2.02652103598544,0
2014-01-06,0.8874,0.8874,0,3.594,3.594,0,46.87,46.87,0,16.61,16.61,0,0.216638911844005,0.216638911844005,0,99.58,99.58,0,1.29879005667827,1.29879005667827,0
2014-01-07,2.335,2.335,0,16.57,16.57,0,82.12,82.12,0,49.6,49.6,0,0.245856134507098,0.245856134507098,0,136.3,136.3,0,0.675608692203981,0.675608692203981,0
2014-01-08,1.06,1.06,0,5.126,5.126,0,55.97,55.97,0,26.1,26.1,0,0.28498427672956,0.28498427672956,0,81.08,81.08,0,0.885307477288609,0.885307477288609,0
2014-01-09,0.9167,0.9167,0,3.835,3.835,0,48.42,48.42,0,17.22,17.22,0,0.217416336375647,0.217416336375647,0,50.85,50.85,0,0.642022108286971,0.642022108286971,0
2014-01-10,6.84,6.84,0,70.9,70.9,0,120,120,0,1760,1760,0,2.97812432315356,2.97812432315356,0,926.3,926.3,0,1.56740713666883,1.56740713666883,0
2014-01-11,0.9162,0.9162,0,3.832,3.832,0,48.4,48.4,0,25.81,25.81,0,0.326049827386872,0.326049827386872,0,51.57,51.57,0,0.651468020082951,0.651468020082951,0
2014-01-12,17.2,17.2,0,268.1,268.1,0,180.4,180.4,0,1682,1682,0,1.1318367786391,1.1318367786391,0,1679,1679,0,1.12981804478897,1.12981804478897,0
2014-01-13,8.186,8.186,0,93.7,93.7,0,132.5,132.5,0,306.6,306.6,0,0.433497570377609,0.433497570377609,0,558,558,0,0.788948611450444,0.788948611450444,0
2014-01-14,3.479,3.479,0,27.55,27.55,0,91.68,91.68,0,52.93,52.93,0,0.176089606421598,0.176089606421598,0,141.8,141.8,0,0.471745818828314,0.471745818828314,0
2014-01-15,12,12,0,153.6,153.6,0,148.2,148.2,0,76.02,76.02,0,0.0733217592592593,0.0733217592592593,0,568.3,568.3,0,0.548128858024691,0.548128858024691,0
2014-01-16,24.07,24.07,0,419.1,419.1,0,201.5,201.5,0,94.3,94.3,0,0.0453442120974319,0.0453442120974319,0,991.4,991.4,0,0.476715290279894,0.476715290279894,0
2014-01-17,46.16,46.16,0,1065,1065,0,267.1,267.1,0,108.2,108.2,0,0.0271298703382759,0.0271298703382759,0,1413,1413,0,0.35429303870595,0.35429303870595,0
2014-01-18,38.86,38.86,0,824.7,824.7,0,245.6,245.6,0,532.3,532.3,0,0.158540391910181,0.158540391910181,0,3756,3756,0,1.11868816835363,1.11868816835363,0
2014-01-19,2.471,2.471,0,15.9,15.9,0,74.47,74.47,0,318.2,318.2,0,1.49043721989898,1.49043721989898,0,1985,1985,0,9.29766776084057,9.29766776084057,0
2014-01-20,1.892,1.892,0,10.88,10.88,0,66.55,66.55,0,198.7,198.7,0,1.21552247278991,1.21552247278991,0,1243,1243,0,7.60389750215332,7.60389750215332,0
2014-01-21,1.56,1.56,0,8.879,8.879,0,65.88,65.88,0,126.9,126.9,0,0.94150641025641,0.94150641025641,0,797.4,797.4,0,5.91613247863248,5.91613247863248,0
2014-01-22,1.37,1.37,0,6.846,6.846,0,57.85,57.85,0,84.72,84.72,0,0.71573398215734,0.71573398215734,0,526.3,526.3,0,4.4463030548797,4.4463030548797,0
2014-01-23,1.261,1.261,0,5.805,5.805,0,53.26,53.26,0,59.4,59.4,0,0.545202220459952,0.545202220459952,0,364.1,364.1,0,3.34188768467119,3.34188768467119,0
2014-01-24,1.167,1.167,0,6.22,6.22,0,61.69,61.69,0,41.87,41.87,0,0.415258338887302,0.415258338887302,0,251.1,251.1,0,2.49035989717224,2.49035989717224,0
