dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg,doc_kgday_fire,doc_kgday_nofire,doc_kgday_%chg,doc_mgL_fire,doc_mgL_nofire,doc_mgL_%chg
2014-01-01,1.178,1.178,0,6.336,6.336,0,62.23,62.23,0,12.89,12.89,0,0.126646701880148,0.126646701880148,0,37,37,0,0.363532037980255,0.363532037980255,0
2014-01-02,1.174,1.174,0,6.286,6.286,0,61.98,61.98,0,11.75,11.75,0,0.11583932740236,0.11583932740236,0,26.63,26.63,0,0.262536279891476,0.262536279891476,0
2014-01-03,4.468,4.468,0,40.4,40.4,0,104.6,104.6,0,18.4,18.4,0,0.0476640472164196,0.0476640472164196,0,136.4,136.4,0,0.353335654365198,0.353335654365198,0
2014-01-04,1.182,1.182,0,6.376,6.376,0,62.43,62.43,0,11.92,11.92,0,0.116719934824842,0.116719934824842,0,21.83,21.83,0,0.213758068559253,0.213758068559253,0
2014-01-05,1.167,1.167,0,6.214,6.214,0,61.62,61.62,0,10.78,10.78,0,0.106913897616554,0.106913897616554,0,15.8,15.8,0,0.156701259957472,0.156701259957472,0
2014-01-06,1.147,1.147,0,6.007,6.007,0,60.6,60.6,0,9.736,9.736,0,0.0982434046950176,0.0982434046950176,0,11.36,11.36,0,0.11463075979205,0.11463075979205,0
2014-01-07,1.701,1.701,0,10.55,10.55,0,71.81,71.81,0,11.09,11.09,0,0.0754594247392601,0.0754594247392601,0,24.82,24.82,0,0.168882139046748,0.168882139046748,0
2014-01-08,1.17,1.17,0,6.248,6.248,0,61.79,61.79,0,9.518,9.518,0,0.0941555872111428,0.0941555872111428,0,9.248,9.248,0,0.0914846470402026,0.0914846470402026,0
2014-01-09,1.128,1.128,0,5.807,5.807,0,59.58,59.58,0,8.671,8.671,0,0.0889705640924612,0.0889705640924612,0,6.603,6.603,0,0.0677514282899921,0.0677514282899921,0
2014-01-10,2.459,2.459,0,15.75,15.75,0,74.12,74.12,0,158.3,158.3,0,0.745089843808835,0.745089843808835,0,832.1,832.1,0,3.91654617203621,3.91654617203621,0
