dates,flow_m3s_fire,flow_m3s_nofire,flow_m3s_%chg,sed_kgday_fire,sed_kgday_nofire,sed_kgday_%chg,sed_mgL_fire,sed_mgL_nofire,sed_mgL_%chg,nit_kgday_fire,nit_kgday_nofire,nit_kgday_%chg,nit_mgL_fire,nit_mgL_nofire,nit_mgL_%chg,doc_kgday_fire,doc_kgday_nofire,doc_kgday_%chg,doc_mgL_fire,doc_mgL_nofire,doc_mgL_%chg
2014-01-01,3.29,3.29,0,0.001469,0.001469,0,0.005168,0.005168,0,11.98,11.98,0,0.0421451086344703,0.0421451086344703,0,17.43,17.43,0,0.0613179669030733,0.0613179669030733,0
2014-01-02,3.228,3.228,0,0.0005718,0.0005718,0,0.00205,0.00205,0,11.79,11.79,0,0.0422733374638579,0.0422733374638579,0,8.307,8.307,0,0.0297849545642297,0.0297849545642297,0
2014-01-03,7.724,7.724,0,57.81,57.81,0,86.62,86.62,0,15.34,15.34,0,0.0229863149011259,0.0229863149011259,0,285.2,285.2,0,0.427359648618064,0.427359648618064,0
2014-01-04,4.087,4.087,0,5.754,5.754,0,16.3,16.3,0,12.2,12.2,0,0.0345494748479823,0.0345494748479823,0,71.17,71.17,0,0.201548043027123,0.201548043027123,0
2014-01-05,3.415,3.415,0,0.003943,0.003943,0,0.01337,0.01337,0,11.43,11.43,0,0.0387384089799902,0.0387384089799902,0,22.76,22.76,0,0.0771378992462448,0.0771378992462448,0
2014-01-06,3.234,3.234,0,0.0007469,0.0007469,0,0.002673,0.002673,0,11.03,11.03,0,0.0394749650702032,0.0394749650702032,0,8.785,8.785,0,0.0314403960237294,0.0314403960237294,0
2014-01-07,3.924,3.924,0,7.324,7.324,0,21.6,21.6,0,11.54,11.54,0,0.0340379242647336,0.0340379242647336,0,52.93,52.93,0,0.15612021935289,0.15612021935289,0
2014-01-08,3.33,3.33,0,0.01374,0.01374,0,0.04776,0.04776,0,10.68,10.68,0,0.0371204537871205,0.0371204537871205,0,16.56,16.56,0,0.0575575575575576,0.0575575575575576,0
2014-01-09,3.166,3.166,0,0.001857,0.001857,0,0.006791,0.006791,0,10.25,10.25,0,0.0374713389953441,0.0374713389953441,0,5.395,5.395,0,0.0197227194029152,0.0197227194029152,0
2014-01-10,4.724,4.724,0,8.093,8.093,0,19.83,19.83,0,136.2,136.2,0,0.333697901966318,0.333697901966318,0,521.6,521.6,0,1.2779502618622,1.2779502618622,0
2014-01-11,3.483,3.483,0,0.3528,0.3528,0,1.172,1.172,0,43.04,43.04,0,0.143022724130964,0.143022724130964,0,169.8,169.8,0,0.564248572431174,0.564248572431174,0
2014-01-12,3.303,3.303,0,1.048,1.048,0,3.671,3.671,0,23.41,23.41,0,0.0820312061986297,0.0820312061986297,0,111.6,111.6,0,0.391058633565446,0.391058633565446,0
2014-01-13,3.115,3.115,0,0.1522,0.1522,0,0.5655,0.5655,0,14.84,14.84,0,0.0551394090719933,0.0551394090719933,0,46.34,46.34,0,0.172180607573866,0.172180607573866,0
2014-01-14,3.834,3.834,0,11.19,11.19,0,33.79,33.79,0,11.76,11.76,0,0.0355010722772851,0.0355010722772851,0,73.07,73.07,0,0.220583618307927,0.220583618307927,0
2014-01-15,9.135,9.135,0,61.47,61.47,0,77.88,77.88,0,10.45,10.45,0,0.0132401832593403,0.0132401832593403,0,377.8,377.8,0,0.478673802428592,0.478673802428592,0
2014-01-16,17.01,17.01,0,155.4,155.4,0,105.8,105.8,0,10.16,10.16,0,0.00691314477322708,0.00691314477322708,0,834.2,834.2,0,0.567612733250593,0.567612733250593,0
