scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check,metric
SURQ_fire,313,10.1378048497268,231.234005198361,97.3129508196721,964.143055152505,633.246828777284,420.333240901639,19.7659372786885,1202.81061250301,875906339.016393,0.424940073170713,0.26587789414612,0.600401234771496,0.0136898861396096,1.25645225804336,103.238004406215,mean
SURQ_nofire,313,10.0262663743169,226.780886718852,97.2741584699453,959.676897178913,348.230496305519,456.344382814208,12.0136715,972.992410558743,866269414.740984,0.422638856696075,0.156439136628655,0.736398557751625,0.00803781948817345,0.860764398793425,103.194553427557,mean
SURQ_fire,313,0,0,0,0,0,0,0,0,0,0,0,0.00140748435416025,0,0.00033792755470575,2.20771773595089,min
SURQ_nofire,313,0,0,0,0,0,0,0,0,0,0,0,0.00143845202864573,0,0.00043275691350166,2.24992449125986,min
SURQ_fire,313,373.6,16140,500,51900,57110,42590,995.9,81620,32279040000,8.60347242114644,3.65112746816217,13.6080420633266,0.250710752813802,14.5210425103086,500.014870330716,max
SURQ_nofire,313,360,15550,500,42450,14660,56620,356.1,100300,3.1104e+10,7.24019222582441,2.25136719389593,23.7078779599271,0.06996764632684,9.58384090957663,499.935699588477,max
SURQ_fire,313,1.8765,10.795,69.9,0.5316,0.3155,23.105,0.07587,71.455,162129600,0.00713068524550609,0.0047128069623224,0.103472412428863,0.00158936218791267,0.357445675010505,72.0692588972159,median
SURQ_nofire,313,1.963,11.715,70.935,0.22335,0.098285,26.9,0.050965,77.125,169603200,0.00269861441584349,0.00130912466652246,0.100108856232019,0.00103691777689255,0.364083897832908,72.4984324663251,median
SURQ_fire,313,26.1976333101761,968.410333949979,80.9752480771023,3999.74509371169,3454.46721680378,2626.85315188079,71.4253302832519,4863.42793970835,2263475517.99921,1.03661444166359,0.587418830018577,1.66186210168548,0.0259852268563219,2.25364355541963,79.6526828838843,standard deviation
SURQ_nofire,313,25.5688889794983,938.790748952429,80.1602756472171,3831.90279815309,1378.82979226955,3255.76876630934,36.9617960469761,5531.73055182472,2209152007.82865,1.02486753336798,0.359958024058585,2.19468133616233,0.0148613148840232,1.26898901575087,78.7709750000888,standard deviation
SURQ_fire,313,56.265,1387.5,285.4,5401.75,2951.5,1236.25,112.4,6590.25,4861296000,2.67091601075331,1.65916200621179,3.1184550789031,0.0663561397230703,6.18567592759092,290.091774751462,95% Quantile
SURQ_nofire,313,56.2225,1393.75,284.925,5361.75,2048.5,1183,80.3575,4380.5,4857624000,2.61372861751261,0.90716084204186,3.90607186825999,0.0447346624957103,3.25599092706216,287.550883545217,95% Quantile
SURQ_fire,313,5.7115,53.9975,112.175,101.3025,68.01,108.95,4.9645,504.275,493473600,0.213508299597794,0.15693155682449,0.402117685095377,0.0141272868545596,1.27361467366964,117.828802412074,75% Quantile
SURQ_nofire,313,5.68225,54.2475,110.35,95.095,39.495,110.675,3.01225,410.825,490946400,0.158409791455955,0.0684194618018148,0.407907907907908,0.0068506624213146,1.24283368453025,116.027227722772,75% Quantile
SURQ_fire,313,1.2155,5.565,53.005,0,0,5.421,0,1.8635,105019200,0,0,0.02463588989845,0.00015890477936682,0.0659343565479968,56.908726233652,25% Quantile
SURQ_nofire,313,1.28975,6.0755,56.5625,0,0,6.9745,0,2.31525,111434400,0,0,0.025490991781463,0.00013815316199071,0.073858211888917,59.0974212034384,25% Quantile
SURQ_fire,313,0,0,0,0,0,0,0,0,0,0,0,0.00437310373113017,0,0.000744897561015232,20.4494186219264,5% Quantile
SURQ_nofire,313,0,0,0,0,0,0,0,0,0,0,0,0.00444798010416881,0,0.000850197773563078,20.5402697477512,5% Quantile
