scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check,metric
GWQ_fire,313,9.5453825136612,96.4442896174863,84.4472404371585,600.45361924918,228.325694771585,54.9637431693989,9.69929295081967,366.441131420765,824721049.180328,0.227972494797917,0.0987857951598291,0.0768405200557053,0.00485139698613219,0.182679822446122,84.4467249331325,mean
GWQ_nofire,313,9.42206010928962,91.148306010929,82.4288524590164,444.15636652623,141.74225779153,38.5014207650273,6.75547907103825,315.208221584699,814065993.442623,0.142119451615744,0.0476891069985707,0.0607550366961965,0.00266377099914004,0.14861802048856,82.4285289633036,mean
GWQ_fire,313,4.715,28.87,67.76,0,0,10.52,0,0.2425,407376000,0,0,0.00527826036158226,0,0.00052678546602157,67.7648412596309,min
GWQ_nofire,313,4.733,29.07,67.82,0,0,10.35,0,0.243,408931200,0,0,0.00404727830049836,0,0.00052638966872543,67.8072560901622,min
GWQ_fire,313,124.7,3276,304,42830,17620,1805,449.2,56530,10774080000,11.7431867870208,4.9414734723034,1.86082214443404,0.189473883585514,5.24685170334729,304.063084736701,max
GWQ_nofire,313,107.5,2260,243.4,21490,5909,237.6,209.1,50100,9.288e+09,2.59808087245946,0.896271510516252,0.268145343392423,0.0423477535874492,5.39405684754522,243.324720068906,max
GWQ_fire,313,6.429,40.11,73.185,0.002368,0.00093585,28.095,0,22.525,555465600,4.32985414154312e-06,1.75151736371644e-06,0.0472785489649238,0,0.0418726946494623,73.1880755465876,median
GWQ_nofire,313,6.4645,40.665,73.505,0.0003057,0,27.9,0,17.065,558532800,5.8088892537259e-07,0,0.0455494239185768,0,0.0323038331119795,73.4967634389234,median
GWQ_fire,313,11.4414950927487,232.45513433405,29.3497052382035,2843.98955377731,1121.35462107153,121.433353085414,35.6137985787098,3004.97161204986,988545176.013486,0.82921141246099,0.370771922839281,0.125808100872456,0.0154440448558833,0.385971434181463,29.3493214432535,standard deviation
GWQ_nofire,313,10.9377773431048,196.381840004869,26.4498309142397,1859.97604281097,564.818020206239,31.3563966103705,23.5304271136355,2671.07376601391,945023962.444251,0.442137345225429,0.146019529918499,0.0435789529993965,0.00721980245246294,0.367361035986081,26.4493980345411,standard deviation
GWQ_fire,313,31.93,413.975,155.575,3387.5,1139,171.825,57.555,971.575,2758752000,1.42157844914317,0.57191430010366,0.216046940926569,0.0301133705093973,0.670901868508905,155.579315652177,95% Quantile
GWQ_nofire,313,31.3775,407.95,150.475,2624,991.425,95.97,52.28,886.675,2711016000,1.12986511930731,0.379570545459192,0.143820232971199,0.0196282193731948,0.479104475515735,150.502700134516,95% Quantile
GWQ_fire,313,6.943,47.575,77.95,7.1865,4.2725,49.52,0.667025,181.125,599875200,0.0118128604110407,0.0076234819067081,0.079799909663489,0.00116424250309523,0.257574077785076,77.9493798971479,75% Quantile
GWQ_nofire,313,6.9085,45.605,76.43,1.868,1.029875,47.835,0.358575,126.175,596894400,0.00342401195950055,0.00193602465505038,0.0820949044127157,0.000590738190335303,0.204606810999597,76.4361987691628,75% Quantile
GWQ_fire,313,5.699,34.955,71.36,0,0,18.2675,0,3.14875,492393600,0,0,0.0306479624307706,0,0.0058615487791951,71.3527226456338,25% Quantile
GWQ_nofire,313,5.69375,35.09,71.73,0,0,19.5425,0,2.95975,491940000,0,0,0.0315602924655616,0,0.00568508197470308,71.7277486305414,25% Quantile
GWQ_fire,313,5.14325,31.09,69.6475,0,0,11.2525,0,0.3562,444376800,0,0,0.0132971186358856,0,0.00078012871465417,69.648959538758,5% Quantile
GWQ_nofire,313,5.16,31.2825,69.7325,0,0,11.155,0,0.357525,445824000,0,0,0.0102559808512592,0,0.000783667804207112,69.7324575386104,5% Quantile
