scenario,subbasin,flow,sed,sed_con,org_n,org_p,nitrate,othop,doc,flow_L,org_n_mgL,org_p_mgL,nitrate_mgL,othop_mgL,doc_mgL,sed_conc_check,metric
HRU_SLP_neg_1_fire,313,9.37513142076503,56.3411172469126,29.5474653852459,101.035804022131,52.7831875022131,24.0057403005464,7.02413103825137,318.619097931888,810011354.754098,0.0408909645381577,0.0232207177555574,0.0544457428788691,0.0049678906204205,0.253628559375129,29.5468058308145,mean
HRU_SLP_neg_1_nofire,313,9.19421174863388,48.9068843443689,22.1366566321257,93.8758268556557,46.8077916042896,13.4400855737705,6.54159016393443,246.775363747388,794379895.081967,0.034940388847374,0.0180265509428265,0.0264659747335029,0.00432911951865796,0.183801965828956,22.1362376157263,mean
HRU_SLP_neg_1_fire,313,0.1104,4.43e-05,0.001285,0,0,0.02417,0,2.831e-06,9538560,0,0,0.00061463555726957,0,3.9067605007972e-08,0.00128429459138121,min
HRU_SLP_neg_1_nofire,313,0.1103,0,0,0,0,0.01626,0,2.871e-06,9529920,0,0,0.00061561385283849,0,3.93648838845883e-08,0,min
HRU_SLP_neg_1_fire,313,143.8,1787,195.2,4671,2380,902.4,213,20190,12424320000,0.375956189151599,0.210317157212208,3.16207800721075,0.0383769138065655,2.2024555858997,195.213736880404,max
HRU_SLP_neg_1_nofire,313,124.9,1453,195.1,3963,1791,96.99,186.6,15290,10791360000,0.36723823503247,0.173636152379121,0.245405527429908,0.0296413574526024,1.99671746885564,195.088177540662,max
HRU_SLP_neg_1_fire,313,6.224,1.344,4.5545,0.87625,0.50575,12.365,0.2938,12.015,537753600,0.00283125711113212,0.00164080609070216,0.0147172029743477,0.00174080004617215,0.03467105244449,4.55461988251402,median
HRU_SLP_neg_1_nofire,313,6.154,0.21135,0.38255,0.4588,0.2637,10.9,0.1678,5.043,531705600,0.00139080863450697,0.000751917315301,0.0129153941105612,0.00087545823664417,0.0156407873108695,0.382494527294109,median
HRU_SLP_neg_1_fire,313,13.2790429743487,173.52412538092,43.9185949166433,363.496084624187,183.547108366298,66.0702444792867,19.3872327692598,1259.3850838661,1147309312.98373,0.0744441342830297,0.0410746914701198,0.203404725675478,0.00684912868794699,0.428934719983339,43.9174711084869,standard deviation
HRU_SLP_neg_1_nofire,313,12.6937514567504,161.993286623866,41.6524569454578,335.891729490753,160.398704766167,12.9629536747552,18.4199857290408,982.378961533661,1096740125.86323,0.0712990335318207,0.03570682782991,0.0299753405550804,0.00615844698717449,0.347633352178645,41.6513790421392,standard deviation
HRU_SLP_neg_1_fire,313,34.365,313.75,123.875,519.4,279.475,59.015,42.4825,1386.75,2969136000,0.21727527689648,0.112858051865779,0.120936058324865,0.0180626952259755,1.15654482160427,123.843118572297,95% Quantile
HRU_SLP_neg_1_nofire,313,34.33,312.5,119.7,519.425,270.1,33.045,41.775,1190.5,2966112000,0.213334580634088,0.106272042085778,0.0878780166796516,0.0165937067334888,0.916559337906824,119.690756558187,95% Quantile
HRU_SLP_neg_1_fire,313,9.77125,22.675,53.265,18.225,11.835,28.5125,2.64425,172.45,844236000,0.0403337184791394,0.0245459518895473,0.0491946730943673,0.00843802892183212,0.326299981551107,53.2533200711418,75% Quantile
HRU_SLP_neg_1_nofire,313,9.3795,5.433,23.3475,8.7905,4.45025,23.6375,1.6175,101.2925,810388800,0.0277947185556079,0.0150235009442023,0.0430225432503045,0.00671101636180614,0.201873364174592,23.3463984589798,75% Quantile
HRU_SLP_neg_1_fire,313,2.70475,0.0047005,0.02191,3.4875e-06,0,1.43425,0.04476,0.004567,233690400,2.71106752845208e-07,0,0.00469402629083938,9.39208260237567e-05,3.18223114824716e-05,0.0219087074383698,25% Quantile
HRU_SLP_neg_1_nofire,313,2.648,6.52175e-05,0.000172775,0,0,1.3595,0.0397675,0.002846,228787200,0,0,0.00416558298538378,6.94358086531249e-05,2.43468149657687e-05,0.000172738406763797,25% Quantile
HRU_SLP_neg_1_fire,313,0.171225,0.000420525,0.003775,0,0,0.06649,0,8.8175e-06,14793840,0,0,0.00142172379983936,0,5.1399981843486e-08,0.00377493475458978,5% Quantile
HRU_SLP_neg_1_nofire,313,0.171225,0,0,0,0,0.06652,0,8.811e-06,14793840,0,0,0.00135137735649815,0,5.12787264970093e-08,0,5% Quantile
