year,scenario,sev,flow_mm_yr,nitrate_kg_yr,avg_nitrate_mgL,sd_nitrate_mgL,q_05_nitrate,q_25_nitrate,q_50_nitrate,q_75_nitrate,q_95_nitrate,doc_kg_yr,avg_doc_mgL,sd_doc_mgL,q_05_doc,q_25_doc,q_50_doc,q_75_doc,q_95_doc,nitrate_rb,nitrate_rb_ld,doc_rb,doc_rb_ld,precip_mm
1988,PER_10,HIGH,1313.1804727380368,22072.889,0.07854614448017187,0.08706512416622018,0.01133217938511022,0.0166215806292099,0.0342153808690219,0.111959670523358,0.268307815179443,267916.51,0.6335540399021053,0.9982791672802954,0.09471931193882781,0.130553547039447,0.159017713365539,0.57481767157357,3.188516261117447,0.21152335106335943,0.33598759999200833,0.35759520128317257,0.4735131104835607,1774.4
1988,PER_50,LOW,1314.8542985530576,21963.314,0.07945768714007181,0.08941727833339384,0.01136204118816504,0.0168917524922427,0.0337099162118223,0.107220754162997,0.2827963098939732,308154.962,0.7380876702248881,1.0644019951205808,0.08241264681946016,0.128365167086808,0.158978279516826,0.908714687954454,3.2755615899201502,0.22918490021049392,0.35090387543519164,0.28368128747473076,0.4260568616123728,1774.4
1988,PER_95,LOW,1325.779907285743,23023.913,0.0804557346024919,0.08862307310684098,0.011359203129815039,0.0168235315957526,0.0373877741353155,0.112230867147243,0.2781499024931455,375362.109,0.9268435257911902,1.2322254128927284,0.08860448521874598,0.128394871619387,0.171761373245392,1.42165280790552,3.636828703703708,0.234771562900039,0.32886508040575035,0.2539792623443248,0.38297219818743083,1774.4
1988,PER_90,HIGH,1399.823411407458,27657.801,0.0834735190926061,0.09528913628095624,0.01095632196086738,0.0153709182555336,0.0407789827206071,0.121064313772647,0.2792174600348761,472003.92,1.0504882609147148,1.1588743748837051,0.1169503916974034,0.13488823851578,0.334270220633857,1.78575510297378,3.2862081733739243,0.32874627779775695,0.39491284936210225,0.24743142350390246,0.5102067160798156,1774.4
1988,PER_80,MOD,1363.6254139029322,23752.091,0.07579892510364201,0.08038853481764204,0.01123234869730246,0.0169616419768064,0.040006038647343,0.102209697620326,0.2615527038730576,407644,0.9325297774267045,1.1936855254097,0.09773614716322625,0.131059368191721,0.19871505437032,1.53396118721461,3.5114403704173744,0.26021976954268217,0.3725401270987047,0.24180970265930263,0.4155882338511053,1774.4
1988,PER_35,LOW,1310.9318567254943,21874.106,0.07988395993305038,0.09064114586918076,0.01136204118816504,0.0169114094241718,0.032511444028298,0.111124356433175,0.2843028274911956,286051.943,0.679579126490765,1.0372200038047725,0.08023725124996298,0.128060626053808,0.150784796124652,0.700652356902357,3.2865972358148245,0.22492279984075586,0.34515426596177234,0.30464799212232607,0.44358228323588067,1774.4
1988,PER_75,LOW,1320.030334408791,21992.961,0.07797013961840436,0.08765200471721742,0.011358483895152701,0.0167109487085632,0.0337183354177395,0.113236734330484,0.27891396967363286,345135.569,0.8288384506872393,1.1718194741961212,0.08880758632024174,0.128365167086808,0.160651572890981,1.14350596237462,3.3920950193153523,0.2347110467288662,0.33788024268310213,0.26875746586266003,0.37184136764530346,1774.4
1988,PER_70,HIGH,1378.2800575871256,26540.158,0.08071708251892333,0.08650780081142574,0.011156900845129221,0.0159933683835886,0.0404004301232939,0.124297091208856,0.25304175133039103,426839.36,0.9728479072438021,1.084619356162925,0.11819523656868441,0.134631068892727,0.314158101982411,1.58688562776613,3.1010806417310466,0.30356261507741167,0.38828951206695905,0.2684690740774373,0.5050098706923373,1774.4
1988,PER_60,MOD,1346.6210646511092,22499.267,0.07525262406276331,0.08127071571688187,0.011346716580026221,0.0171672405236057,0.0365059928364405,0.10740439556657,0.24990028982208567,357180.16,0.8364353730244638,1.1049987170622149,0.10228413668723779,0.131238168240363,0.176948082629321,1.30622700701921,3.2453965980682487,0.249154349065417,0.32244797130502073,0.2638021696062254,0.4006267033420894,1774.4
1988,PER_15,LOW,1306.7479187760935,21414.84,0.07939328533185229,0.09188317933252811,0.01126896805830908,0.0159395474759819,0.0296903913607866,0.113083957899936,0.28190430968208724,265097.623,0.6239017565462578,1.0234973657301079,0.0794273455833103,0.12744543614205,0.148199163350679,0.499256255676414,3.0707777555010782,0.2196034599976771,0.33601848064239564,0.3427061395205,0.4725551764000539,1774.4
1988,PER_55,LOW,1316.1755641015754,21915.88,0.07889951366504423,0.08881526621739369,0.01136204118816504,0.0168697224079439,0.0337235211648869,0.110967926689576,0.2775464168274142,317407.961,0.7603740342748618,1.0777407974583044,0.08241837074161022,0.128365167086808,0.160733706497446,1.0226019460848,3.4019219502334783,0.23040328025250076,0.35554141563104014,0.2799313014339614,0.42191061490105475,1774.4
1988,PER_50,HIGH,1356.463929058231,24613.542,0.07836072781301961,0.08131851880152818,0.01130118547826838,0.0166262781603035,0.0406067153761621,0.120034308950815,0.253460241842314,351174.46,0.8095453075050874,1.0136304812666483,0.1100190000113052,0.134540700237066,0.216595980437108,1.25060034401108,3.007445815414224,0.27166047025618556,0.3717839147246666,0.31936493155322054,0.4936996841968519,1774.4
1988,PER_95,HIGH,1406.2722566613368,28494.97,0.08456496323933238,0.09704910400886554,0.01094381564670054,0.0153380226651036,0.0395676086829325,0.118664307023836,0.2808158537325208,485661.43,1.0708928782104603,1.1741632360796916,0.116647173751333,0.136436361160626,0.344476659052305,1.78167675132642,3.2948183104423525,0.3278934931046088,0.40252946397206246,0.24681355746010944,0.5127420763061213,1774.4
1988,PER_85,MOD,1363.3430315093824,23302.136,0.07575349307975342,0.08118911365628832,0.01134650894053688,0.0165894618633794,0.0361253167151054,0.10808552748982,0.25370555056729804,420485.66,0.9816522256651987,1.2326234512228866,0.105123915058411,0.13109792640537,0.191344302578913,1.7526906169471,3.5536679380803164,0.2631907322280257,0.32855485866188405,0.23244867722527013,0.400461337968101,1774.4
1988,PER_80,LOW,1323.2580988392044,22604.784,0.07980471912781656,0.08819618304595779,0.011353190219848019,0.0174915232133542,0.037911428764531,0.112144016526487,0.279063611959789,353840.629,0.8533729346462239,1.1739029914933918,0.0844270207076517,0.128368840181467,0.171650634323156,1.2728110859438,3.6344395145556483,0.23307714995449452,0.33086469660581586,0.25935787310524583,0.385805277324442,1774.4
1988,PER_35,HIGH,1338.5627232990832,24019.381,0.07864294685636582,0.08166696693739578,0.01134563784961928,0.0167841212387116,0.0394134590524207,0.117526863283036,0.2599300645487922,318609.83,0.7433699627690556,1.0066892922436568,0.10842542507993899,0.134637496974098,0.204462155498402,0.989139925780397,3.195891433400376,0.24149252029020304,0.34370248758700317,0.3367445808321487,0.46786064321995335,1774.4
1988,PER_75,HIGH,1382.1444355793287,25926.44,0.07994269380770695,0.08984003423027284,0.01115618741393574,0.0165474932709481,0.040427832176783,0.114469363439548,0.26069829756204,416647.92,0.9129201281665622,1.1062738668414047,0.1157140236321734,0.134653838394627,0.238547460769683,1.45842667264038,3.218097757367726,0.3123951940302793,0.38735599642681373,0.29991795513531366,0.5276536601934794,1774.4
1988,PER_65,MOD,1350.8684968665154,22920.791,0.07537242673497949,0.08126714067139355,0.011240616391428818,0.0169509282980675,0.0366577990241092,0.104665301175243,0.2517585151333598,369397.69,0.8584474290339484,1.1216731013406185,0.10261368504460461,0.131059368191721,0.179135887670509,1.39700476449639,3.3408282873253565,0.2518327014653836,0.32657180112152323,0.26074709633648036,0.40546861568083986,1774.4
1988,PER_60,LOW,1317.2453589386776,21885.432,0.07869636476850822,0.08852113435798278,0.01136204118816504,0.0168681030495259,0.0338040865384615,0.110976856182656,0.2798441323174594,324933.851,0.7827216637226571,1.0981258504026257,0.08870336561125874,0.12841399376239299,0.160911281751912,1.04245401864449,3.387157059896272,0.2334758060554209,0.3558982066243883,0.27329613541615566,0.4178944655415418,1774.4
1988,PER_15,HIGH,1317.4993360026988,22481.71,0.07832213152332915,0.08522393337048492,0.01130162960576368,0.0165140061603859,0.0354441463596393,0.116712880704966,0.2658286745436064,280576.06,0.6644647814026557,1.0119197044115809,0.09923012795532024,0.130957985830867,0.166296640506678,0.701086543968974,3.1534221517006547,0.21625223197160243,0.33850120831555963,0.3484202265104603,0.48945437468898806,1774.4
1988,PER_55,HIGH,1362.477086684192,24405.782,0.07738056173561444,0.08201199452671012,0.0112947666021636,0.0166006057696436,0.0390520246714937,0.114114883100836,0.2522086411978109,365621.64,0.8284479964337285,1.0267728349271492,0.1106410360509044,0.134611513687601,0.219217561932794,1.32343550446999,3.0357857616385164,0.2917211240496262,0.38200001130879563,0.3189334238779164,0.5117070751063859,1774.4
