"basin","sev","min","max"
"Humid, Forested Basin","UNBURN",0,0
"Humid, Forested Basin","LOW",-2.72642495360142,0.765451356350865
"Humid, Forested Basin","MOD",-4.65120209353223,-0.664128292020304
"Humid, Forested Basin","HIGH",-1.44900560499726,11.1302096152547
"Semi-Arid, Mixed Land Use Basin","UNBURN",0,0
"Semi-Arid, Mixed Land Use Basin","LOW",-0.166216708743431,25.4845862946324
"Semi-Arid, Mixed Land Use Basin","MOD",0.265293446290233,29.4747398727553
"Semi-Arid, Mixed Land Use Basin","HIGH",-0.803155159313676,29.6798028900008
