year,scenario,sev,flow_mm_yr,nitrate_kg_yr,avg_nitrate_mgL,sd_nitrate_mgL,q_05_nitrate,q_25_nitrate,q_50_nitrate,q_75_nitrate,q_95_nitrate,doc_kg_yr,avg_doc_mgL,sd_doc_mgL,q_05_doc,q_25_doc,q_50_doc,q_75_doc,q_95_doc,nitrate_rb,nitrate_rb_ld,doc_rb,doc_rb_ld,precip_mm
1988,PER_10,HIGH,243.8223776475544,5309.1073,0.04481304513241175,0.09312355538700218,0.003336238895163376,0.0046032964166767,0.00787500272491444,0.0255969430033146,0.25448803674329046,29695.226,0.2530410591905775,0.5205685194705648,0.04891895647422501,0.107060185185185,0.125638490690394,0.180689675727229,0.8408775371210775,0.25944492508214523,0.46324155098541714,0.29250166486568885,0.6916742105279818,543.74
1988,PER_50,LOW,235.40550386489838,5588.7343,0.04810375821026904,0.09991778090821352,0.0033627650425676003,0.004306274123347294,0.007787266897706108,0.02528311212904236,0.289313829779144,29583.576,0.25081353217166485,0.6767106217472103,0.040418722220273776,0.08631573247608951,0.1166760194537972,0.15515638670166232,0.678467071529476,0.25490620007542797,0.4817765446462538,0.25791078979961374,0.6812606427296011,543.74
1988,PER_95,LOW,226.9318090556591,5684.6793,0.05118144606137362,0.10485961975933183,0.0033548941373665415,0.004242203268842612,0.007849254838811532,0.029653575989782886,0.3382157037955406,34493.6489,0.2888057897493513,0.8567100870653713,0.027437280142357367,0.07924659186874171,0.11455476202798047,0.14893640643041123,1.033779126490172,0.2657812047874467,0.5063675271883851,0.266106010716678,0.7095458404807964,543.74
1988,PER_90,HIGH,248.6432131760572,5771.5854,0.056631003613095664,0.11741476348344243,0.0033038421516786054,0.00467201180717605,0.008334669170407009,0.03265750046528942,0.3278069178340328,104904.742,0.6706611031937323,1.554675819119492,0.0576760411758537,0.11280281166644807,0.13039786511402232,0.2897555986218777,3.8906199328502193,0.3457924545360845,0.41457804644110435,0.4167303121840405,0.8828416450421278,543.74
1988,PER_80,MOD,238.7668961643839,5785.1457,0.05143147782616323,0.10423914489996461,0.0033093452908145187,0.004391120651470238,0.007945868344051697,0.030153183364988914,0.3005660307581223,59040.894,0.44294825964252826,1.047841115344827,0.042949757310039985,0.10356232419127989,0.12562668812668812,0.19631235880536385,2.321051350781305,0.28253259698120176,0.458341057857886,0.28789921341002933,0.7324493765287498,543.74
1988,PER_35,LOW,236.259685647732,5296.3203,0.04556230720778833,0.09715136649698186,0.003296450716522384,0.00415920796432385,0.007584543818287828,0.022805650037792894,0.26949686939628353,25355.136,0.2243534647742544,0.5703728477137183,0.030207395491959076,0.08462629295962627,0.11662861491628615,0.15494204764971026,0.5775445854206025,0.2607383342793378,0.48415619803054577,0.2452373029134512,0.6330352556578676,543.74
1988,PER_75,LOW,230.33910057856465,5493.0169,0.04885304112036133,0.10047017889650492,0.0033528491634841327,0.004220581340834506,0.007780021730914588,0.027256456086888578,0.29703820354103533,30595.085,0.2602682416114052,0.7404353151218223,0.028058379729947458,0.08150437050856826,0.11548399553057938,0.15104879160966714,0.7769550235840367,0.2588098475141642,0.49349485889985156,0.2578616281148026,0.681223438339851,543.74
1988,PER_70,HIGH,249.80182294073103,5711.2574,0.0524932431092739,0.10623822119642845,0.0033362388951633714,0.004750617283950617,0.008381779215112546,0.03249869587897757,0.30427602431823325,73356.402,0.5256136761502554,1.0772057274023665,0.059016334082150304,0.1124397570476002,0.13039786511402232,0.2723587026332691,3.1630566293968565,0.32997264502113327,0.4188598468701481,0.35333361583766487,0.771137971025351,543.74
1988,PER_60,MOD,240.280049779843,5526.868,0.04861291579023561,0.10021151758945719,0.0033002574904364684,0.0043783849698926895,0.007849254838811532,0.02589079141092564,0.27563289071962005,49967.488,0.3926893012236926,0.8960764983065292,0.04333713457654026,0.10334317898821418,0.12555217859554973,0.18517295043457835,1.987660191962713,0.2742727193790717,0.44349647938036507,0.27555669444654984,0.66903571378253,543.74
1988,PER_15,LOW,240.26605189920662,5342.6251999999995,0.04483286977945018,0.09609361318782968,0.003336238895163376,0.00430627412334729,0.00765253312255345,0.0232373166695201,0.26711078836613844,25049.378,0.21872828108630823,0.5321004666457849,0.04100011153592082,0.0864764066030871,0.116686850338077,0.158300884793975,0.5166275799493227,0.25443153554911624,0.4708579594915249,0.25184297597054517,0.6582374221028563,543.74
1988,PER_55,LOW,233.3587026518447,5279.9069,0.04555727934325951,0.09677402122658794,0.003285475158387863,0.0040944262043277075,0.007659166104526034,0.022570647570647574,0.2679922528117791,31989.766,0.27031669060511015,0.7445067780747918,0.03277178743335529,0.08231637935939012,0.11661851450583843,0.15419357600665395,0.9537072742121127,0.26296079270475287,0.4846067645624585,0.26191683675305116,0.6690719775818303,543.74
1988,PER_50,HIGH,245.1504481745991,5591.0834,0.05108812688096931,0.10305048597613856,0.0033362388951633714,0.00467201180717605,0.008203294737111162,0.03028008538133149,0.29954723445713416,61658.025,0.44600196720023105,0.9787524884639447,0.05115087848170867,0.11096150009974065,0.12897871877302258,0.23719302115501775,2.266448529412565,0.29782304441282065,0.42394391755987754,0.35151573164227606,0.7844814036777856,543.74
1988,PER_95,HIGH,250.83503934503744,5853.6506,0.05712656097519144,0.11817379677906681,0.003312571615694492,0.004745587113330559,0.008349577647823262,0.03471566095574032,0.3238078165161422,101475.512,0.6561022752744047,1.4753885101025657,0.060008533759953894,0.11285895043856825,0.13039786511402232,0.2929261180086262,3.9009956846531377,0.35279738470777666,0.413018450400849,0.38692072012832324,0.8578466300322781,543.74
1988,PER_85,MOD,238.2481105141317,5863.78,0.05240201950335631,0.10650426773596926,0.0033152818631892785,0.00439068100358423,0.007945868344051697,0.029125901132852728,0.31578121442952123,60599.631,0.4461581721419753,1.1178168718757993,0.04288599665459462,0.1030944840327263,0.12562668812668812,0.19341392887904513,2.2207203490178733,0.2883813074808696,0.4591199703945237,0.3043751602436353,0.7602904380721394,543.74
1988,PER_80,LOW,229.71420753682185,5487.9364,0.048721582221759874,0.10064328525015877,0.0033350153029302948,0.004185913646839841,0.007742622088295788,0.0272883177294942,0.2996975868666297,32650.66,0.2769033078352161,0.7886567582497522,0.027549703486554347,0.079345703125,0.1153886776510351,0.1501486331142005,0.9969867338901736,0.2595924818432326,0.4952774234045424,0.26007855547760683,0.6776498545511791,543.74
1988,PER_35,HIGH,247.74842025804392,5375.8739,0.04672261949914352,0.09505381170086612,0.0033362388951633714,0.004702896704043493,0.008237706806765287,0.028032266025047808,0.2680840921569264,45161.803,0.3534231571728307,0.6886667381779299,0.05579442795124244,0.11042571015154977,0.12797134966622614,0.20360232495268987,1.7302693150042192,0.29533976086852465,0.4558720397068838,0.3125089749453508,0.745529003791102,543.74
1988,PER_75,HIGH,250.14838281515333,5814.7784,0.05431597813810785,0.11007032762767334,0.003319157638232856,0.004704641036322879,0.008334669170407009,0.03361163374098464,0.3067898331692136,72479.14,0.5113084323422891,1.060589510470699,0.05774212220494768,0.11261038618689864,0.13039786511402232,0.2594356076461561,2.8019482257388573,0.32853555103173926,0.4121566868309203,0.3491704754896213,0.7872443988711787,543.74
1988,PER_65,MOD,238.89978962375895,5711.1867,0.05035372768859058,0.10246346881100213,0.003307396597714123,0.0043850174511199215,0.007873755545238833,0.02904561343189502,0.28785655692706735,51167.435,0.385927849742167,0.9468112085768092,0.04329757468640205,0.1034472710318501,0.12555217859554973,0.1897736517898652,1.796624192537693,0.27593001511400045,0.453644791545687,0.304250949826976,0.7692332437613886,543.74
1988,PER_60,LOW,233.2406020144755,5246.1985,0.045470040913482605,0.09661099899024655,0.003294591526246767,0.004125575633856136,0.007659166104526034,0.023321789197371195,0.2637039758284537,32352.728,0.27306697430518784,0.7617530446438596,0.03309065415983655,0.08218932319334936,0.11661851450583843,0.15361445783132527,0.9614820332249931,0.2585322713334697,0.478616354299213,0.26014757183342824,0.6669572964604407,543.74
1988,PER_15,HIGH,243.790372616766,5224.4492,0.045003889495063204,0.09308376459740311,0.003336238895163376,0.00465088596401728,0.00806558431728731,0.0257625536345847,0.24460270204609405,36801.154,0.30107950367504793,0.6147249214784971,0.05005004392170506,0.107745737991058,0.126584186892303,0.185088533209619,1.2852164985909753,0.27103088511768786,0.4568133038790003,0.32202528057409213,0.7331633133026209,543.74
1988,PER_55,HIGH,249.27014541522607,5441.6839,0.04978752142926061,0.101626973024402,0.0033362388951633714,0.004750617283950617,0.008424827241316605,0.029818454237800843,0.26824308147977977,70117.015,0.4981774380703714,1.0294681357915183,0.05570119356075011,0.11178710525662967,0.12982171693493777,0.24803509905254092,3.085184223444556,0.3248138451586779,0.4374278704428238,0.3481965944623631,0.808231154734696,543.74
1988,PER_5,MOD,242.42058494915807,5406.1471,0.04537795262656688,0.09630162069287312,0.003305424904299134,0.00443429731100964,0.00781544256120527,0.0242993142933227,0.2681897158029813,25241.032,0.22300538054236005,0.5094512906913727,0.04673184235851186,0.104148553874688,0.121542887535055,0.172097260756595,0.5458048499688289,0.25084723639946366,0.46538520936657457,0.2426771559952708,0.6524163116626928,543.74
1988,PER_45,LOW,234.18419742004082,5242.644,0.04538962356081376,0.09659007351761661,0.0032680218769848583,0.004141551992114941,0.007659166104526034,0.022536799620132955,0.26551884281865973,28039.778,0.24272947348418064,0.6405890747919858,0.028486637452230488,0.0811932215234102,0.11642509101858697,0.15351436342002378,0.7116675993757223,0.26287452022661356,0.4867902340879907,0.25521337177829073,0.6444136968559452,543.74
