"basin","sev","min","max"
"Humid, Forested Basin","UNBURN",0,0
"Humid, Forested Basin","LOW",0.0516886557327798,1.57076735062543
"Humid, Forested Basin","MOD",0.285562585720023,4.45345698460972
"Humid, Forested Basin","HIGH",0.408332972435125,6.43285150832881
